pathway,nums,percent,pvalue
Sphingolipid signaling pathway,127,0.5984251968503937,0.168
Endocrine and other factor-regulated calcium reabsorption,61,0.04918032786885246,0.179
African trypanosomiasis,39,0.15384615384615385,0.184
Ceramide biosynthesis,13,0.23076923076923078,0.186
Mitophagy - animal,68,0.5147058823529411,0.188
Parkinson disease,264,0.32954545454545453,0.188
Epstein-Barr virus infection,230,0.48695652173913045,0.196
Viral life cycle - HIV-1,61,0.4262295081967213,0.198
Creatine pathway,6,0.5,0.2
Cholesterol metabolism,50,0.44,0.2
Adrenergic signaling in cardiomyocytes,156,0.2948717948717949,0.201
NOD-like receptor signaling pathway,220,0.4954545454545455,0.203
Focal adhesion,204,0.5098039215686274,0.204
Cell cycle - G1/S transition,13,0.6153846153846154,0.21
Protein processing in endoplasmic reticulum,183,0.31693989071038253,0.212
Cell adhesion molecules (CAMs),169,0.27218934911242604,0.216
Long-term depression,61,0.5737704918032787,0.223
N-Glycan biosynthesis,53,0.22641509433962265,0.224
cAMP signaling,15,0.4,0.226
Thyroid hormone synthesis,74,0.3918918918918919,0.226
Malaria,57,0.21052631578947367,0.232
FA core complex,10,1.2,0.238
Autoimmune thyroid disease,78,0.038461538461538464,0.238
Phenylalanine metabolism,24,0.2916666666666667,0.243
Pyrimidine metabolism,107,0.4205607476635514,0.246
Nuclear pore complex,41,0.24390243902439024,0.252
Intestinal immune network for IgA production,45,0.06666666666666667,0.259
Arachidonic acid metabolism,95,0.031578947368421054,0.261
Serotonergic synapse,133,0.2781954887218045,0.271
Pentose phosphate pathway,34,0.17647058823529413,0.272
Natural killer cell mediated cytotoxicity,123,0.24390243902439024,0.273
Hippo signaling pathway -multiple species,26,0.7307692307692307,0.274
PPAR signaling pathway,90,0.17777777777777778,0.277
Glycolysis / Gluconeogenesis,70,0.17142857142857143,0.28
Aldosterone-regulated sodium reabsorption,39,0.07692307692307693,0.282
Sphingosine biosynthesis,17,0.29411764705882354,0.282
Non-alcoholic fatty liver disease,156,0.47435897435897434,0.295
Hippo signaling pathway - multiple species,27,0.6666666666666666,0.303
Selenocompound metabolism,18,0.16666666666666666,0.306
"Valine, leucine and isoleucine degradation",57,0.07017543859649122,0.307
DNA polymerase delta complex,4,0.75,0.308
Fanconi anemia pathway,51,0.7647058823529411,0.309
Pancreatic secretion,116,0.08620689655172414,0.316
Hypertrophic cardiomyopathy (HCM),84,0.42857142857142855,0.322
APC/C complex,14,0.21428571428571427,0.328
SNARE interactions in vesicular transport,33,0.42424242424242425,0.336
FoxO signaling pathway,133,0.6766917293233082,0.337
"Fatty acid biosynthesis, elongation, mitochondria",6,0.5,0.347
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,0.3333333333333333,0.348
Non-alcoholic fatty liver disease (NAFLD),151,0.44370860927152317,0.356
Alcoholism,205,0.17073170731707318,0.367
Cytochrome c oxidase,25,0.16,0.369
Various types of N-glycan biosynthesis,43,0.3023255813953488,0.371
Steroid biosynthesis,20,0.15,0.38
Neutrophil extracellular trap formation,208,0.23557692307692307,0.38
Base excision repair,49,0.8367346938775511,0.389
"Citrate cycle (TCA cycle, Krebs cycle)",24,0.3333333333333333,0.389
Ether lipid metabolism,48,0.14583333333333334,0.397
Circadian rhythm,37,0.5135135135135135,0.399
Glioma,74,0.3918918918918919,0.399
Cell adhesion molecules,182,0.2857142857142857,0.403
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.2777777777777778,0.418
ABC transporters,52,0.4230769230769231,0.42
Wnt signaling pathway,180,0.49444444444444446,0.42
Fc epsilon RI signaling pathway,68,0.29411764705882354,0.426
ATP-dependent chromatin remodeling,136,0.34558823529411764,0.426
Huntington disease,302,0.4470198675496689,0.433
Renin secretion,76,0.23684210526315788,0.436
Antigen processing and presentation,97,0.18556701030927836,0.438
Cushing syndrome,162,0.5370370370370371,0.439
Fatty acid degradation,53,0.09433962264150944,0.447
Hedgehog signaling,11,0.5454545454545454,0.453
Insulin secretion,86,0.4418604651162791,0.456
Ubiquitin mediated proteolysis,151,0.5562913907284768,0.463
ECM-receptor interaction,89,0.3146067415730337,0.467
Fatty acid metabolism,64,0.28125,0.467
Hedgehog signaling pathway,58,0.43103448275862066,0.48
DNA polymerase alpha / primase complex,4,0.75,0.481
Bacterial invasion of epithelial cells,76,0.5526315789473685,0.484
"Glycine, serine and threonine metabolism",40,0.375,0.495
Huntington's disease,194,0.3865979381443299,0.495
RNA transport,167,0.3413173652694611,0.507
Pyruvate metabolism,44,0.29545454545454547,0.509
Pathways of neurodegeneration - multiple diseases,471,0.47558386411889597,0.509
Spinocerebellar ataxia,141,0.6312056737588653,0.511
GINS complex,4,0.75,0.513
Thermogenesis,231,0.5714285714285714,0.513
Wnt signaling,38,0.23684210526315788,0.515
Alzheimer's disease,175,0.26857142857142857,0.516
Fat digestion and absorption,43,0.06976744186046512,0.516
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.1875,0.52
Alcoholic liver disease,141,0.46808510638297873,0.522
Ovarian steroidogenesis,65,0.06153846153846154,0.526
beta-Alanine metabolism,37,0.16216216216216217,0.54
Notch signaling pathway,63,0.6825396825396826,0.542
Diabetic cardiomyopathy,211,0.32701421800947866,0.55
"GPI-anchor biosynthesis, core oligosaccharide",8,0.375,0.552
Riboflavin metabolism,8,0.625,0.557
Tryptophan metabolism,54,0.05555555555555555,0.557
Breast cancer,147,0.5170068027210885,0.558
Adherens junction,93,0.7956989247311828,0.567
"Proteasome, 19S regulatory particle (PA700)",19,0.5263157894736842,0.568
Inflammatory mediator regulation of TRP channels,127,0.2440944881889764,0.569
Long-term potentiation,67,0.3582089552238806,0.578
Vascular smooth muscle contraction,145,0.4068965517241379,0.583
Nucleotide excision repair,58,0.6379310344827587,0.601
Prion disease,267,0.37453183520599254,0.607
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",14,0.42857142857142855,0.608
Human papillomavirus infection,361,0.4986149584487535,0.619
Proteasome,47,0.3829787234042553,0.625
Cellular senescence,183,0.4644808743169399,0.633
Endometrial cancer,58,0.39655172413793105,0.634
Type II diabetes mellitus,48,0.5,0.639
Retrograde endocannabinoid signaling,150,0.44666666666666666,0.643
Central carbon metabolism in cancer,69,0.391304347826087,0.649
Glucagon signaling pathway,108,0.35185185185185186,0.65
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.3157894736842105,0.652
Basal transcription factors,45,0.37777777777777777,0.653
Cardiac muscle contraction,87,0.16091954022988506,0.658
"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",22,0.5,0.659
Thyroid cancer,37,0.35135135135135137,0.659
Homologous recombination,42,0.5238095238095238,0.664
Glyoxylate and dicarboxylate metabolism,32,0.40625,0.666
Gastric cancer,150,0.38666666666666666,0.667
Bloom's syndrome complex,5,0.6,0.673
Parkinson's disease,144,0.19444444444444445,0.674
Lysosome,136,0.4117647058823529,0.679
Nucleotide metabolism,84,0.6428571428571429,0.681
mRNA surveillance pathway,105,0.4380952380952381,0.684
Melanogenesis,100,0.45,0.69
Biosynthesis of nucleotide sugars,38,0.2894736842105263,0.69
Necroptosis,175,0.28,0.69
BER complex,10,0.6,0.692
Taste transduction,92,0.03260869565217391,0.696
MAPK (p38) signaling,22,0.13636363636363635,0.699
Systemic lupus erythematosus,149,0.053691275167785234,0.704
Amino sugar and nucleotide sugar metabolism,52,0.21153846153846154,0.724
Bile secretion,100,0.1,0.729
N-glycan precursor biosynthesis,14,0.2857142857142857,0.731
Staphylococcus aureus infection,128,0.0625,0.732
Alzheimer disease,383,0.4621409921671018,0.733
Calcium signaling pathway,254,0.48031496062992124,0.736
mTOR signaling pathway,158,0.5,0.741
Vasopressin-regulated water reabsorption,44,0.20454545454545456,0.746
Glycosaminoglycan biosynthesis - keratan sulfate,14,0.21428571428571427,0.755
Fc gamma R-mediated phagocytosis,97,0.6185567010309279,0.759
Oocyte meiosis,123,0.4634146341463415,0.76
Melanoma,72,0.4861111111111111,0.776
Spliceosome,186,0.3924731182795699,0.798
Viral protein interaction with cytokine and cytokine receptor,95,0.22105263157894736,0.8
Inositol phosphate metabolism,73,0.3698630136986301,0.801
Basal cell carcinoma,63,0.3968253968253968,0.808
Progesterone-mediated oocyte maturation,92,0.5,0.811
Hypertrophic cardiomyopathy,91,0.31868131868131866,0.812
Bladder cancer,41,0.5853658536585366,0.819
Prion diseases,34,0.2647058823529412,0.834
Dilated cardiomyopathy,94,0.43617021276595747,0.834
One carbon pool by folate,19,0.15789473684210525,0.837
Fatty acid biosynthesis,20,0.35,0.841
Arrhythmogenic right ventricular cardiomyopathy,77,0.35064935064935066,0.841
Olfactory transduction,2230,0.0013452914798206279,0.847
Non-small cell lung cancer,72,0.4027777777777778,0.862
"beta-Oxidation, acyl-CoA synthesis",8,0.375,0.865
Amyotrophic lateral sclerosis,369,0.4796747967479675,0.87
Terpenoid backbone biosynthesis,24,0.2916666666666667,0.886
Signaling pathways regulating pluripotency of stem cells,141,0.6453900709219859,0.919
Nucleocytoplasmic transport,117,0.358974358974359,0.923
Purine metabolism,185,0.3621621621621622,0.925
Ferroptosis,42,0.2619047619047619,0.931
Hepatocellular carcinoma,174,0.40804597701149425,0.944
RNA degradation,90,0.6555555555555556,0.953
"Exosome, eukaryotes",10,0.9,0.963
Triacylglycerol biosynthesis,16,0.1875,0.963
Renal cell carcinoma,68,0.36764705882352944,0.966
Citrate cycle (TCA cycle),32,0.3125,0.974
Glutathione metabolism,74,0.20270270270270271,0.976
EGFR tyrosine kinase inhibitor resistance,79,0.4177215189873418,0.982
Immunoproteasome,18,0.16666666666666666,0.985
Sphingolipid metabolism,57,0.2807017543859649,0.985
Amyotrophic lateral sclerosis (ALS),52,0.19230769230769232,0.986
Endocytosis,297,0.5016835016835017,0.987
JAK-STAT signaling,19,0.47368421052631576,0.99
"Proteasome, 20S core particle",15,0.2,0.99
Autophagy - animal,167,0.6646706586826348,0.993
Biosynthesis of unsaturated fatty acids,36,0.16666666666666666,0.997
