pathway,nums,percent,pvalue
Chemical carcinogenesis - receptor activation,225,0.6222222222222222,0.016
Adherens junction,93,0.8817204301075269,0.018
mTOR signaling pathway,158,0.7088607594936709,0.018
Cholinergic synapse,114,0.7631578947368421,0.019
Pancreatic cancer,76,0.868421052631579,0.019
Exon junction complex (EJC),22,0.36363636363636365,0.02
Fc epsilon RI signaling pathway,68,0.5,0.021
Origin recognition complex,6,0.5,0.021
Ribosome,187,0.5347593582887701,0.021
Metabolism of xenobiotics by cytochrome P450,75,0.17333333333333334,0.023
Antigen processing and presentation,97,0.21649484536082475,0.025
NOD-like receptor signaling pathway,220,0.6,0.025
"Spliceosome, 35S U5-snRNP",36,0.9444444444444444,0.025
Aminoacyl-tRNA biosynthesis,84,0.25,0.026
VEGF signaling pathway,58,0.603448275862069,0.026
"Leucine degradation, leucine => acetoacetate + acetyl-CoA",13,0.23076923076923078,0.027
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.42105263157894735,0.029
Complement and coagulation cascades,94,0.46808510638297873,0.032
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",11,0.2727272727272727,0.033
Cushing syndrome,162,0.7283950617283951,0.033
Protein export,31,0.1935483870967742,0.034
Triacylglycerol biosynthesis,16,0.6875,0.034
Yersinia infection,135,0.7407407407407407,0.034
"Exosome, eukaryotes",10,0.5,0.035
IL-17 signaling pathway,93,0.6451612903225806,0.036
Melanogenesis,100,0.79,0.036
Tuberculosis,180,0.5388888888888889,0.036
Hippo signaling pathway,158,0.7974683544303798,0.037
Riboflavin metabolism,8,0.5,0.039
AMPK signaling pathway,128,0.5234375,0.04
Cellular senescence,183,0.6174863387978142,0.04
APC/C complex,14,1.2142857142857142,0.042
Propanoate metabolism,34,0.29411764705882354,0.043
Autophagy - other,32,0.53125,0.044
p53 signaling pathway,74,0.9054054054054054,0.044
Various types of N-glycan biosynthesis,43,0.37209302325581395,0.045
"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",4,2.0,0.046
Insulin secretion,86,0.5813953488372093,0.046
Prion diseases,34,0.7058823529411765,0.047
Insulin signaling pathway,143,0.6223776223776224,0.048
SNARE interactions in vesicular transport,33,0.5151515151515151,0.048
Inositol phosphate metabolism,73,0.4246575342465753,0.05
2-Oxocarboxylic acid metabolism,34,0.5588235294117647,0.051
Jak-STAT signaling pathway,159,0.5157232704402516,0.052
Fluid shear stress and atherosclerosis,147,0.6938775510204082,0.052
Ascorbate and aldarate metabolism,31,0.0967741935483871,0.054
Prion disease,267,0.5580524344569289,0.054
"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",22,0.13636363636363635,0.055
Mineral absorption,56,0.07142857142857142,0.055
Vitamin digestion and absorption,24,0.125,0.055
Human immunodeficiency virus 1 infection,239,0.5397489539748954,0.055
Cocaine addiction,48,0.7083333333333334,0.055
Pathways in cancer,543,0.6500920810313076,0.057
Parkinson disease,264,0.5871212121212122,0.058
Aldosterone synthesis and secretion,105,0.5904761904761905,0.059
AGE-RAGE signaling pathway in diabetic complications,101,0.7326732673267327,0.062
Fc gamma R-mediated phagocytosis,97,0.7319587628865979,0.063
Human papillomavirus infection,361,0.5872576177285319,0.063
Endocrine and other factor-regulated calcium reabsorption,61,0.2459016393442623,0.065
Sphingolipid signaling pathway,127,0.5826771653543307,0.068
Vasopressin-regulated water reabsorption,44,0.6363636363636364,0.072
JAK-STAT signaling,19,0.8421052631578947,0.077
Acylglycerol degradation,10,0.3,0.078
B cell receptor signaling pathway,85,0.7058823529411765,0.084
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.5,0.084
Measles,145,0.4689655172413793,0.085
Morphine addiction,91,0.6593406593406593,0.085
Glucagon signaling pathway,108,0.6759259259259259,0.086
MAPK (p38) signaling,22,0.13636363636363635,0.086
Olfactory transduction,2230,0.0053811659192825115,0.09
"Nucleotide sugar biosynthesis, galactose => UDP-galactose",2,1.5,0.091
Nicotine addiction,40,0.125,0.096
Pathways of neurodegeneration - multiple diseases,471,0.5668789808917197,0.097
Cell cycle,157,0.8089171974522293,0.098
Focal adhesion,204,0.7696078431372549,0.102
Bacterial invasion of epithelial cells,76,0.6052631578947368,0.102
cGMP-PKG signaling pathway,175,0.5371428571428571,0.103
Chemokine signaling pathway,204,0.6813725490196079,0.103
Neuroactive ligand-receptor interaction,393,0.4173027989821883,0.104
Renin-angiotensin system,37,0.24324324324324326,0.106
Gap junction,86,0.7209302325581395,0.111
Non-homologous end-joining,13,0.38461538461538464,0.111
Pentose phosphate pathway,34,0.47058823529411764,0.118
Drug metabolism - cytochrome P450,72,0.18055555555555555,0.119
Phenylalanine metabolism,24,0.125,0.119
Protein digestion and absorption,110,0.03636363636363636,0.119
Tyrosine metabolism,41,0.2926829268292683,0.119
JAK-STAT signaling pathway,171,0.5497076023391813,0.119
"Spliceosome, Prp19/CDC5L complex",13,0.23076923076923078,0.122
Phosphatidylinositol signaling system,99,0.3838383838383838,0.123
Thyroid cancer,37,0.6756756756756757,0.124
Necroptosis,175,0.44571428571428573,0.126
Chondroitin sulfate degradation,10,0.3,0.131
Wnt signaling pathway,180,0.7166666666666667,0.131
Purine metabolism,185,0.4702702702702703,0.137
Platelet activation,126,0.6825396825396826,0.139
Small cell lung cancer,93,0.8494623655913979,0.143
cAMP signaling,15,1.1333333333333333,0.144
Amyotrophic lateral sclerosis (ALS),52,0.3076923076923077,0.145
Longevity regulating pathway,90,0.8111111111111111,0.148
Legionellosis,60,0.5333333333333333,0.148
Pertussis,77,0.5454545454545454,0.149
Toxoplasmosis,109,0.6697247706422018,0.149
Fanconi anemia pathway,51,0.6274509803921569,0.151
Nicotinate and nicotinamide metabolism,45,0.4666666666666667,0.152
beta-Alanine metabolism,37,0.43243243243243246,0.153
Th17 cell differentiation,107,0.5887850467289719,0.154
Thermogenesis,231,0.645021645021645,0.154
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.3157894736842105,0.156
Cell adhesion molecules,182,0.5494505494505495,0.159
Salivary secretion,88,0.4318181818181818,0.161
Long-term depression,61,0.6229508196721312,0.163
Terpenoid backbone biosynthesis,24,0.2916666666666667,0.165
cAMP signaling pathway,224,0.5758928571428571,0.169
Cell adhesion molecules (CAMs),169,0.5562130177514792,0.169
Intestinal immune network for IgA production,45,0.06666666666666667,0.172
GABAergic synapse,91,0.6043956043956044,0.178
Serotonergic synapse,133,0.47368421052631576,0.178
"O-glycan biosynthesis, mucin type core",24,0.20833333333333334,0.184
Progesterone-mediated oocyte maturation,92,0.8695652173913043,0.185
DNA replication,35,0.8,0.186
Th1 and Th2 cell differentiation,89,0.7078651685393258,0.191
Vitamin B6 metabolism,9,0.3333333333333333,0.193
Oxytocin signaling pathway,154,0.7077922077922078,0.194
ESCRT-III complex,11,0.2727272727272727,0.196
Taste transduction,92,0.06521739130434782,0.2
Toll-like receptor signaling,15,0.6,0.205
ECS complex,12,0.5,0.208
Non-alcoholic fatty liver disease,156,0.7307692307692307,0.211
Tight junction,179,0.6927374301675978,0.212
Breast cancer,147,0.782312925170068,0.214
Influenza A,173,0.5780346820809249,0.214
Non-alcoholic fatty liver disease (NAFLD),151,0.7152317880794702,0.217
Maturity onset diabetes of the young,27,0.1111111111111111,0.219
Sphingolipid metabolism,57,0.5087719298245614,0.223
Acute myeloid leukemia,70,0.8,0.225
Sulfur metabolism,14,0.2857142857142857,0.229
Diabetic cardiomyopathy,211,0.5592417061611374,0.229
Heparan sulfate degradation,9,0.3333333333333333,0.23
Alzheimer disease,383,0.5613577023498695,0.232
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",11,0.45454545454545453,0.233
Mannose type O-glycan biosynthesis,23,0.13043478260869565,0.235
Lsm 2-8 complex,7,0.42857142857142855,0.24
Osteoclast differentiation,140,0.6214285714285714,0.245
MicroRNAs in cancer,303,0.45544554455445546,0.245
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",14,0.21428571428571427,0.248
"GPI-anchor biosynthesis, core oligosaccharide",8,0.5,0.248
Platinum drug resistance,80,0.6,0.25
ESCRT-0 complex,3,1.0,0.251
Ether lipid metabolism,48,0.3125,0.251
Phospholipase D signaling pathway,150,0.68,0.251
Other types of O-glycan biosynthesis,43,0.4418604651162791,0.253
Carbon metabolism,126,0.6507936507936508,0.254
"Glycine, serine and threonine metabolism",40,0.475,0.259
ECM-receptor interaction,89,0.7078651685393258,0.261
"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",10,0.3,0.263
Retrograde endocannabinoid signaling,150,0.7533333333333333,0.263
Glyoxylate and dicarboxylate metabolism,32,0.5625,0.264
Ras signaling pathway,242,0.6900826446280992,0.265
Non-small cell lung cancer,72,0.875,0.268
Efferocytosis,155,0.6967741935483871,0.273
Leishmaniasis,70,0.45714285714285713,0.275
Notch signaling,17,0.7058823529411765,0.277
Dorso-ventral axis formation,26,0.8846153846153846,0.284
Amoebiasis,107,0.5607476635514018,0.288
Toll-like receptor signaling pathway,104,0.49038461538461536,0.289
Vascular smooth muscle contraction,145,0.5379310344827586,0.291
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.6931818181818182,0.293
Epstein-Barr virus infection,230,0.5608695652173913,0.296
Motor proteins,196,0.4489795918367347,0.303
"Ribosome, eukaryotes",98,0.6530612244897959,0.306
"Phosphatidylcholine (PC) biosynthesis, choline => PC",6,0.6666666666666666,0.308
ESCRT-II complex,3,1.0,0.31
African trypanosomiasis,39,0.38461538461538464,0.313
"beta-Oxidation, acyl-CoA synthesis",8,0.375,0.317
HIF-1 signaling pathway,120,0.5333333333333333,0.32
Neutrophil extracellular trap formation,208,0.33653846153846156,0.325
Type II diabetes mellitus,48,0.6666666666666666,0.325
Axon guidance,183,0.6338797814207651,0.33
NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,16,0.375,0.331
Hedgehog signaling pathway,58,0.7586206896551724,0.333
"Glycosaminoglycan biosynthesis, heparan sulfate backbone",10,0.3,0.335
Systemic lupus erythematosus,149,0.03355704697986577,0.335
Pantothenate and CoA biosynthesis,22,0.5,0.341
Lysosome,136,0.6691176470588235,0.348
Activin signaling,10,0.3,0.353
Glioma,74,0.5675675675675675,0.359
Apelin signaling pathway,145,0.7655172413793103,0.363
Thiamine metabolism,15,0.2,0.369
Proteoglycans in cancer,205,0.7268292682926829,0.369
"Tyrosine degradation, tyrosine => homogentisate",8,0.375,0.376
Virion - Herpesvirus,10,0.5,0.378
Calcium signaling pathway,254,0.5748031496062992,0.383
Prolactin signaling pathway,74,0.7972972972972973,0.383
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",11,0.2727272727272727,0.387
Translocon-associated protein (TRAP) complex,4,0.75,0.391
"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",6,1.0,0.397
Hedgehog signaling,11,0.5454545454545454,0.398
Natural killer cell mediated cytotoxicity,123,0.37398373983739835,0.398
Steroid biosynthesis,20,0.3,0.398
Hepatitis C,166,0.6807228915662651,0.407
Ferroptosis,42,0.38095238095238093,0.416
Glycosaminoglycan degradation,21,0.42857142857142855,0.416
"Citrate cycle (TCA cycle, Krebs cycle)",24,0.375,0.42
Glutamatergic synapse,116,0.6293103448275862,0.424
Fructose and mannose metabolism,38,0.42105263157894735,0.43
FA core complex,10,0.6,0.44
Type I diabetes mellitus,69,0.07246376811594203,0.445
Cysteine and methionine metabolism,57,0.5789473684210527,0.459
Regulation of actin cytoskeleton,239,0.7154811715481172,0.459
Hepatocellular carcinoma,174,0.6724137931034483,0.461
PI3K-Akt signaling,13,0.23076923076923078,0.462
Gastric cancer,150,0.74,0.464
Mucin type O-glycan biosynthesis,32,0.09375,0.466
Coronavirus disease - COVID-19,249,0.5943775100401606,0.468
Melanoma,72,0.6388888888888888,0.475
Drug metabolism - other enzymes,92,0.3695652173913043,0.479
C-type lectin receptor signaling pathway,112,0.6964285714285714,0.486
Lysine degradation,67,0.5522388059701493,0.487
"GABA biosynthesis, eukaryotes, putrescine => GABA",9,0.3333333333333333,0.488
Chemical carcinogenesis - reactive oxygen species,223,0.6322869955156951,0.493
Nucleotide metabolism,84,0.7261904761904762,0.495
Endometrial cancer,58,0.7931034482758621,0.5
Oocyte meiosis,123,0.7073170731707317,0.502
Inflammatory mediator regulation of TRP channels,127,0.4251968503937008,0.506
One carbon pool by folate,19,0.15789473684210525,0.51
Phosphonate and phosphinate metabolism,6,0.5,0.515
Hippo signaling,15,0.8666666666666667,0.516
"Proteasome, 19S regulatory particle (PA700)",19,0.21052631578947367,0.517
Rheumatoid arthritis,87,0.3793103448275862,0.518
Biosynthesis of nucleotide sugars,38,0.8421052631578947,0.525
Pyruvate metabolism,44,0.3409090909090909,0.526
Amino sugar and nucleotide sugar metabolism,52,0.6730769230769231,0.527
Wnt signaling,38,0.42105263157894735,0.539
Hypertrophic cardiomyopathy,91,0.7692307692307693,0.541
Mismatch repair,22,0.6363636363636364,0.545
Methionine degradation,11,0.2727272727272727,0.55
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,26,0.38461538461538464,0.551
Cytochrome bc1 complex,10,0.7,0.552
Inflammatory bowel disease (IBD),59,0.5423728813559322,0.554
Alzheimer's disease,175,0.5657142857142857,0.557
Methionine salvage pathway,11,0.45454545454545453,0.562
Pyrimidine metabolism,107,0.411214953271028,0.562
Central carbon metabolism in cancer,69,0.5652173913043478,0.563
Proteasome,47,0.2765957446808511,0.568
Cytokine-cytokine receptor interaction,326,0.4171779141104294,0.569
Butanoate metabolism,28,0.10714285714285714,0.574
"Nucleotide sugar biosynthesis, eukaryotes",9,0.5555555555555556,0.576
Rap1 signaling pathway,218,0.6926605504587156,0.58
EGFR tyrosine kinase inhibitor resistance,79,0.6962025316455697,0.587
Longevity regulating pathway - multiple species,62,0.6774193548387096,0.592
"Spliceosome, U2-snRNP",21,0.38095238095238093,0.592
Glycolysis / Gluconeogenesis,70,0.32857142857142857,0.596
Adipocytokine signaling pathway,73,0.726027397260274,0.6
Malaria,57,0.38596491228070173,0.604
NF-kappa B signaling pathway,114,0.6491228070175439,0.618
Cardiac muscle contraction,87,0.2988505747126437,0.624
"Alanine, aspartate and glutamate metabolism",41,0.2682926829268293,0.626
Citrate cycle (TCA cycle),32,0.53125,0.627
Arginine biosynthesis,20,0.6,0.638
Primary immunodeficiency,36,0.3055555555555556,0.638
Gastric acid secretion,75,0.6533333333333333,0.648
Lipoic acid metabolism,19,0.3684210526315789,0.656
Hypertrophic cardiomyopathy (HCM),84,0.8095238095238095,0.657
"Spliceosome, U1-snRNP",11,0.5454545454545454,0.662
Bile secretion,100,0.3,0.672
Pancreatic secretion,116,0.23275862068965517,0.675
Homologous recombination,42,0.2857142857142857,0.679
Cytosolic DNA-sensing pathway,80,0.225,0.687
ABC transporters,52,0.5576923076923077,0.691
Retinol metabolism,97,0.05154639175257732,0.693
"Proteasome, 20S core particle",15,0.2,0.698
Glutathione metabolism,74,0.7567567567567568,0.704
Arachidonic acid metabolism,95,0.24210526315789474,0.718
Ovarian steroidogenesis,65,0.26153846153846155,0.73
Taurine and hypotaurine metabolism,22,0.13636363636363635,0.73
Dilated cardiomyopathy,94,0.8829787234042553,0.731
Cytochrome c oxidase,25,0.24,0.742
BRCA1-associated genome surveillance complex (BASC),16,0.6875,0.767
Regulation of lipolysis in adipocytes,57,0.7543859649122807,0.769
Viral protein interaction with cytokine and cytokine receptor,95,0.24210526315789474,0.77
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",20,0.15,0.777
Bladder cancer,41,0.9512195121951219,0.781
Leukocyte transendothelial migration,121,0.6363636363636364,0.788
NADH dehydrogenase (ubiquinone) 1 beta subcomplex,14,0.21428571428571427,0.788
Oxidative phosphorylation,151,0.36423841059602646,0.798
Porphyrin and chlorophyll metabolism,41,0.5853658536585366,0.8
Porphyrin metabolism,43,0.5581395348837209,0.812
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.6666666666666666,0.813
Fatty acid degradation,53,0.09433962264150944,0.821
Phagosome,192,0.2864583333333333,0.824
Peroxisome,87,0.7701149425287356,0.845
"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol",10,0.5,0.857
Galactose metabolism,34,0.35294117647058826,0.859
Hematopoietic cell lineage,98,0.35714285714285715,0.859
Alcoholic liver disease,141,0.6170212765957447,0.862
Base excision repair,49,0.8367346938775511,0.864
Fatty acid metabolism,64,0.25,0.87
Glycerophospholipid metabolism,99,0.8585858585858586,0.871
Sm core complex,8,0.375,0.871
Sphingosine degradation,3,1.0,0.871
Dermatan sulfate degradation,11,0.6363636363636364,0.89
Parkinson's disease,144,0.5416666666666666,0.894
Starch and sucrose metabolism,36,0.4166666666666667,0.895
Basal cell carcinoma,63,0.6349206349206349,0.897
Histidine metabolism,28,0.35714285714285715,0.907
Insulin resistance,110,0.6363636363636364,0.91
PI3K-Akt signaling pathway,373,0.5817694369973191,0.912
Arrhythmogenic right ventricular cardiomyopathy,77,0.7662337662337663,0.919
Viral myocarditis,87,0.3218390804597701,0.932
Biosynthesis of cofactors,152,0.7302631578947368,0.938
Inflammatory bowel disease,62,0.532258064516129,0.946
Biosynthesis of amino acids,84,0.5714285714285714,0.947
GnRH secretion,63,0.7936507936507936,0.956
Hippo signaling pathway -multiple species,26,1.1153846153846154,0.958
Cell cycle - G1/S transition,13,0.46153846153846156,0.959
Nucleotide excision repair,58,0.41379310344827586,0.973
Arginine and proline metabolism,57,0.5789473684210527,0.99
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.8333333333333334,0.99
Hippo signaling pathway - multiple species,27,1.2592592592592593,0.99
Folate biosynthesis,26,0.2692307692307692,0.992
Antifolate resistance,29,0.5862068965517241,0.994
"Nucleotide sugar biosynthesis, glucose => UDP-glucose",7,0.8571428571428571,0.996
Biosynthesis of unsaturated fatty acids,36,0.08333333333333333,0.997
Selenocompound metabolism,18,0.16666666666666666,0.998
Aldosterone-regulated sodium reabsorption,39,0.20512820512820512,0.999
