Gene,6H,12H,18H,24H,48H
Cox6B1,2194.71,2288.49,2874.796667,1825.886667,2334.056667
Atp6Ap2,15.475,15.02333333,15.40333333,14.43666667,15.86333333
Cnn3,1848.84,1695.096667,1536.996667,1702.293333,1603.803333
Npepps,1056.775,941.9433333,967.0233333,1018.11,1115.773333
Bub3,767.275,772.67,784.1333333,955.9633333,923.7866667
Mapkapk2,408.19,385.2633333,432.9166667,371.5866667,382.81
Scrn1,1629.805,1850.99,1702.75,2404.096667,2629.61
Taldo1,7636.57,7295.05,7310.696667,7362.006667,5592.62
Jun,1043.58,1753.056667,1832.2,1530.076667,1449.313333
Nqo1,2957.585,3994.676667,3208.36,3657.743333,2014.366667
Shc1,697.985,916.4066667,702.4733333,750.6333333,492.1366667
Sqstm1,4903.485,5115.256667,6233.03,6514.253333,7829.136667
Vbp1,2357.79,2098.76,2085.466667,2213.823333,2541.89
Junb,185.135,186.1233333,255.0266667,136.63,145.8933333
Itga3,15.94,15.67,16.50666667,18.66,17.96333333
Mars1,1752.5,2772.373333,3236.093333,4868.666667,3866.06
Rrm1,904.23,1023.69,758.7266667,1056.283333,1105.49
Dkc1,1488.01,1534.856667,1939.246667,2322.236667,2520.206667
Supt5H,416.065,459.84,487.9966667,560.25,613.37
Pygb,1078.91,1144.656667,1082.15,1350.556667,1243.486667
Qsox1,331.965,290.1033333,365.73,305.71,229.8133333
Supt4H1,776.545,652.99,891.6166667,715.5133333,807.6133333
Rcn2,1447.795,1211.826667,1477.71,1318.506667,1408.906667
Ctsc,2440.185,2732.216667,2424.23,2254.06,1589.44
Ppif,1387.985,1442.843333,1726.656667,1720.863333,1926.113333
Ahsa1,2228.28,1895.346667,2482.643333,1952.723333,2199.51
Rpl41,20646.89,21023.86,23077.84667,20643.80667,21854.91667
Pum2,750.685,798.8966667,756.2,801.21,850.2533333
Usp7,901.455,705.34,932.69,686.0533333,687.3866667
Grsf1,729.115,607.94,620.21,516.7066667,575.9766667
Nfkbia,2108.69,2324.03,2421.266667,1228.5,1151.26
Tsn,1104.995,1074.62,1084.883333,1384.913333,1386.583333
Lamb1,1920.585,2797.003333,1815.986667,3749.223333,3743.953333
Tgfbi,3739.895,4726.05,3744.73,4925.916667,3064.403333
Pfdn1,988.84,984.6733333,906.1566667,1285.243333,1525.953333
Igfbp4,69.835,59.60333333,85.70666667,55.14666667,67.5
Idh3B,1511.475,1419.953333,1608.19,1444.59,1616.46
Elf3,517.65,303.5333333,579.16,228.3866667,256.1133333
Aamp,1271.115,1104.366667,1509.426667,1354.336667,1345.46
Tomm70,927.34,1015.736667,1034.01,1104.82,1025.416667
Srm,1481.8,1256.286667,1761.433333,1252.683333,1352.353333
Ncbp2,591.425,695.1166667,652.2533333,841.67,975.5966667
Cbx1,1979.96,1717.176667,1805.336667,1814.48,1846.656667
Ube2N,2304.69,2131.08,2091.803333,1987.576667,1851.133333
Apod,49.045,51.86333333,49.64666667,60.54666667,53.42
Arf5,1214.63,958.7366667,1262.313333,1006.65,927.7066667
Atp6V1F,3480.095,3134.92,3806.716667,3296.183333,4120.68
Rpa1,2426.005,2031.236667,1731.793333,1682.083333,1544.916667
Zfp36,363.82,315.03,371.2733333,267.55,230.2366667
Psma3,5034,5019.153333,5107.13,4862.553333,5225.21
Ubl3,673.33,738.5033333,701.2366667,891.1166667,1022.06
Dusp3,1403.83,1795.003333,1499.316667,2086.29,2353.453333
Fhl1,26.13,25.48666667,26.35666667,25.75333333,28.17
Znhit1,1699.76,1706.5,1881.256667,1800.803333,1973.133333
Sar1A,1874.585,1939.433333,1844.303333,1647.633333,1803.683333
Trip12,2102.25,2193.85,1914.216667,2006.59,1526.956667
Kdm5B,9.23,8.533333333,9.406666667,9.273333333,8.85
Actg1,16280.925,14879.92333,12005.25333,13010.39667,15406.36667
Lamp1,365.81,312.8833333,780.9733333,808.3133333,1277.866667
Gyg1,1079.4,1371.15,1346.133333,1790.04,2347.936667
Mcm3,2110.785,2332.443333,2096.13,2194.393333,2371.413333
Vamp2,95.07,97.46,105.1833333,126.5766667,105.09
Rae1,1648.09,1778.586667,1852.526667,2638.93,3428.493333
Clic4,612.365,1212.696667,723.06,1532.99,988.18
Clstn1,753.055,733.9766667,754.04,814.4266667,738.62
Sord,471.915,426.1633333,341.1233333,255.7266667,259.3533333
Fscn1,144.225,147.51,145.2766667,86.28666667,65.78666667
Id2,2741.025,2117.77,2996.533333,1546.203333,1872.11
Golga4,1312.195,1398.71,1391.79,1393.763333,1496.443333
Uqcrq,1207.02,1674.516667,1754.306667,1207.126667,1195.043333
Samm50,1046.755,858.2633333,865.22,512.3133333,449.81
Dctd,230.47,253.5566667,222.0733333,253.1266667,185.0033333
Etf1,1072.875,1174.083333,1200.586667,1246.423333,1029.783333
Snw1,904.225,1023.486667,999.5966667,1201.326667,1488.263333
Glb1,2235.145,2235.086667,2366.163333,2732.19,2684.883333
Nme1,6213.81,6549.053333,7564.92,7639.8,8046.466667
Podxl,51.65,41.19666667,61.94333333,47.73333333,46.47333333
Fat1,311.505,353.61,265.17,332.71,349.0933333
Tmx4,489.535,587.5166667,489.9866667,546.3433333,390.9766667
Sec23B,373.675,337.5733333,419.9233333,399.0733333,488.7933333
Ddx39A,3271.24,2414.05,3476.733333,2580.686667,2971.996667
Txnl1,4260.25,4203.016667,4131.673333,4015.68,3848.793333
Nisch,350.365,280.9,329.3866667,266.29,245.3866667
Eif3H,2810.835,2401.936667,3295.043333,3004.576667,3703.756667
Zc3H15,3483.955,3339.896667,3801.373333,3850.63,3997.723333
Ppp4R1,2151.985,2094.49,1913.07,1901.036667,1696.803333
Krt18,25662.88,26561.18667,26500.52,28175.92667,27676.13333
Cox7A2,3908.23,4544.116667,4886.766667,3544.196667,4867.83
Inppl1,236.37,247.9733333,237.3,226.1766667,149.58
Oat,1848.865,1472.27,1589.843333,1194.853333,1005.963333
Phb2,5279.065,5361.366667,5405.226667,5191.616667,3794.313333
Ppp1R12A,395.5,411.9866667,328.2333333,404.78,378.62
Cnn2,1856.665,1451.946667,1135.78,1112.576667,1647.126667
Pwp1,2230.26,2299.94,2189.366667,2343.426667,2545.036667
Icmt,1827.385,1955.276667,1638.753333,1725.933333,1524
Aldh9A1,1135.965,1057.49,1137.923333,1068.276667,906.7666667
Ap1G2,615.56,474.45,564.91,569.1766667,465.8333333
Ruvbl1,1043.55,1044.79,1088.786667,1130.883333,976.2833333
Cald1,1334.445,1064.35,912.8933333,978.17,971.2233333
Gpaa1,480.25,530.2966667,579.82,657.92,562.4933333
Prdx3,4154.08,4699.843333,4288.686667,4751.47,4976.57
Mbtps1,732.26,767.25,665.6,526.9133333,344.3666667
Nbl1,106.185,111.1966667,124.27,108.8133333,137.76
Snd1,1447.03,1558.236667,1618.72,1565.133333,2059.353333
Dars1,4015.585,3480.463333,3945.603333,3674.68,4033.826667
Insig1,317.635,242.8133333,315.1833333,153.0866667,193.9766667
Rraga,973.02,839.4833333,865.5533333,956.6866667,944.4733333
Ier3,414.955,630.4333333,589.4733333,423.91,302.6233333
Eif2B1,744.69,680.5766667,697.9266667,615.4,559.48
Cyb5B,1236.215,1269.833333,1052.863333,1220.56,1034.833333
Fxr1,674.035,622.1166667,527.6933333,474.6633333,462.1666667
Cpsf1,87.285,103.26,81.13,102.5633333,78.14
Clptm1,716.15,705.8666667,843.4933333,762.5966667,831.48
Bst2,20.705,22.11333333,20.6,23.61666667,21.59666667
Ifngr2,917.035,799.7433333,881.6,739.6466667,854.88
Kdm3B,806.81,769.37,806.0333333,831.7866667,748.39
Gfus,689.34,502.6633333,731.69,504.7033333,368.8133333
Tnc,8.315,8.49,8.736666667,8.17,8.066666667
Scarb2,765.87,708.7766667,801.7433333,1032.246667,1234.773333
Ube2L6,375.44,370.1933333,511.6766667,376.0466667,351.06
Krt19,5253.745,4624.913333,4291.766667,3998.563333,4021.923333
Cops5,1640.81,1617.24,1769.063333,1681.753333,1994.476667
Cnih1,4123.645,3895.586667,3807.1,3845.533333,4001.2
Hspg2,191.05,250.93,215.6366667,306.8833333,232.96
Itga6,473.81,473.5166667,494.72,641.5333333,608.04
Arl1,495.255,435.1766667,421.2433333,366.04,448.65
Acsl3,724.935,1293.503333,948.7366667,1943.12,1874.363333
Smc4,1157.73,1563.61,1118.176667,1700.34,1594.57
Rps17,14072.31,13854.37,15888.45,12799.62333,14436.08
Timp1,597.48,403.02,630.3233333,431.7733333,406.53
Gja1,8827,11886.35667,6763.13,11756.87333,8865.256667
Marcks,3844.035,3599.183333,3164.096667,3817.06,2676.316667
Usp14,1603.28,1949.936667,1556.976667,1957.826667,2214.7
Gys1,560.92,546.8966667,481.1866667,447.3633333,354.1666667
Akap1,1654.755,1799.57,2008.703333,2230.043333,2451.08
Psma1,5754.25,4730.786667,4016.63,2946.786667,2312.943333
Hmces,131.165,125.99,122,140.2866667,181.1
Srrt,275.14,288.67,278.08,314.0666667,213.9233333
Dlg5,866.86,810.61,827.9933333,738.1333333,629.9766667
Tox4,879.545,883.5566667,770.0866667,863.2933333,915.39
Api5,488.6,497.9333333,439.0866667,493.3033333,425.26
Tpd52,726.98,646.0833333,688.21,666.3366667,805.15
Sigmar1,422.23,396.51,500.2133333,437.3533333,317.5466667
Egr1,16.685,17.92333333,18.69666667,20.02666667,15.2
Pnp,1025.05,935.8133333,971.02,867.2866667,854.9033333
Srsf4,1491.35,1246.18,1292.826667,937.7333333,828.26
Dnmt1,1291.025,1282.44,1357.26,1630.49,1733.293333
Psmc6,2742.375,2372.253333,2054.756667,1702.51,1685.47
Pgrmc2,331.975,376.1533333,336.1833333,410.1133333,456.4766667
Ppp1R10,407.5,184.5833333,266.9366667,244.3633333,311.6633333
Entpd6,869.24,786.8266667,895.63,860.75,850.99
Psmd7,3194.63,3616.463333,3191.3,4097.113333,3555.876667
Pex19,489.245,409.6133333,446.81,428.1866667,451.7166667
Nipsnap1,1207.195,1502.87,1086.706667,1202.13,939.7733333
Mybl2,770.62,794.5166667,746.98,899.7133333,965.5666667
Ranbp2,1481.615,1381.476667,1082.566667,1132.66,981.2866667
Tubg1,1576.585,1753.486667,1550.263333,2067.833333,1947.116667
Acin1,616.92,668.7833333,760.0833333,692.5766667,649.65
Snx1,890.405,781.6866667,803.91,910.04,886.2233333
Mrpl49,1328,1267.143333,1293.356667,1511.573333,1791.19
Epb41L2,1002.475,1223.93,1083.843333,1506.29,1331.47
Laptm5,26.58,25.67,34.44666667,29.51666667,32.43
Cdc123,1688.255,1628.516667,1717.45,1679.626667,1717.226667
Elavl1,3334.355,2740.443333,2946.216667,2764.94,2642.566667
Bltp2,376.845,246.9,373.7566667,260.8366667,194.5533333
Clcn3,471.235,475.77,399.8433333,398.81,272.69
Marchf6,492.2,475.7233333,446.0833333,400.64,266.0633333
Eif1B,3934.795,4171.153333,4130.92,5289.376667,4907.216667
Sgk1,1915.08,1289.403333,2011.566667,1077.633333,1599.82
Ndufs3,1346.7,1195.21,1445,1091.15,1224.523333
Srsf1,77.225,94,80.62666667,107.4533333,122.8466667
Cd14,34.415,27.53333333,36.44666667,34.21333333,31.55666667
Lum,499.725,841.2566667,489.3366667,757.9733333,609.8933333
Twf1,1982.01,1847.563333,1734.88,1558.87,1676.536667
Tp53,646.015,448.5,771.2033333,537.4333333,527.52
Safb,537.66,351.7133333,504.4066667,398.26,367.6533333
Ece1,435.84,531.7233333,525.0266667,577.07,529.82
Josd1,1457.49,1645.616667,1447.39,1594.316667,1242.63
Cox6C,3929.56,3840.74,4885.956667,3065.553333,3373.226667
Mcm5,278.675,382.51,306.7433333,345.23,304.7
Rpa2,944.745,912.27,974.74,1091.476667,1128.093333
Ndufs5,3600.885,3633.623333,4319.383333,3319.466667,3496.766667
Tsg101,1390.15,1237.133333,1320.706667,1185.68,904.1666667
Tbcd,61.575,61.99666667,54.91,52.12333333,46.90333333
Wsb2,2666.965,2352.866667,2279.546667,2233.68,2436.716667
Mthfd2,1262.01,5176.433333,2782,6113.11,4252.323333
Psme2,2384.16,2272.243333,2637.186667,2366.093333,2195.37
Daxx,658.8,500.6333333,589.86,401.0466667,395.4866667
Tmem106C,1211.265,1070.26,1089.976667,1105.656667,1248.12
Elac2,17.345,20.12,19.21666667,18.58666667,17.94333333
Clint1,993.69,981.11,908.6033333,975.51,875.29
Snrpa,2270.59,2383.426667,2060.193333,1205.806667,755.5166667
Scamp3,1093.455,983.4066667,1147.796667,1066.83,1122.713333
Azin1,1085.78,1331.633333,1138,1404.4,1254.46
Adnp,1204.035,1683.266667,1253.716667,1386.566667,1137.726667
Ncapd2,442.975,314.5566667,346.57,280.08,226.59
Efcab14,368.695,325.4533333,342.8733333,328.72,376.8333333
Rnf13,1036.01,974.3133333,1051.25,832.0166667,856.67
Aip,1244.78,1107.213333,1194.803333,1173.03,1266.226667
Rela,592.265,654.6566667,654.7233333,764.3466667,880.9433333
Rnase1,66.04,66.14666667,50.51666667,55.14,68.88333333
Adar,3439.69,3420.44,3360.58,3389.393333,2697.653333
Fbln1,380.325,407.2733333,396.2066667,450.8133333,410.0033333
Dhcr7,1960.55,2509.823333,1312.076667,1319.843333,834.0333333
Aebp1,53.765,55.36,55.47,56.26,59.86333333
Smg7,116.74,95.13333333,117.6666667,125.1933333,129.56
Lbr,1639.185,1533.88,1407.686667,1385.743333,1392.326667
Vars1,383.635,503.0133333,499.59,573.0333333,471.8433333
Myof,2030.545,2268.58,1895.573333,2876.463333,2653.77
Slc29A1,349.325,346.1366667,391.8966667,435.75,487.43
Tbcb,1846.41,1286.436667,1829.246667,1401.27,1409.793333
Prkag1,517.505,709.16,615.7233333,778.8833333,709.2433333
Atxn2L,95.35,130.0566667,130.7433333,229.6966667,214.14
Vps26A,2801.175,2426.403333,2882.866667,2605.573333,2907.223333
Eng,41.97,42.84666667,40.03,38.42333333,47.73
Sh3Bp5,108.66,134.6366667,94.38,119.2566667,112.0033333
Tbc1D5,1068.925,1106.173333,1104.93,1239.186667,1502.663333
Nipsnap2,509.07,432.0033333,499.7533333,502.8566667,540.1166667
Lpcat1,293.84,193.3833333,270.22,132.37,189.0466667
Krt5,25.275,29.17,26.56333333,24.62333333,25.8
Timm17A,1130.11,977.0566667,1018.366667,1041.133333,1333.203333
Rnf14,496.945,534.4933333,455.9366667,595.3233333,618.6666667
Sccpdh,832.115,860.5233333,1017.513333,972.91,1019.726667
Smarcd2,282.035,263.7533333,323.1833333,258.12,273.28
Rtl8C,1338.855,912.4366667,965.4566667,799.16,732.1433333
Net1,760.195,562.06,809.0933333,536.3266667,637.7866667
Uso1,1543.845,1678.893333,1436.253333,1426.946667,1213.393333
Hdac2,2742.105,2659.93,2495.296667,2469.153333,2336.626667
Prkab1,390.555,468.8366667,439.93,535.5766667,484.1333333
Supt7L,183.51,172.0466667,185.6366667,181.2866667,175.39
Epcam,1848.645,1466.813333,1708.516667,1470.206667,1231.126667
Nedd8,3824.28,3717.02,4198.38,3726.563333,4041.04
Hspb1,2435.505,1978.41,2135.356667,1401.483333,1678.483333
Efemp1,491.855,540.7266667,558.0633333,583.99,411.27
Rybp,486.35,544.45,497.4,509.8433333,583.7733333
Lipa,620.315,570.0633333,557.5433333,341.36,214.7166667
Bnip3,472.35,518.8866667,444.4266667,484.2266667,486.6733333
Capg,711.035,667.7466667,715.53,725.75,760.1133333
Sh3Gl1,649.06,696.3366667,743.2366667,682.57,615.0866667
Col3A1,43.745,35.03666667,37.55,31.42333333,19.45333333
Cdc25B,1431.325,1309.64,1543.746667,1335.75,1286.51
Atmin,1132.965,1133.27,1247.8,1055.08,1012.453333
Zfr,341.01,323.87,334.0366667,377.9066667,318.0733333
Plat,9.75,8.746666667,9.746666667,9.266666667,9.34
Lrrfip1,939.315,981.1533333,758.7033333,1031.153333,949.3233333
Fam32A,1089.495,834.2133333,1047.316667,897.13,975.6866667
Gdi1,508.24,446.9766667,471.43,551.9466667,588.9
Nr3C1,913.655,1469.456667,900.54,1590.756667,1529.326667
Tomm34,861.505,639.08,887.62,782.6266667,924.9233333
Ubxn1,1319.29,838.8633333,1317.39,830.0966667,759.47
Abce1,2594.855,2518.796667,2605.223333,2853.893333,3041.986667
Mpzl1,1097.39,1021.416667,1006.066667,1025.603333,1143.24
Pon2,4593.13,5366.926667,4466.446667,4145.673333,2976.38
B4Galt1,38.735,42.03666667,43.26666667,46.8,43.24666667
Ceacam5,10.9,11.01666667,12.27666667,11.71,12.59666667
Dcaf11,243.175,272.96,313.72,271.3066667,184.97
Il13Ra1,879.72,1017.883333,940.0866667,1121.766667,1148.28
Fam3C,1287.955,1155.34,1298.796667,1212.46,1244.113333
Rrm2,2699.5,3181.37,2202.523333,3039.51,3387.326667
B2M,9305.365,8895.46,8784.933333,8291.573333,8496.073333
Impdh2,3592.92,3119.86,4683.613333,4382.423333,5198.51
Dcn,20.905,22.70666667,20.28666667,21,22.65666667
Araf,342.125,323.71,337.6666667,321.7,332.6633333
Psrc1,263.055,212.59,217.3633333,273.5566667,167.4266667
Cks1B,5674.96,4674.68,5630.55,4730.723333,5193.1
Ube2A,1324.445,1238.013333,1273.996667,1199.42,1198.86
Akr1A1,2508.265,2407.32,2927.57,2559.63,1761.08
Uqcrc1,3865.75,3736.666667,4177.65,4316.693333,4543.433333
Ctdspl,466.625,418.6766667,376.89,343.83,335.5566667
Dvl3,194.36,216.9133333,223.1866667,215.99,154.83
Rps4Y1,35.9,35.99333333,36.58333333,34.48333333,36.37333333
Farp1,726.61,741.2766667,680.1433333,845.6033333,717.8
Gspt1,1501.18,1384.07,1591.44,1565.386667,1509.316667
Coasy,1172.17,1428.766667,1195.026667,1398.46,1055.106667
Sec63,1535.22,1859.176667,1959.966667,2501.026667,2337.77
Slc25A36,869.38,895.3966667,1019.94,1154.273333,1097.71
Slc20A1,3079.97,2236.096667,2899.986667,2567.52,4043.713333
Nsa2,2815.455,2340.563333,2915.466667,2147.91,2079.976667
Prdx4,5655.85,5813.283333,6359.046667,6174.253333,6455.24
Aff1,802.72,786.9566667,710.6733333,755.92,737.1166667
Pkp4,519.165,663.4666667,515.33,777.8833333,571.13
Mcm6,2449.59,3364.46,2263.876667,2542.746667,2982.623333
Etfa,4229.955,4752.943333,4715.296667,5221.73,5596.3
Chmp1A,841.625,721.2933333,752.9,687.6866667,635.1366667
Wdr82,1080.305,1196.166667,1265.48,1335.976667,1550.746667
Dnpep,495.74,471.1233333,583.5366667,489.45,334.9
Cdk2Ap1,3614.605,3386.426667,3676.353333,3536.426667,3710.46
Plk2,831.325,818.7133333,781.78,667.8066667,666.3166667
Cpd,741.995,728.1733333,783.59,743.7066667,649.7233333
Hexb,3180.89,2788.616667,3160.993333,3215.766667,3996.29
Furin,1169.505,1453.863333,1446.136667,1718.82,1633.016667
Cct2,5654.455,5498.52,4912.46,4662.656667,4144.646667
Gnl2,934.08,1056.06,932.3666667,1131.183333,1180.006667
Capzb,2668.975,2694.85,2702.226667,2435.616667,2712.233333
Cib1,2142.61,1864.136667,2044.36,1672.326667,1273.323333
Arpc1B,1788.915,2029.143333,1859.966667,1679.743333,1221.336667
Gnpat,1876.225,2189.77,1824.556667,1913.88,1524.373333
Rnf41,313.145,532.9733333,390.8133333,579.0266667,391.01
Acsl1,249.195,218.5666667,270.8733333,341.36,392.3
Setx,405.905,402.93,408.9066667,378.8666667,354.3666667
Ndufs2,2136.035,2135.256667,2345.483333,2476.2,2099.983333
Pgm1,1016.77,785.3466667,1084.08,762.1333333,1174.873333
Nasp,620.625,456.2333333,644.8633333,546.6466667,619.46
Atp6V1A,1159.425,1000.526667,1045.253333,1126.923333,1274.226667
Ccz1,27.205,24.33,27.89,25.03,30.41666667
Dele1,158.53,119.4633333,117.3233333,116.3333333,66.16
Ppp5C,586.63,659.43,568.23,737.4666667,764.0133333
Washc5,389.74,382.1266667,392.2233333,417.5566667,476.1033333
Med13,581.395,601.5933333,615.0966667,629.11,706.14
Crebl2,198.675,191.9566667,175.9933333,245.5033333,265.4933333
Kif5B,3380.83,3822.603333,3047.603333,3330.626667,3246.073333
Morf4L2,5996.965,5724.01,5303.116667,5199.643333,6333.99
Ext1,667.045,644.2066667,670.6066667,533.4466667,429.1166667
St6Gal1,808.755,996.2366667,868.71,893.4333333,751.5733333
Dynlt1,4286.09,3865.573333,4273.113333,4299.44,4410.48
Ndufa6,794.755,717.5566667,888.1333333,827.2766667,976.9366667
Acaa2,143.725,172.72,145.3666667,165.7033333,133.38
Sdhc,1312.46,1129.26,1523.016667,1300.673333,1515.02
St14,47.6,43.34,43.51666667,44.70666667,39.58333333
Ptpn12,398.16,576.0633333,394.1266667,536.7233333,441.3466667
Twf2,269.08,230.31,269.2433333,246.1333333,214.0733333
Znf410,392.825,490.1433333,437.8766667,447.9366667,500.22
Tjp1,1150.575,1446.003333,1312.2,1672.983333,1536.1
Ext2,528.38,466.93,502.8333333,490.1266667,428.0333333
Ppp1R15A,751.855,2005.956667,1200.493333,2254.43,2094.87
Metap2,8.47,7.263333333,7.113333333,7.55,7.513333333
Mest,2056.865,2060.53,2163.653333,1935.51,2063.226667
Ephx1,1157.095,1196.83,1096.336667,1080.956667,743.0433333
Ltf,22.39,20.18666667,24.40666667,21.44,23.29333333
Lancl1,140.13,142.6666667,126.9933333,122.5466667,81.75333333
Eif1,6482.355,9516.566667,8268.41,12668.46667,12116.49667
Aldoc,372.245,230.14,347.6366667,186.1766667,158.93
Efna1,292.505,188.6366667,392.59,186.5466667,220.2
Get3,1022.59,863.6566667,1111.886667,961.16,1271.006667
Acaa1,1069.315,1032.61,1137.846667,1124.173333,936.1433333
Sdhd,965.655,1026.57,1016.433333,1070.79,1295.55
Tmem184B,402.44,396.7866667,359.7166667,344.1866667,301.21
Rpl38,361.74,310.38,361.1366667,294.9066667,383.5266667
Bckdk,166.78,162.7833333,149.92,134.6933333,83.93
Man2A2,451.115,354.0866667,521.9566667,459.4933333,510.7
Rb1Cc1,474.615,540.93,421.8666667,418.23,263.3133333
Sfrp1,13.61,13.48,15.48666667,12.2,14.24333333
Ube4A,1782.5,1821.75,1781.856667,1824.326667,1794.803333
Kdm5A,352.105,325.56,349.63,328.8133333,315.0766667
Fibp,842.395,672.1433333,835.1533333,629.8866667,474.45
Hars1,1101.275,720.4766667,837.7,558.1266667,586.08
Sms,2812.04,2484.803333,2437.576667,2425.75,2579.7
Arhgap35,241.88,263.3366667,261.8233333,259.3333333,213.9233333
Cbx6,505.94,310.22,526.6766667,516.8333333,720.3433333
Zmym4,319.27,298.3066667,275.2833333,264.4833333,225.48
Rai14,1420.065,1351.373333,1406.92,1724.933333,2525.583333
Aldh3A2,3583.2,3057.9,2520.8,2559.26,1891.433333
Kpna1,985.775,867.8,839.2466667,706.2933333,572.74
Ctr9,653.295,521.3566667,576.96,467.11,498.9966667
Sel1L,485.285,554.1033333,572.84,677.9,625.7533333
Ppfia1,465.735,473.9333333,469.3133333,493.3566667,446.0766667
Ldlr,294.035,485.45,357.5766667,357.7466667,310.1766667
Idh3A,561.905,522.0266667,523.28,629.8,714.35
Sdc4,1840.74,1843.02,1763.603333,1769.936667,1380.663333
Hnrnpl,870.64,642.6933333,970.3333333,816.3233333,800.3133333
Optn,583.795,530.51,670.79,794.5666667,1186.016667
Pltp,406.985,423.0266667,444.4266667,398.2033333,291.58
Birc2,1529.455,2087.79,1476.703333,1846.433333,1513.6
Ndufab1,4679.405,4700.976667,4819.04,3649.373333,3565.463333
Cops3,2121.875,2416.973333,2534.59,2660.946667,2665.66
Ier2,637.025,671.9033333,868.0266667,640.53,511.3533333
Sec14L1,629.6,646.54,490.1733333,451.2733333,318.9733333
Tjp2,2257.145,2625.966667,2092.276667,2546.206667,2253.61
Mx1,120.74,124.2366667,163.0466667,135.84,237.8533333
Ctsl,930.67,716.39,818.4866667,597.05,620.4866667
Uqcr11,1442.005,1915.013333,1744.326667,1267.35,1295.33
Arl2Bp,672.245,531.3333333,644.02,713.7733333,819.2933333
Paf1,493.435,528.7066667,506.8333333,595.8766667,558.5266667
Tspo,64.735,62.37666667,72.32666667,76.43,90.29333333
Nup153,1196.8,1431.646667,1153.716667,1451.11,1597.056667
Prmt2,688.455,551.5733333,659.05,513.4766667,489.2766667
Dgcr2,244.965,307.3266667,269.6633333,356.76,351.2833333
Ralb,1036.895,1021.353333,1008.83,1163.21,1217.756667
Brd4,1347.83,1190.746667,1255.973333,1180.846667,1122.243333
Spg7,958.825,926.6933333,982.19,954.9666667,851.5766667
Igbp1,706.53,618.21,692.0366667,721.88,976.05
Mcm2,2730.055,3127.026667,2790.07,3368.123333,3931.623333
Pepd,609.08,565.48,661.49,630.8233333,858.3
Arfip2,814.57,856.98,867.5933333,902.4233333,953.79
Cox7B,1980.465,1757.013333,2423.156667,1648.393333,2348.936667
Slc4A2,1314.715,1352.313333,1506.96,1405.79,1607.306667
Vwf,27.09,26.98,26.17,25.77,30.39666667
Snx2,1196.065,1112.616667,1046.066667,1155.426667,1385.51
Dpf2,1020.065,1080.063333,1157.973333,1345.043333,1877.763333
Arhgap1,1290.705,1622.883333,1336.906667,1607.09,1246.226667
Cpne3,690.405,648.5066667,684.65,587.5933333,649.0433333
Ap2S1,2126.975,1891.966667,1992.003333,1812.966667,1591.116667
Chmp2A,876.035,866.9866667,980.27,1052.446667,887.5966667
Plin3,1558.735,1428.576667,1332.783333,1237.81,987.64
Abl1,1084.38,1207.82,1217.716667,1123.203333,981.71
Trak2,649.96,589,503.2166667,463.1,310.9866667
Prpf4B,487.07,484.5333333,489.0933333,556.8966667,569.27
Riok3,519.23,556.13,569.31,1010.093333,1227.136667
Wwtr1,249.075,244.3066667,182.9466667,308.7566667,367.29
Actr1B,566.56,600.7633333,635.21,744.0266667,555.45
Aimp2,2173.105,2309.996667,2577.63,3388.926667,3247.45
Akr7A2,991.515,939.46,976.0933333,1008.25,841.65
Clk3,490.34,328.9633333,424.7266667,429.55,521.73
Cops8,1946.14,1393.01,1575.223333,1254.96,1141.87
Adsl,2959.85,2867.043333,3134.816667,3090.426667,2829.75
Ly6E,45.92,44.24,45.71666667,39.49333333,43.67666667
Ifrd1,1379.185,1541.933333,1438.83,881.8933333,654.92
Pycr1,474.42,672.4233333,825.7733333,1073.213333,1116.146667
Ubac1,530.065,450.3433333,426.95,327.16,286.1033333
Usf2,548.66,524.7266667,604.9033333,522.7233333,508.05
Nup62,1301.055,1128.98,1444.52,1163.483333,1165.213333
Tubb3,4770.305,4475.673333,4110.32,3601.853333,3871.326667
Nup214,305.065,331.5833333,325.5166667,363.26,384.8033333
Farsa,377.745,382.3233333,451.6033333,402.9766667,437.7266667
Crebbp,526.88,626.7833333,584.3466667,642.9633333,637.07
Pkn1,297.095,219.41,321.3733333,276.4866667,265.7266667
Cnot8,515.73,629.4933333,509.59,513.4733333,455.18
Ppp1R2,521.815,505.2433333,565.2833333,592.6866667,632.3933333
Mms19,557.865,474.9933333,554.8266667,512.74,507.0566667
Aasdhppt,831.935,959.7566667,845.1933333,1125.363333,1020.44
Vezf1,641.6,807.1333333,664.4866667,905.16,910.83
Pcm1,1326.85,1529.99,1232.22,1617.836667,1393.706667
Chpf,155.575,135.15,209.3966667,149.0333333,175.2633333
Ercc3,566.73,448.2233333,514.4433333,430.2666667,452.8366667
Blmh,1312.555,1567.816667,1132.073333,1169.123333,1005.676667
Mvp,159.455,189.4533333,242.34,269.3233333,312.7233333
Susd6,234.66,195.4533333,232.98,200.0666667,179.1333333
Kat2A,415.145,347.5066667,418.8333333,350.5666667,303.9766667
Kif22,441.705,456.5633333,432.0266667,466.9633333,600.2666667
Nup133,700.385,623.8833333,666.0366667,716.59,710.9666667
Plod3,2061.445,2183.623333,2304.873333,2580.276667,2328.68
Ppp2R5A,23.995,22.06,23.01666667,29.43333333,24.07333333
Nup93,1013.4,919.27,1054.703333,1141.51,1171.11
