pathway,nums,percent,pvalue
Chagas disease,103,0.21359223300970873,0.427
Measles,145,0.1793103448275862,0.431
Oxytocin signaling pathway,154,0.05844155844155844,0.439
Proteoglycans in cancer,205,0.18536585365853658,0.439
GnRH signaling pathway,90,0.1,0.441
Butanoate metabolism,28,0.10714285714285714,0.45
Hippo signaling pathway,158,0.2468354430379747,0.451
Maturity onset diabetes of the young,27,0.48148148148148145,0.451
Circadian entrainment,100,0.03,0.452
Adherens junction,93,0.2903225806451613,0.454
Propanoate metabolism,34,0.3235294117647059,0.458
Rap1 signaling pathway,218,0.1559633027522936,0.463
Notch signaling pathway,63,0.047619047619047616,0.465
Dorso-ventral axis formation,26,0.11538461538461539,0.469
Natural killer cell mediated cytotoxicity,123,0.056910569105691054,0.477
Bacterial invasion of epithelial cells,76,0.2894736842105263,0.478
Steroid hormone biosynthesis,96,0.5,0.481
Fc epsilon RI signaling pathway,68,0.04411764705882353,0.483
Ribosome biogenesis in eukaryotes,125,0.104,0.484
GnRH secretion,63,0.047619047619047616,0.484
Pertussis,77,0.33766233766233766,0.485
Adrenergic signaling in cardiomyocytes,156,0.08974358974358974,0.486
Herpes simplex virus 1 infection,458,0.17467248908296942,0.488
Activin signaling,10,0.4,0.49
Metabolic pathways,1315,0.4532319391634981,0.49
Cardiac muscle contraction,87,0.04597701149425287,0.496
Estrogen signaling pathway,134,0.15671641791044777,0.496
Melanoma,72,0.1527777777777778,0.496
Endometrial cancer,58,0.15517241379310345,0.496
Choline metabolism in cancer,98,0.19387755102040816,0.498
NF-kappa B signaling pathway,114,0.17543859649122806,0.5
Chronic myeloid leukemia,76,0.11842105263157894,0.501
Nucleotide metabolism,84,0.2857142857142857,0.516
JAK-STAT signaling pathway,171,0.21637426900584794,0.516
Bladder cancer,41,0.2926829268292683,0.518
Synaptic vesicle cycle,77,0.09090909090909091,0.523
cGMP-PKG signaling pathway,175,0.1657142857142857,0.524
Metabolism of xenobiotics by cytochrome P450,75,0.5466666666666666,0.525
Thyroid hormone signaling pathway,120,0.175,0.531
"Spliceosome, 35S U5-snRNP",36,0.2222222222222222,0.532
ABC transporters,52,0.4230769230769231,0.535
Prolactin signaling pathway,74,0.12162162162162163,0.54
Inflammatory bowel disease (IBD),59,0.11864406779661017,0.543
Insulin signaling pathway,143,0.38461538461538464,0.546
Cytosolic DNA-sensing pathway,80,0.275,0.551
mTOR signaling pathway,158,0.13924050632911392,0.552
Vitamin digestion and absorption,24,0.25,0.561
Chemical carcinogenesis - receptor activation,225,0.4,0.563
Hematopoietic cell lineage,98,0.030612244897959183,0.567
Aldosterone-regulated sodium reabsorption,39,0.10256410256410256,0.573
Lysine degradation,67,0.31343283582089554,0.584
Efferocytosis,155,0.2,0.585
Small cell lung cancer,93,0.0967741935483871,0.59
Cytochrome bc1 complex,10,0.3,0.591
Carbohydrate digestion and absorption,49,0.1836734693877551,0.595
Gastric acid secretion,75,0.04,0.597
Chemical carcinogenesis - DNA adducts,84,0.5952380952380952,0.597
Aldosterone synthesis and secretion,105,0.08571428571428572,0.598
Long-term depression,61,0.04918032786885246,0.601
Amyotrophic lateral sclerosis,369,0.1978319783197832,0.601
Arginine and proline metabolism,57,0.2807017543859649,0.603
Autophagy - animal,167,0.24550898203592814,0.605
Protein processing in endoplasmic reticulum,183,0.08196721311475409,0.605
Sm core complex,8,0.5,0.606
Sphingolipid metabolism,57,0.08771929824561403,0.612
Lysosome,136,0.22794117647058823,0.615
Melanogenesis,100,0.07,0.615
Non-small cell lung cancer,72,0.125,0.615
Fat digestion and absorption,43,0.20930232558139536,0.617
Exon junction complex (EJC),22,0.13636363636363635,0.619
Endocrine resistance,93,0.08602150537634409,0.62
Platelet activation,126,0.16666666666666666,0.623
"Spliceosome, U1-snRNP",11,0.36363636363636365,0.623
Neuroactive ligand-receptor interaction,393,0.0737913486005089,0.625
Transcriptional misregulation in cancer,224,0.13839285714285715,0.629
Breast cancer,147,0.08163265306122448,0.63
RIG-I-like receptor signaling pathway,73,0.1917808219178082,0.632
Long-term potentiation,67,0.07462686567164178,0.633
Autophagy - other,32,0.1875,0.635
cAMP signaling pathway,224,0.15178571428571427,0.637
Pancreatic secretion,116,0.07758620689655173,0.637
Oxidative phosphorylation,151,0.033112582781456956,0.638
Drug metabolism - cytochrome P450,72,0.5694444444444444,0.639
Apoptosis - multiple species,33,0.24242424242424243,0.643
Tryptophan metabolism,54,0.6296296296296297,0.643
beta-Alanine metabolism,37,0.5405405405405406,0.658
"Parathyroid hormone synthesis, secretion and action",108,0.1111111111111111,0.66
Fluid shear stress and atherosclerosis,147,0.19727891156462585,0.66
Spinocerebellar ataxia,141,0.09929078014184398,0.662
"Glycolysis, core module involving three-carbon compounds",13,0.23076923076923078,0.668
Toxoplasmosis,109,0.22935779816513763,0.668
Oocyte meiosis,123,0.10569105691056911,0.669
Dopaminergic synapse,138,0.15217391304347827,0.67
Triacylglycerol biosynthesis,16,0.1875,0.67
"Leucine degradation, leucine => acetoacetate + acetyl-CoA",13,0.38461538461538464,0.671
Glycerophospholipid metabolism,99,0.31313131313131315,0.673
Hippo signaling pathway -multiple species,26,0.15384615384615385,0.675
Alcoholic liver disease,141,0.4326241134751773,0.676
Insulin resistance,110,0.2545454545454545,0.676
Bile secretion,100,0.51,0.681
Mitophagy - animal,68,0.058823529411764705,0.682
Salivary secretion,88,0.03409090909090909,0.683
Phosphatidylinositol signaling system,99,0.06060606060606061,0.686
Coronavirus disease - COVID-19,249,0.5461847389558233,0.686
Cholesterol metabolism,50,0.6,0.687
Huntington disease,302,0.18874172185430463,0.688
Tuberculosis,180,0.2,0.689
Thyroid cancer,37,0.16216216216216217,0.694
Necroptosis,175,0.2342857142857143,0.697
Intestinal immune network for IgA production,45,0.06666666666666667,0.699
Vitamin B6 metabolism,9,0.3333333333333333,0.7
Biosynthesis of amino acids,84,0.5595238095238095,0.701
Diabetic cardiomyopathy,211,0.22274881516587677,0.701
Hepatocellular carcinoma,174,0.23563218390804597,0.703
AMPK signaling pathway,128,0.3359375,0.704
Ras signaling pathway,242,0.10743801652892562,0.709
Fructose and mannose metabolism,38,0.2631578947368421,0.711
Phospholipase D signaling pathway,150,0.12,0.711
Complement and coagulation cascades,94,0.5957446808510638,0.712
Fc gamma R-mediated phagocytosis,97,0.17525773195876287,0.714
"Glycine, serine and threonine metabolism",40,0.675,0.715
Ferroptosis,42,0.2857142857142857,0.717
Pathways of neurodegeneration - multiple diseases,471,0.208067940552017,0.719
Phenylalanine metabolism,24,0.125,0.72
Glutathione metabolism,74,0.33783783783783783,0.722
Staphylococcus aureus infection,128,0.171875,0.722
Fatty acid degradation,53,0.4339622641509434,0.723
GABAergic synapse,91,0.04395604395604396,0.725
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",11,0.2727272727272727,0.733
"Growth hormone synthesis, secretion and action",117,0.09401709401709402,0.734
Insulin secretion,86,0.05813953488372093,0.737
Fatty acid metabolism,64,0.21875,0.74
Tyrosine metabolism,41,0.36585365853658536,0.747
"Alanine, aspartate and glutamate metabolism",41,0.3902439024390244,0.748
HIF-1 signaling pathway,120,0.19166666666666668,0.75
Cushing syndrome,162,0.1728395061728395,0.753
Arginine biosynthesis,20,0.55,0.756
Inositol phosphate metabolism,73,0.136986301369863,0.759
Th1 and Th2 cell differentiation,89,0.15730337078651685,0.764
Parkinson disease,264,0.23484848484848486,0.767
Apelin signaling pathway,145,0.13793103448275862,0.768
Cysteine and methionine metabolism,57,0.42105263157894735,0.772
Pentose phosphate pathway,34,0.47058823529411764,0.772
Alzheimer disease,383,0.24804177545691905,0.772
Amoebiasis,107,0.11214953271028037,0.776
Galactose metabolism,34,0.23529411764705882,0.777
Non-alcoholic fatty liver disease,156,0.2564102564102564,0.778
Ribosome,187,0.33689839572192515,0.782
Glutamatergic synapse,116,0.06896551724137931,0.783
Pantothenate and CoA biosynthesis,22,0.4090909090909091,0.783
Calcium signaling pathway,254,0.11023622047244094,0.784
Glucagon signaling pathway,108,0.2777777777777778,0.784
Jak-STAT signaling pathway,159,0.1761006289308176,0.787
Lipoic acid metabolism,19,0.2631578947368421,0.787
Retrograde endocannabinoid signaling,150,0.06,0.789
EGFR tyrosine kinase inhibitor resistance,79,0.1518987341772152,0.792
Malaria,57,0.10526315789473684,0.793
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",20,0.15,0.794
VEGF signaling pathway,58,0.05172413793103448,0.795
Thyroid hormone synthesis,74,0.24324324324324326,0.797
Glioma,74,0.08108108108108109,0.798
Systemic lupus erythematosus,149,0.10738255033557047,0.798
Selenocompound metabolism,18,0.16666666666666666,0.805
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,0.25,0.807
Nucleocytoplasmic transport,117,0.03418803418803419,0.81
Pancreatic cancer,76,0.07894736842105263,0.81
Nitrogen metabolism,17,0.17647058823529413,0.812
Cell adhesion molecules (CAMs),169,0.08875739644970414,0.815
Alcoholism,205,0.06829268292682927,0.817
Non-alcoholic fatty liver disease (NAFLD),151,0.23841059602649006,0.819
B cell receptor signaling pathway,85,0.08235294117647059,0.82
MicroRNAs in cancer,303,0.0594059405940594,0.822
Drug metabolism - other enzymes,92,0.6413043478260869,0.825
Peroxisome,87,0.45977011494252873,0.829
ECM-receptor interaction,89,0.07865168539325842,0.831
Phagosome,192,0.11979166666666667,0.831
2-Oxocarboxylic acid metabolism,34,0.5588235294117647,0.832
Retinol metabolism,97,0.5051546391752577,0.839
Urea cycle,6,1.1666666666666667,0.839
mRNA surveillance pathway,105,0.09523809523809523,0.844
Biosynthesis of unsaturated fatty acids,36,0.08333333333333333,0.845
Inflammatory mediator regulation of TRP channels,127,0.25984251968503935,0.846
Antigen processing and presentation,97,0.09278350515463918,0.852
Pentose and glucuronate interconversions,37,0.43243243243243246,0.853
Prion disease,267,0.32209737827715357,0.853
Acute myeloid leukemia,70,0.08571428571428572,0.856
Huntington's disease,194,0.12371134020618557,0.858
Nicotinate and nicotinamide metabolism,45,0.4222222222222222,0.858
Renin secretion,76,0.07894736842105263,0.859
FoxO signaling pathway,133,0.12781954887218044,0.863
Viral life cycle - HIV-1,61,0.19672131147540983,0.864
Primary bile acid biosynthesis,18,0.3333333333333333,0.865
RNA transport,167,0.0658682634730539,0.868
Carbon metabolism,126,0.5238095238095238,0.875
Proteasome,47,0.1702127659574468,0.877
"Ribosome, eukaryotes",98,0.2857142857142857,0.882
Biosynthesis of cofactors,152,0.5657894736842105,0.884
Glycerolipid metabolism,64,0.21875,0.891
Linoleic acid metabolism,50,0.44,0.894
Vascular smooth muscle contraction,145,0.20689655172413793,0.894
Hippo signaling pathway - multiple species,27,0.1111111111111111,0.897
Glycolysis / Gluconeogenesis,70,0.3142857142857143,0.902
Amphetamine addiction,69,0.10144927536231885,0.902
Basal cell carcinoma,63,0.047619047619047616,0.903
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.15789473684210525,0.905
Thermogenesis,231,0.1038961038961039,0.905
"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",6,0.5,0.906
Antifolate resistance,29,0.10344827586206896,0.908
Ascorbate and aldarate metabolism,31,0.5161290322580645,0.913
Platinum drug resistance,80,0.3125,0.913
"Valine, leucine and isoleucine degradation",57,0.5614035087719298,0.915
Fatty acid elongation,29,0.10344827586206896,0.916
Chemical carcinogenesis - reactive oxygen species,223,0.40358744394618834,0.916
Inflammatory bowel disease,62,0.04838709677419355,0.916
Alzheimer's disease,175,0.15428571428571428,0.917
Cocaine addiction,48,0.20833333333333334,0.917
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",27,0.2962962962962963,0.918
Glucuronate pathway (uronate pathway),26,0.5,0.933
Prion diseases,34,0.4117647058823529,0.939
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",24,0.4583333333333333,0.943
Adipocytokine signaling pathway,73,0.2054794520547945,0.944
Ether lipid metabolism,48,0.125,0.947
Cell adhesion molecules,182,0.12637362637362637,0.947
Arachidonic acid metabolism,95,0.3157894736842105,0.948
Parkinson's disease,144,0.10416666666666667,0.949
Ovarian steroidogenesis,65,0.15384615384615385,0.952
Taurine and hypotaurine metabolism,22,0.18181818181818182,0.954
Porphyrin metabolism,43,0.5581395348837209,0.955
Serotonergic synapse,133,0.2781954887218045,0.957
Histidine metabolism,28,0.42857142857142855,0.966
p53 signaling pathway,74,0.08108108108108109,0.971
Ubiquinone and other terpenoid-quinone biosynthesis,11,0.5454545454545454,0.971
Cortisol synthesis and secretion,72,0.08333333333333333,0.971
Glyoxylate and dicarboxylate metabolism,32,0.34375,0.975
Citrate cycle (TCA cycle),32,0.3125,0.979
PPAR signaling pathway,90,0.4222222222222222,0.979
Pyruvate metabolism,44,0.4318181818181818,0.981
Porphyrin and chlorophyll metabolism,41,0.5121951219512195,0.982
Starch and sucrose metabolism,36,0.25,0.992
Type II diabetes mellitus,48,0.08333333333333333,0.992
Folate biosynthesis,26,0.11538461538461539,1.0
