pathway,nums,percent,pvalue
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",3,1.0,0.521
Yersinia infection,135,0.11851851851851852,0.523
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",11,0.2727272727272727,0.524
Human papillomavirus infection,361,0.24930747922437674,0.526
Prion disease,267,0.29213483146067415,0.53
Cortisol synthesis and secretion,72,0.09722222222222222,0.532
Thyroid hormone signaling pathway,120,0.225,0.536
cGMP-PKG signaling pathway,175,0.13714285714285715,0.541
Sphingolipid metabolism,57,0.15789473684210525,0.542
Oxytocin signaling pathway,154,0.05844155844155844,0.543
Kaposi sarcoma-associated herpesvirus infection,223,0.2914798206278027,0.543
Estrogen signaling pathway,134,0.07462686567164178,0.544
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.1590909090909091,0.548
Human cytomegalovirus infection,255,0.23137254901960785,0.548
Pantothenate and CoA biosynthesis,22,0.22727272727272727,0.55
PI3K-Akt signaling pathway,373,0.18498659517426275,0.55
Antigen processing and presentation,97,0.18556701030927836,0.557
Th1 and Th2 cell differentiation,89,0.19101123595505617,0.567
Immunoproteasome,18,0.2777777777777778,0.571
MAPK signaling pathway,252,0.1111111111111111,0.571
Cytokine-cytokine receptor interaction,326,0.147239263803681,0.576
Platelet activation,126,0.20634920634920634,0.579
Dopaminergic synapse,138,0.07246376811594203,0.58
Focal adhesion,204,0.14705882352941177,0.581
Circadian entrainment,100,0.06,0.583
Chemokine signaling pathway,204,0.11764705882352941,0.584
Viral protein interaction with cytokine and cytokine receptor,95,0.031578947368421054,0.584
Oocyte meiosis,123,0.14634146341463414,0.587
Cholesterol metabolism,50,0.6,0.59
Arachidonic acid metabolism,95,0.2736842105263158,0.594
Cytosolic DNA-sensing pathway,80,0.2625,0.597
RIG-I-like receptor signaling pathway,73,0.1095890410958904,0.598
Regulation of actin cytoskeleton,239,0.2928870292887029,0.6
Adipocytokine signaling pathway,73,0.2876712328767123,0.601
MicroRNAs in cancer,303,0.08250825082508251,0.601
Ras signaling pathway,242,0.05371900826446281,0.602
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.09722222222222222,0.603
C-type lectin receptor signaling pathway,112,0.19642857142857142,0.604
beta-Alanine metabolism,37,0.24324324324324326,0.607
Apoptosis,137,0.35766423357664234,0.609
Neutrophil extracellular trap formation,208,0.17307692307692307,0.615
AMPK signaling pathway,128,0.2734375,0.621
Antifolate resistance,29,0.10344827586206896,0.623
Cell adhesion molecules,182,0.0989010989010989,0.624
Glycosaminoglycan biosynthesis - heparan sulfate / heparin,24,0.125,0.626
Fatty acid metabolism,64,0.28125,0.628
Viral carcinogenesis,228,0.3026315789473684,0.628
Herpes simplex virus 1 infection,458,0.23580786026200873,0.629
Fatty acid elongation,29,0.20689655172413793,0.63
Type II diabetes mellitus,48,0.10416666666666667,0.63
Riboflavin metabolism,8,0.375,0.633
T cell receptor signaling pathway,125,0.08,0.633
Pyrimidine metabolism,107,0.308411214953271,0.635
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",27,0.25925925925925924,0.636
Insulin resistance,110,0.23636363636363636,0.637
Apelin signaling pathway,145,0.1103448275862069,0.639
Glutathione metabolism,74,0.17567567567567569,0.639
Nucleocytoplasmic transport,117,0.15384615384615385,0.641
Parkinson disease,264,0.26136363636363635,0.643
Adrenergic signaling in cardiomyocytes,156,0.07051282051282051,0.644
Alzheimer disease,383,0.21148825065274152,0.648
Lipoic acid metabolism,19,0.42105263157894735,0.65
Polycomb repressive complex,84,0.15476190476190477,0.655
Carbon metabolism,126,0.5476190476190477,0.657
Inflammatory mediator regulation of TRP channels,127,0.2677165354330709,0.658
Renal cell carcinoma,68,0.07352941176470588,0.658
Cholinergic synapse,114,0.07894736842105263,0.663
Proximal tubule bicarbonate reclamation,22,0.2727272727272727,0.663
Adherens junction,93,0.0967741935483871,0.669
Tuberculosis,180,0.2833333333333333,0.671
Ubiquitin mediated proteolysis,151,0.17880794701986755,0.672
Glyoxylate and dicarboxylate metabolism,32,0.625,0.673
"Valine, leucine and isoleucine degradation",57,0.3157894736842105,0.675
Proteoglycans in cancer,205,0.0975609756097561,0.675
Malaria,57,0.05263157894736842,0.676
NOD-like receptor signaling pathway,220,0.2818181818181818,0.681
Platinum drug resistance,80,0.35,0.681
Mitophagy - animal,68,0.17647058823529413,0.685
Pentose and glucuronate interconversions,37,0.32432432432432434,0.686
Spliceosome,186,0.1774193548387097,0.689
Wnt signaling pathway,180,0.027777777777777776,0.69
Sphingolipid signaling pathway,127,0.2283464566929134,0.691
Primary immunodeficiency,36,0.08333333333333333,0.692
Hypertrophic cardiomyopathy,91,0.07692307692307693,0.693
Pentose phosphate pathway,34,0.35294117647058826,0.694
Epstein-Barr virus infection,230,0.29130434782608694,0.695
Pancreatic secretion,116,0.05172413793103448,0.698
Gastric cancer,150,0.02,0.699
Allograft rejection,62,0.04838709677419355,0.701
IL-17 signaling pathway,93,0.11827956989247312,0.702
Glioma,74,0.04054054054054054,0.704
Huntington's disease,194,0.30412371134020616,0.705
Type I diabetes mellitus,69,0.043478260869565216,0.705
Nucleotide excision repair,58,0.08620689655172414,0.708
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",24,0.16666666666666666,0.712
Porphyrin metabolism,43,0.2558139534883721,0.715
RNA polymerase,36,0.08333333333333333,0.716
Dilated cardiomyopathy,94,0.06382978723404255,0.719
Renin secretion,76,0.039473684210526314,0.72
Insulin secretion,86,0.10465116279069768,0.722
Melanogenesis,100,0.06,0.722
Synaptic vesicle cycle,77,0.18181818181818182,0.725
"Growth hormone synthesis, secretion and action",117,0.09401709401709402,0.73
Primary bile acid biosynthesis,18,0.8333333333333334,0.732
Amoebiasis,107,0.16822429906542055,0.733
Human immunodeficiency virus 1 infection,239,0.25523012552301255,0.734
Glycerophospholipid metabolism,99,0.2727272727272727,0.736
Toxoplasmosis,109,0.22018348623853212,0.739
Hippo signaling pathway,158,0.13924050632911392,0.74
Th17 cell differentiation,107,0.2897196261682243,0.74
Lysine degradation,67,0.23880597014925373,0.742
Thermogenesis,231,0.1645021645021645,0.742
African trypanosomiasis,39,0.1794871794871795,0.744
Ascorbate and aldarate metabolism,31,0.3225806451612903,0.745
mTOR signaling pathway,158,0.06962025316455696,0.747
Aldosterone synthesis and secretion,105,0.08571428571428572,0.748
Choline metabolism in cancer,98,0.061224489795918366,0.748
Rheumatoid arthritis,87,0.04597701149425287,0.756
Phospholipase D signaling pathway,150,0.10666666666666667,0.758
Pyruvate metabolism,44,0.3409090909090909,0.758
Amyotrophic lateral sclerosis,369,0.2926829268292683,0.76
Cardiac muscle contraction,87,0.04597701149425287,0.761
Viral life cycle - HIV-1,61,0.18032786885245902,0.761
Bacterial invasion of epithelial cells,76,0.10526315789473684,0.762
Diabetic cardiomyopathy,211,0.26066350710900477,0.762
p53 signaling pathway,74,0.0945945945945946,0.764
Natural killer cell mediated cytotoxicity,123,0.056910569105691054,0.768
Transcriptional misregulation in cancer,224,0.11607142857142858,0.768
Colorectal cancer,88,0.045454545454545456,0.768
Fatty acid biosynthesis,20,0.25,0.769
Herpes simplex infection,215,0.3209302325581395,0.769
Endometrial cancer,58,0.05172413793103448,0.774
JAK-STAT signaling pathway,171,0.14035087719298245,0.776
GnRH signaling pathway,90,0.05555555555555555,0.777
alpha-Linolenic acid metabolism,25,0.12,0.783
Mineral absorption,56,0.25,0.783
Notch signaling pathway,63,0.12698412698412698,0.783
Caffeine metabolism,6,1.1666666666666667,0.786
Alcoholic liver disease,141,0.46808510638297873,0.787
Ovarian steroidogenesis,65,0.18461538461538463,0.788
Pertussis,77,0.3116883116883117,0.788
Alcoholism,205,0.08780487804878048,0.788
Protein digestion and absorption,110,0.05454545454545454,0.789
mRNA surveillance pathway,105,0.06666666666666667,0.791
Glucuronate pathway (uronate pathway),26,0.11538461538461539,0.796
Propanoate metabolism,34,0.14705882352941177,0.8
Salivary secretion,88,0.03409090909090909,0.801
Pathways of neurodegeneration - multiple diseases,471,0.21443736730360935,0.801
Fc gamma R-mediated phagocytosis,97,0.030927835051546393,0.802
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.14285714285714285,0.804
Nitrogen metabolism,17,0.17647058823529413,0.804
Steroid biosynthesis,20,0.15,0.805
Glucagon signaling pathway,108,0.3148148148148148,0.807
Cell adhesion molecules (CAMs),169,0.08284023668639054,0.81
Phenylalanine metabolism,24,0.125,0.81
Progesterone-mediated oocyte maturation,92,0.06521739130434782,0.81
Galactose metabolism,34,0.17647058823529413,0.812
Histidine metabolism,28,0.35714285714285715,0.813
Endocrine resistance,93,0.06451612903225806,0.821
"Ribosome, eukaryotes",98,0.20408163265306123,0.822
Cushing syndrome,162,0.08641975308641975,0.823
Fructose and mannose metabolism,38,0.2631578947368421,0.825
Endocytosis,297,0.05723905723905724,0.826
Lysosome,136,0.25,0.827
Cell cycle,157,0.09554140127388536,0.829
Ribosome,187,0.15508021390374332,0.83
Starch and sucrose metabolism,36,0.2777777777777778,0.83
Long-term depression,61,0.11475409836065574,0.833
Chemical carcinogenesis - receptor activation,225,0.3377777777777778,0.834
Acute myeloid leukemia,70,0.08571428571428572,0.836
Inflammatory bowel disease,62,0.12903225806451613,0.838
Biosynthesis of unsaturated fatty acids,36,0.2777777777777778,0.839
Jak-STAT signaling pathway,159,0.13836477987421383,0.84
Gap junction,86,0.046511627906976744,0.845
Rap1 signaling pathway,218,0.045871559633027525,0.847
Nucleotide metabolism,84,0.25,0.852
Pathways in cancer,543,0.2983425414364641,0.853
EGFR tyrosine kinase inhibitor resistance,79,0.0379746835443038,0.853
Systemic lupus erythematosus,149,0.15436241610738255,0.86
HIF-1 signaling pathway,120,0.23333333333333334,0.863
Ferroptosis,42,0.3333333333333333,0.864
GnRH secretion,63,0.047619047619047616,0.866
Biosynthesis of nucleotide sugars,38,0.18421052631578946,0.868
Necroptosis,175,0.22285714285714286,0.868
Legionellosis,60,0.23333333333333334,0.868
Amino sugar and nucleotide sugar metabolism,52,0.17307692307692307,0.872
Tyrosine metabolism,41,0.14634146341463414,0.872
Human T-cell leukemia virus 1 infection,249,0.2248995983935743,0.874
Leishmaniasis,70,0.2714285714285714,0.882
Prion diseases,34,0.38235294117647056,0.886
cAMP signaling pathway,224,0.08035714285714286,0.888
"Parathyroid hormone synthesis, secretion and action",108,0.027777777777777776,0.889
Glutamatergic synapse,116,0.0603448275862069,0.89
Purine metabolism,185,0.2594594594594595,0.89
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",11,0.45454545454545453,0.894
"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",6,0.5,0.894
Staphylococcus aureus infection,128,0.1484375,0.894
Complement and coagulation cascades,94,0.6276595744680851,0.895
Neuroactive ligand-receptor interaction,393,0.08396946564885496,0.895
Cellular senescence,183,0.15300546448087432,0.898
Amphetamine addiction,69,0.08695652173913043,0.899
Homologous recombination,42,0.07142857142857142,0.901
Toll-like receptor signaling,15,0.2,0.903
Proteasome,47,0.1702127659574468,0.904
Viral myocarditis,87,0.13793103448275862,0.906
"Alanine, aspartate and glutamate metabolism",41,0.4634146341463415,0.909
Prolactin signaling pathway,74,0.24324324324324326,0.909
"Spliceosome, U2-snRNP",21,0.14285714285714285,0.91
Huntington disease,302,0.2980132450331126,0.912
Retrograde endocannabinoid signaling,150,0.06666666666666667,0.913
Taurine and hypotaurine metabolism,22,0.2727272727272727,0.913
One carbon pool by folate,19,0.2631578947368421,0.914
ErbB signaling pathway,86,0.03488372093023256,0.917
Amyotrophic lateral sclerosis (ALS),52,0.21153846153846154,0.919
Peroxisome,87,0.5747126436781609,0.921
GABAergic synapse,91,0.17582417582417584,0.923
Autophagy - animal,167,0.10179640718562874,0.932
Apoptosis - multiple species,33,0.21212121212121213,0.933
B cell receptor signaling pathway,85,0.047058823529411764,0.938
Calcium signaling pathway,254,0.07480314960629922,0.938
Thyroid hormone synthesis,74,0.3108108108108108,0.939
Motor proteins,196,0.10204081632653061,0.944
Glycerolipid metabolism,64,0.203125,0.947
Osteoclast differentiation,140,0.2,0.95
Vitamin digestion and absorption,24,0.16666666666666666,0.953
Cysteine and methionine metabolism,57,0.43859649122807015,0.956
2-Oxocarboxylic acid metabolism,34,0.5588235294117647,0.961
DNA replication,35,0.11428571428571428,0.961
Renin-angiotensin system,37,0.08108108108108109,0.961
Protein processing in endoplasmic reticulum,183,0.03825136612021858,0.962
Longevity regulating pathway - multiple species,62,0.22580645161290322,0.963
Biosynthesis of amino acids,84,0.4642857142857143,0.965
Phagosome,192,0.203125,0.965
Leukocyte transendothelial migration,121,0.15702479338842976,0.968
Coronavirus disease - COVID-19,249,0.5261044176706827,0.968
Insulin signaling pathway,143,0.23776223776223776,0.972
Longevity regulating pathway,90,0.14444444444444443,0.972
"Spliceosome, 35S U5-snRNP",36,0.1388888888888889,0.975
Porphyrin and chlorophyll metabolism,41,0.14634146341463414,0.977
Vascular smooth muscle contraction,145,0.11724137931034483,0.977
FoxO signaling pathway,133,0.20300751879699247,0.978
Small cell lung cancer,93,0.15053763440860216,0.98
AGE-RAGE signaling pathway in diabetic complications,101,0.1188118811881188,0.98
Central carbon metabolism in cancer,69,0.11594202898550725,0.982
Fatty acid degradation,53,0.32075471698113206,0.983
Nicotinate and nicotinamide metabolism,45,0.26666666666666666,0.983
PPAR signaling pathway,90,0.45555555555555555,0.993
Hepatocellular carcinoma,174,0.1206896551724138,0.993
Pancreatic cancer,76,0.07894736842105263,0.996
Arginine and proline metabolism,57,0.2807017543859649,0.997
Citrate cycle (TCA cycle),32,0.125,0.998
Fluid shear stress and atherosclerosis,147,0.1360544217687075,0.998
HTLV-I infection,283,0.12014134275618374,0.999
Folate biosynthesis,26,0.11538461538461539,1.0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,26,0.11538461538461539,1.0
"RNA polymerase II, eukaryotes",13,0.23076923076923078,1.0
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.09375,1.0
"Tyrosine degradation, tyrosine => homogentisate",8,0.375,1.0
VEGF signaling pathway,58,0.05172413793103448,1.0
