pathway,nums,percent,pvalue
Porphyrin and chlorophyll metabolism,41,0.36585365853658536,0.047
Calcium signaling pathway,254,0.011811023622047244,0.052
Insulin signaling pathway,143,0.06993006993006994,0.053
Insulin resistance,110,0.14545454545454545,0.053
MicroRNAs in cancer,303,0.052805280528052806,0.055
Porphyrin metabolism,43,0.32558139534883723,0.057
Colorectal cancer,88,0.10227272727272728,0.061
Aminoacyl-tRNA biosynthesis,84,0.047619047619047616,0.062
Ribosome,187,0.11229946524064172,0.072
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.10526315789473684,0.076
Butanoate metabolism,28,0.21428571428571427,0.077
Hepatitis C,166,0.10843373493975904,0.078
Endocytosis,297,0.4107744107744108,0.079
Salivary secretion,88,0.056818181818181816,0.079
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.15789473684210525,0.08
Epstein-Barr virus infection,230,0.043478260869565216,0.084
Salmonella infection,253,0.4505928853754941,0.089
mRNA surveillance pathway,105,0.21904761904761905,0.09
Nucleotide metabolism,84,0.047619047619047616,0.096
Ubiquitin mediated proteolysis,151,0.07947019867549669,0.098
Antigen processing and presentation,97,0.10309278350515463,0.099
Acute myeloid leukemia,70,0.05714285714285714,0.103
Tryptophan metabolism,54,0.2037037037037037,0.121
Tyrosine metabolism,41,0.21951219512195122,0.126
Human T-cell leukemia virus 1 infection,249,0.11244979919678715,0.13
Motor proteins,196,0.19387755102040816,0.132
Necroptosis,175,0.06285714285714286,0.135
Polycomb repressive complex,84,0.19047619047619047,0.141
Pyruvate metabolism,44,0.11363636363636363,0.142
Platinum drug resistance,80,0.0875,0.161
Pathways in cancer,543,0.3720073664825046,0.165
Breast cancer,147,0.05442176870748299,0.176
Human cytomegalovirus infection,255,0.08235294117647059,0.181
Human papillomavirus infection,361,0.3628808864265928,0.182
Kaposi sarcoma-associated herpesvirus infection,223,0.09865470852017937,0.183
Fatty acid metabolism,64,0.046875,0.184
Influenza A,173,0.06358381502890173,0.184
Adipocytokine signaling pathway,73,0.0547945205479452,0.185
Wnt signaling pathway,180,0.06111111111111111,0.189
Hepatocellular carcinoma,174,0.04597701149425287,0.189
Basal transcription factors,45,0.15555555555555556,0.191
Fatty acid degradation,53,0.05660377358490566,0.2
Herpes simplex virus 1 infection,458,0.07423580786026202,0.207
Pentose phosphate pathway,34,0.4411764705882353,0.209
Thyroid hormone synthesis,74,0.12162162162162163,0.214
Lipid and atherosclerosis,216,0.38425925925925924,0.215
RNA degradation,90,0.044444444444444446,0.216
Nuclear pore complex,41,0.17073170731707318,0.222
Viral protein interaction with cytokine and cytokine receptor,95,0.031578947368421054,0.222
Melanogenesis,100,0.08,0.227
Parkinson disease,264,0.125,0.227
PI3K-Akt signaling pathway,373,0.0938337801608579,0.231
Dopaminergic synapse,138,0.13043478260869565,0.238
"Growth hormone synthesis, secretion and action",117,0.1111111111111111,0.239
GnRH signaling pathway,90,0.3333333333333333,0.244
Spinocerebellar ataxia,141,0.44680851063829785,0.248
Homologous recombination,42,0.16666666666666666,0.259
Vitamin B6 metabolism,9,0.3333333333333333,0.26
Human immunodeficiency virus 1 infection,239,0.058577405857740586,0.26
Hepatitis B,163,0.08588957055214724,0.261
FoxO signaling pathway,133,0.09774436090225563,0.268
Amyotrophic lateral sclerosis,369,0.14092140921409213,0.271
Thyroid hormone signaling pathway,120,0.15,0.273
Endometrial cancer,58,0.05172413793103448,0.286
Prolactin signaling pathway,74,0.05405405405405406,0.287
mmuK signaling pathway,301,0.33554817275747506,0.289
ErbB signaling pathway,86,0.03488372093023256,0.29
Prostate cancer,99,0.1111111111111111,0.291
Tuberculosis,180,0.09444444444444444,0.293
"Spliceosome, U2-snRNP",21,0.23809523809523808,0.296
Neuroactive ligand-receptor interaction,393,0.007633587786259542,0.3
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.09375,0.3
"Spliceosome, U1-snRNP",11,0.2727272727272727,0.304
"Spliceosome, 35S U5-snRNP",36,0.08333333333333333,0.306
Nucleotide excision repair,58,0.1206896551724138,0.307
Chemokine signaling pathway,204,0.27941176470588236,0.321
Viral life cycle - HIV-1,61,0.18032786885245902,0.321
Alzheimer's disease,175,0.09714285714285714,0.327
ATP-dependent chromatin remodeling,136,0.04411764705882353,0.328
Herpes simplex infection,215,0.11627906976744186,0.345
Chagas disease (American trypanosomiasis),101,0.039603960396039604,0.348
Diabetic cardiomyopathy,211,0.05687203791469194,0.35
TNF signaling pathway,115,0.06086956521739131,0.357
Chagas disease,103,0.038834951456310676,0.358
Alcoholic liver disease,141,0.10638297872340426,0.364
HIF-1 signaling pathway,120,0.058333333333333334,0.367
NOD-like receptor signaling pathway,220,0.05454545454545454,0.367
Base excision repair,49,0.12244897959183673,0.371
Sm core complex,8,0.5,0.391
IL-17 signaling pathway,93,0.03225806451612903,0.4
MAPK signaling pathway,252,0.32936507936507936,0.401
Pentose phosphate pathway (Pentose phosphate cycle),12,0.4166666666666667,0.408
B cell receptor signaling pathway,85,0.03529411764705882,0.413
Viral carcinogenesis,228,0.43859649122807015,0.413
mTOR signaling pathway,158,0.02531645569620253,0.431
"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",5,0.6,0.438
Natural killer cell mediated cytotoxicity,123,0.04878048780487805,0.453
Cortisol synthesis and secretion,72,0.09722222222222222,0.455
AGE-RAGE signaling pathway in diabetic complications,101,0.45544554455445546,0.456
Non-small cell lung cancer,72,0.05555555555555555,0.47
Fc gamma R-mediated phagocytosis,97,0.4020618556701031,0.471
Yersinia infection,135,0.48148148148148145,0.473
Measles,145,0.05517241379310345,0.475
Propanoate metabolism,34,0.23529411764705882,0.486
Adherens junction,93,0.6021505376344086,0.488
p53 signaling pathway,74,0.04054054054054054,0.495
"Ribosome, eukaryotes",98,0.04081632653061224,0.496
Hippo signaling pathway,158,0.0379746835443038,0.506
RNA polymerase,36,0.1111111111111111,0.52
Oxidative phosphorylation,151,0.12582781456953643,0.527
Glyoxylate and dicarboxylate metabolism,32,0.09375,0.533
Small cell lung cancer,93,0.08602150537634409,0.541
Signaling pathways regulating pluripotency of stem cells,141,0.03546099290780142,0.542
Th17 cell differentiation,107,0.37383177570093457,0.543
Melanoma,72,0.041666666666666664,0.547
Axon guidance,183,0.31693989071038253,0.554
JAK-STAT signaling pathway,171,0.19298245614035087,0.568
Proteasome,47,0.0851063829787234,0.574
Regulation of actin cytoskeleton,239,0.3723849372384937,0.577
DNA replication,35,0.17142857142857143,0.58
Alzheimer disease,383,0.1514360313315927,0.587
Pathways of neurodegeneration - multiple diseases,471,0.1464968152866242,0.588
"RNA polymerase I, eukaryotes",13,0.23076923076923078,0.592
cAMP signaling pathway,224,0.026785714285714284,0.606
Notch signaling pathway,63,0.06349206349206349,0.622
Mismatch repair,22,0.13636363636363635,0.63
"Valine, leucine and isoleucine degradation",57,0.3157894736842105,0.63
Prion disease,267,0.12359550561797752,0.634
Protein processing in endoplasmic reticulum,183,0.11475409836065574,0.635
Proteoglycans in cancer,205,0.3804878048780488,0.653
Cytochrome c oxidase,25,0.12,0.674
Complement and coagulation cascades,94,0.13829787234042554,0.676
Lysosome,136,0.022058823529411766,0.685
Leukocyte transendothelial migration,121,0.38016528925619836,0.687
Inflammatory bowel disease,62,0.25806451612903225,0.694
Tight junction,179,0.48044692737430167,0.696
VEGF signaling pathway,58,0.3620689655172414,0.697
T cell receptor signaling pathway,125,0.36,0.703
Cushing syndrome,162,0.09259259259259259,0.72
Cellular senescence,183,0.03825136612021858,0.723
Huntington disease,302,0.1390728476821192,0.723
Jak-STAT signaling pathway,159,0.18238993710691823,0.727
Sphingolipid metabolism,57,0.05263157894736842,0.754
Long-term potentiation,67,0.1044776119402985,0.779
Non-alcoholic fatty liver disease,156,0.5833333333333334,0.784
Glucagon signaling pathway,108,0.08333333333333333,0.785
Apoptosis,137,0.11678832116788321,0.787
Ras signaling pathway,242,0.2727272727272727,0.794
Renal cell carcinoma,68,0.47058823529411764,0.798
Cysteine and methionine metabolism,57,0.07017543859649122,0.804
Non-alcoholic fatty liver disease (NAFLD),151,0.5894039735099338,0.817
Carbon metabolism,126,0.5238095238095238,0.82
Neurotrophin signaling pathway,121,0.3884297520661157,0.84
Huntington's disease,194,0.06701030927835051,0.843
Focal adhesion,204,0.37745098039215685,0.849
Inflammatory bowel disease (IBD),59,0.288135593220339,0.861
ECS complex,12,0.25,0.865
Circadian rhythm,37,0.3783783783783784,0.885
Nicotinate and nicotinamide metabolism,45,0.24444444444444444,0.897
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.041666666666666664,0.936
Cytokine-cytokine receptor interaction,326,0.02147239263803681,0.939
Bacterial invasion of epithelial cells,76,0.4605263157894737,0.94
Thermogenesis,231,0.017316017316017316,0.949
Pancreatic cancer,76,0.5263157894736842,0.985
Rap1 signaling pathway,218,0.3211009174311927,0.992
