pathway,nums,percent,pvalue
Chemical carcinogenesis - DNA adducts,84,0.047619047619047616,0.563
Thyroid cancer,37,0.40540540540540543,0.564
Activin signaling,10,0.7,0.566
African trypanosomiasis,39,0.2564102564102564,0.568
Gap junction,86,0.4883720930232558,0.573
Cap binding complex,2,1.5,0.575
Riboflavin metabolism,8,0.625,0.577
"RNA polymerase II, eukaryotes",13,0.46153846153846156,0.583
Oxidative phosphorylation,151,0.2847682119205298,0.586
Bladder cancer,41,0.6585365853658537,0.595
"C1-unit interconversion, eukaryotes",6,0.5,0.598
SCF-SKP2 complex,5,0.6,0.606
Bile secretion,100,0.1,0.608
cGMP-PKG signaling pathway,175,0.24571428571428572,0.608
One carbon pool by folate,19,0.2631578947368421,0.609
mTOR signaling pathway,158,0.43037974683544306,0.612
Lipid and atherosclerosis,216,0.5092592592592593,0.613
Vascular smooth muscle contraction,145,0.2689655172413793,0.617
Metabolism of xenobiotics by cytochrome P450,75,0.14666666666666667,0.623
Primary bile acid biosynthesis,18,0.16666666666666666,0.623
p53 signaling pathway,74,0.6621621621621622,0.624
Systemic lupus erythematosus,149,0.10738255033557047,0.625
Other glycan degradation,20,0.4,0.635
Protein export,31,0.22580645161290322,0.641
Synaptic vesicle cycle,77,0.2597402597402597,0.642
Neurotrophin signaling pathway,121,0.6198347107438017,0.644
Cell adhesion molecules,182,0.14285714285714285,0.644
Diabetic cardiomyopathy,211,0.5118483412322274,0.663
BER complex,10,0.6,0.668
Antigen processing and presentation,97,0.30927835051546393,0.68
Natural killer cell mediated cytotoxicity,123,0.34959349593495936,0.681
Adipocytokine signaling pathway,73,0.6575342465753424,0.687
TGF-beta signaling,8,1.0,0.689
Non-alcoholic fatty liver disease,156,0.46153846153846156,0.692
Lysine degradation,67,0.47761194029850745,0.695
Sphingolipid signaling pathway,127,0.33070866141732286,0.695
TNF signaling pathway,115,0.6521739130434783,0.705
Small cell lung cancer,93,0.8494623655913979,0.707
Cul4-DDB1-DDB2 complex,6,0.5,0.719
Insulin signaling pathway,143,0.36363636363636365,0.731
Parkinson disease,264,0.4166666666666667,0.735
Glioma,74,0.5135135135135135,0.736
HIF-1 signaling pathway,120,0.575,0.743
Chemical carcinogenesis - reactive oxygen species,223,0.5246636771300448,0.748
Dopaminergic synapse,138,0.2753623188405797,0.759
T cell receptor signaling pathway,125,0.488,0.767
Jak-STAT signaling pathway,159,0.4779874213836478,0.772
Inflammatory mediator regulation of TRP channels,127,0.23622047244094488,0.781
ECS complex,12,0.3333333333333333,0.794
Pyruvate metabolism,44,0.18181818181818182,0.797
Non-alcoholic fatty liver disease (NAFLD),151,0.46357615894039733,0.804
Fluid shear stress and atherosclerosis,147,0.4489795918367347,0.81
Inflammatory bowel disease,62,0.5806451612903226,0.811
Fc gamma R-mediated phagocytosis,97,0.1134020618556701,0.82
Kaposi sarcoma-associated herpesvirus infection,223,0.600896860986547,0.82
PPAR signaling pathway,90,0.18888888888888888,0.821
Measles,145,0.5241379310344828,0.827
Phagosome,192,0.3645833333333333,0.832
Human immunodeficiency virus 1 infection,239,0.6317991631799164,0.84
Hematopoietic cell lineage,98,0.2755102040816326,0.842
Proteasome,47,0.44680851063829785,0.849
Inflammatory bowel disease (IBD),59,0.576271186440678,0.85
Pathways in cancer,543,0.6777163904235728,0.85
Necroptosis,175,0.5257142857142857,0.852
Circadian rhythm,37,0.2972972972972973,0.86
Graft-versus-host disease,62,0.12903225806451613,0.863
Immunoproteasome,18,0.3888888888888889,0.864
cAMP signaling pathway,224,0.33035714285714285,0.867
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.7840909090909091,0.872
Type I diabetes mellitus,69,0.14492753623188406,0.873
Spinocerebellar ataxia,141,0.3900709219858156,0.876
JAK-STAT signaling pathway,171,0.4678362573099415,0.881
EGFR tyrosine kinase inhibitor resistance,79,0.6455696202531646,0.887
Melanoma,72,0.4583333333333333,0.894
Autoimmune thyroid disease,78,0.08974358974358974,0.899
Adrenergic signaling in cardiomyocytes,156,0.26282051282051283,0.902
Wnt signaling pathway,180,0.5166666666666667,0.907
ABC transporters,52,0.4230769230769231,0.909
Allograft rejection,62,0.11290322580645161,0.91
Apoptosis,137,0.6861313868613139,0.92
Primary immunodeficiency,36,0.3611111111111111,0.921
"V-type ATPase, eukaryotes",24,0.4166666666666667,0.948
Hepatocellular carcinoma,174,0.735632183908046,0.948
Parkinson's disease,144,0.14583333333333334,0.949
Glycerophospholipid metabolism,99,0.2727272727272727,0.954
Aldosterone synthesis and secretion,105,0.12380952380952381,0.956
Bloom's syndrome complex,5,0.6,0.957
Platelet activation,126,0.35714285714285715,0.957
Drug metabolism - cytochrome P450,72,0.125,0.99
mmuK signaling pathway,301,0.4152823920265781,0.99
Human cytomegalovirus infection,255,0.6313725490196078,0.993
