pathway,nums,percent,pvalue
Inflammatory mediator regulation of TRP channels,127,0.07086614173228346,0.487
MAPK signaling pathway,252,0.011904761904761904,0.488
Th1 and Th2 cell differentiation,89,0.033707865168539325,0.489
Ribosome biogenesis in eukaryotes,125,0.088,0.5
RNA degradation,90,0.03333333333333333,0.508
Transcriptional misregulation in cancer,224,0.022321428571428572,0.51
Arginine and proline metabolism,57,0.2982456140350877,0.517
"Exosome, eukaryotes",10,0.3,0.517
Chagas disease,103,0.02912621359223301,0.52
Tryptophan metabolism,54,0.16666666666666666,0.525
Wnt signaling pathway,180,0.05,0.528
HTLV-I infection,283,0.0636042402826855,0.532
HIF-1 signaling pathway,120,0.025,0.552
Herpes simplex virus 1 infection,458,0.05895196506550218,0.554
Activin signaling,10,0.4,0.555
Fanconi anemia pathway,51,0.058823529411764705,0.561
ATP-dependent chromatin remodeling,136,0.029411764705882353,0.564
Mismatch repair,22,0.18181818181818182,0.566
Adipocytokine signaling pathway,73,0.0410958904109589,0.574
Efferocytosis,155,0.05161290322580645,0.598
African trypanosomiasis,39,0.15384615384615385,0.606
Insulin resistance,110,0.02727272727272727,0.612
Systemic lupus erythematosus,149,0.020134228187919462,0.616
Carbon metabolism,126,0.14285714285714285,0.643
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.09375,0.648
Regulation of actin cytoskeleton,239,0.1087866108786611,0.649
Necroptosis,175,0.06285714285714286,0.651
Hepatocellular carcinoma,174,0.017241379310344827,0.652
Platelet activation,126,0.12698412698412698,0.66
Thermogenesis,231,0.012987012987012988,0.664
Adherens junction,93,0.06451612903225806,0.665
Ferroptosis,42,0.07142857142857142,0.678
Toxoplasmosis,109,0.027522935779816515,0.678
Staphylococcus aureus infection,128,0.0390625,0.695
Peroxisome,87,0.04597701149425287,0.696
Metabolism of xenobiotics by cytochrome P450,75,0.10666666666666667,0.698
Cysteine and methionine metabolism,57,0.08771929824561403,0.699
Fluid shear stress and atherosclerosis,147,0.04081632653061224,0.703
"Ribosome, eukaryotes",98,0.030612244897959183,0.704
Thyroid hormone synthesis,74,0.05405405405405406,0.729
Neuroactive ligand-receptor interaction,393,0.015267175572519083,0.738
Amoebiasis,107,0.07476635514018691,0.746
Herpes simplex infection,215,0.08837209302325581,0.762
Cytokine-cytokine receptor interaction,326,0.06134969325153374,0.768
Ras signaling pathway,242,0.012396694214876033,0.769
Pathways in cancer,543,0.09392265193370165,0.778
Rap1 signaling pathway,218,0.027522935779816515,0.794
Ribosome,187,0.0481283422459893,0.811
"Growth hormone synthesis, secretion and action",117,0.08547008547008547,0.85
Motor proteins,196,0.08673469387755102,0.865
GABAergic synapse,91,0.054945054945054944,0.866
Homologous recombination,42,0.07142857142857142,0.866
Phagosome,192,0.020833333333333332,0.866
NOD-like receptor signaling pathway,220,0.05,0.876
Mineral absorption,56,0.07142857142857142,0.883
Glutamatergic synapse,116,0.02586206896551724,0.891
Influenza A,173,0.04046242774566474,0.898
Glucagon signaling pathway,108,0.027777777777777776,0.907
Insulin signaling pathway,143,0.02097902097902098,0.912
Autophagy - other,32,0.21875,0.923
PI3K-Akt signaling pathway,373,0.029490616621983913,0.927
FoxO signaling pathway,133,0.08270676691729323,0.929
Synaptic vesicle cycle,77,0.07792207792207792,0.937
DNA replication,35,0.11428571428571428,0.939
Prion diseases,34,0.20588235294117646,0.939
Toll-like receptor signaling pathway,104,0.028846153846153848,0.942
Hepatitis C,166,0.018072289156626505,0.948
Jak-STAT signaling pathway,159,0.05660377358490566,0.956
Tight junction,179,0.0223463687150838,0.956
Glyoxylate and dicarboxylate metabolism,32,0.15625,0.964
TNF signaling pathway,115,0.08695652173913043,0.964
Hepatitis B,163,0.024539877300613498,0.965
JAK-STAT signaling pathway,171,0.04678362573099415,0.974
Primary bile acid biosynthesis,18,0.3333333333333333,0.978
Vascular smooth muscle contraction,145,0.020689655172413793,0.98
Apoptosis,137,0.021897810218978103,0.985
Butanoate metabolism,28,0.10714285714285714,0.989
Chemokine signaling pathway,204,0.014705882352941176,0.992
Alzheimer's disease,175,0.02857142857142857,1.0
