TF	Gene	Input
Arid4b	Prpf39	1
Arid4b	Rabgap1	1
Arid4b	Ralgapa1	1
Arid4b	Rasa1	1
Arid4b	Rb1cc1	1
Arid4b	Rlf	1
Arid4b	Rp2h	1
Arid4b	Rsrc2	1
Arid4b	Senp6	1
Arid4b	Sfswap	1
Arid4b	Slu7	1
Arid4b	Smek2	1
Arid4b	Smg1	1
Arid4b	Snx13	1
Arid4b	Tbl1xr1	1
Arid4b	Trmt13	1
Arid4b	Ttc14	1
Arid4b	Tubgcp5	1
Arid4b	Ube3a	1
Arid4b	Vcpip1	1
Arid4b	Zcchc4	1
Arid4b	Zfml	1
Arid4b	Zfp62	1
Arid4b	Zfp935	1
Arid4b	Zfx	1
Arid4b	Zmym2	1
Ascc3	Zfx	1
Ascc3	Chd9	1
AU019823	Dmtf1	1
AU019823	Ctcf	1
AU019823	Zfx	1
Baz1a	Plagl2	1
Baz1a	Rbbp8	1
Baz1a	Gabpb1	1
Baz1a	Nfatc3	1
Bod1l	Dmtf1	1
Bod1l	Bptf	1
Bod1l	Ncor1	1
Bod1l	Zfml	1
Bod1l	Mga	1
Bod1l	Zfx	1
Esco1	Zfp148	1
Esco1	Mll3	1
Esco1	Ctcf	1
Esco1	Lin54	1
Esco1	Zfml	1
Esco1	Zfx	1
Esco1	Tbl1xr1	1
Esco1	Nfatc3	1
Esco1	Gpbp1	1
Fkbp15	Stat1	1
Fkbp15	Ikzf1	1
Fkbp15	Kdm2a	1
Fkbp15	Ezh1	1
Fkbp15	Nfat5	1
Fkbp15	Foxn2	1
Fkbp15	Hltf	1
Fkbp15	Tbl1xr1	1
Fkbp15	Ddx58	1
Fkbp15	Nfatc1	1
Fkbp15	Adar	1
Fkbp15	Irf5	1
Fkbp15	Irf9	1
Fkbp15	Tnfaip3	1
Gcc2	Creb1	1
Nemf	Mterfd1	1
Nemf	Dmtf1	1
Nemf	Zfp148	1
Nemf	Ncor1	1
Nemf	Bdp1	1
Nemf	Zfml	1
Nemf	Mga	1
Nemf	Zfx	1
Nemf	Chd9	1
Nxt2	Rnf141	1
Nxt2	Zfml	1
Pcf11	Mll3	1
Pcf11	Ctcf	1
Pcf11	Gpbp1	1
Pdpk1	Mll3	1
Pdpk1	Crebbp	1
Prpf38b	Dmtf1	1
Prpf38b	Crebzf	1
Prpf38b	Pml	1
Prpf38b	Mysm1	1
Prpf38b	Kdm2a	1
Prpf38b	Ctcf	1
Prpf38b	Lin54	1
Prpf38b	Hinfp	1
Prpf38b	Aebp2	1
Prpf38b	Sp1	1
Prpf38b	Bdp1	1
Prpf38b	Zfp263	1
Prpf38b	Foxn2	1
Prpf38b	Hltf	1
Prpf38b	Tbl1xr1	1
Prpf38b	Nfatc3	1
Prpf38b	Adar	1
Prpf38b	Chd1	1
Rb1cc1	Dmtf1	1
Rb1cc1	Myst4	1
Rb1cc1	Nfatc3	1
Rlf	Dmtf1	1
Rlf	Bptf	1
Rlf	Mysm1	1
Rlf	Ctcf	1
Rlf	Bdp1	1
Rlf	Mga	1
Rlf	Crebbp	1
Rlf	Zfx	1
Rlf	Bclaf1	1
Rock1	Ash1l	1
Rock1	Zfp148	1
Rock1	Pbrm1	1
Rock1	Mll3	1
Rock1	Bptf	1
Rock1	Ctcf	1
Rock1	Ncor1	1
Rock1	Crebbp	1
Rod1	Mier1	1
Rod1	Sp1	1
Rod1	Hltf	1
Rod1	Foxp1	1
Rod1	Nfatc3	1
Rod1	Irf9	1
Rod1	Tnfaip3	1
Smek2	Dmtf1	1
Smek2	Zfml	1
Smek2	Zfx	1
Smek2	Bclaf1	1
Smek2	Nfatc3	1
Smek2	Gpbp1	1
Tank	Stat1	1
Tank	Foxn2	1
Ube3a	Dmtf1	1
Ube3a	Crebzf	1
Ube3a	Rnf141	1
Ube3a	Zfml	1
Ube3a	Gabpa	1
Ube3a	Chd1	1
Vcpip1	Cic	1
Vcpip1	Mterfd1	1
Vcpip1	Dmtf1	1
Vcpip1	Atf7	1
Vcpip1	Lin54	1
Vcpip1	Myst4	1
Vcpip1	Bdp1	1
Vcpip1	Zfp263	1
Vcpip1	Tbl1xr1	1
Whsc1l1	Stat1	1
Whsc1l1	Dmtf1	1
Whsc1l1	Ncoa2	1
Whsc1l1	Creb1	1
Whsc1l1	Mysm1	1
Whsc1l1	Yy1	1
Whsc1l1	Aebp2	1
Whsc1l1	Bdp1	1
Whsc1l1	Nfatc1	1
Wrn	Stat4	1
Wrn	Rbbp8	1
Yme1l1	C1d	1
Yme1l1	Zfp143	1
Yme1l1	Nfyb	1
Yme1l1	Atf2	1
Yme1l1	Hmgn5	1
Yme1l1	Zfml	1
Yme1l1	Gabpa	1
Yme1l1	Zfx	1
Zc3h15	Bclaf1	1
Zcchc2	Ing2	1
Zcchc2	Zfp148	1
Zcchc2	Xrcc5	1
Zcchc2	Tead3	1
Zcchc2	Aebp2	1
Zcchc2	Zc3h8	1
Zcchc2	Zfp263	1
Zcchc2	Smad3	1
Zcchc2	Ddx41	1
Zfml	Dmtf1	1
Zfml	Crebzf	1
Zfml	Zfp148	1
Zfml	Zfp191	1
Zfml	Htra3	1
Zfml	3830406C13Rik	1
Zfml	4930430F08Rik	1
Zfml	5530601H04Rik	1
Zfml	B630005N14Rik	1
Zfml	Bclaf1	1
Zfml	Brcc3	1
Zfml	Capn7	1
Zfml	Ccdc132	1
Zfml	Ccdc43	1
Zfml	Ccnc	1
Zfml	Cdc73	1
Zfml	Cebpz	1
Zfml	Cops2	1
Zfml	Crnkl1	1
Zfml	D15Ertd621e	1
Zfml	D3Ertd751e	1
Zfml	Dcun1d5	1
Zfml	Fnip1	1
Zfml	Fra10ac1	1
Zfml	Gnl2	1
Zfml	Gpbp1	1
Zfml	Herc1	1
Zfml	Lztfl1	1
Zfml	Mga	1
Zfml	Nol8	1
Zfml	Papola	1
Zfml	Phf20l1	1
Zfml	Phip	1
Zfml	Ppp3cb	1
Zfml	Ppp4r2	1
Zfml	Prpf39	1
Zfml	Qtrtd1	1
Zfml	Rasa1	1
Zfml	Rev1	1
Zfml	Rnpc3	1
Zfml	Shprh	1
Zfml	Socs6	1
Zfml	Trim23	1
Zfml	Ttc14	1
Zfml	Tubgcp5	1
Zfml	Txlng	1
Zfml	Ube2q2	1
Zfml	Usp9x	1
Zfml	Wdr37	1
Zfml	Zfp157	1
Zfml	Zfp60	1
Zfml	Zfp62	1
Zfml	Zfx	1
Zfml	Zmym2	1
Zfp263	Pias1	1
Zfp263	Zfp143	1
Zfp263	Lin54	1
Zfp263	E4f1	1
Zfp263	Fam73b	1
Zfp263	Zfp651	1
Zfp263	Zfyve9	1
Zfp263	Mesdc2	1
Zfp263	Arsi	1
Zfp263	Gm13583	1
Zfp263	Arhgef40	1
Zfp263	5930412G12Rik	1
Zfp263	Akap10	1
Zfp263	Amn1	1
Zfp263	Atxn3	1
Zfp263	Baz2b	1
Zfp263	Capza1	1
Zfp263	Chd1	1
Zfp263	Chmp2a	1
Zfp263	Cklf	1
Zfp263	Crlf3	1
Zfp263	Hltf	1
Zfp263	Mcmbp	1
Zfp263	Mitd1	1
Zfp263	Morc3	1
Zfp263	Smndc1	1
Zfp263	Spopl	1
Zfp263	Taf4a	1
Zfp263	Trmt13	1
Zfp263	Vrk2	1
Zfp263	Zc3h7a	1
Zfp263	Foxn2	1
Zfp935	Atxn1l	1
Zfp935	Zfx	1
Zfp935	Hltf	1
Zfx	Zbtb1	1
Zfx	Zfp386	1
Zfx	Zfp143	1
Zfx	Zfp191	1
Zfx	Creb1	1
Zfx	Gabpa	1
Zfx	Htra3	1
Zfx	5530601H04Rik	1
Zfx	Ankib1	1
Zfx	Ankrd32	1
Zfx	Bbip1	1
Zfx	BC002059	1
Zfx	Brcc3	1
Zfx	Ccdc132	1
Zfx	Ccdc43	1
Zfx	Ccnc	1
Zfx	Cdc73	1
Zfx	Cdkn2aip	1
Zfx	Chd1	1
Zfx	D15Ertd621e	1
Zfx	Dclre1b	1
Zfx	Dcun1d5	1
Zfx	Dph3	1
Zfx	Fbxw2	1
Zfx	Gorab	1
Zfx	Herc1	1
Zfx	Hltf	1
Zfx	Lin54	1
Zfx	Mitd1	1
Zfx	Morc3	1
Zfx	Nfatc3	1
Zfx	Papd4	1
Zfx	Pcm1	1
Zfx	Phip	1
Zfx	Pibf1	1
Zfx	Pik3c2a	1
Zfx	Plaa	1
Zfx	Polr3f	1
Zfx	Pot1a	1
Zfx	Prmt10	1
Zfx	Prpf39	1
Zfx	Qtrtd1	1
Zfx	Ralgapa1	1
Zfx	Rbm22	1
Zfx	Recql	1
Zfx	Rev1	1
Zfx	Rictor	1
Zfx	Rnpc3	1
Zfx	Slc25a32	1
Zfx	Slu7	1
Zfx	Smyd3	1
Zfx	Snx5	1
Zfx	Socs6	1
Zfx	Spopl	1
Zfx	Spty2d1	1
Zfx	Syncrip	1
Zfx	Tbl1xr1	1
Zfx	Thnsl1	1
Zfx	Trmt10c	1
Zfx	Tsc22d2	1
Zfx	Ttc37	1
Zfx	Utp11l	1
Zfx	Ythdc2	1
Zfx	Zbtb26	1
Zfx	Zcchc4	1
Zfx	Zfp157	1
Zfx	Zfp652	1
Zfx	Zfp948	1
Zfx	Zmym2	1
Stat5a	Bex2	1
Stat5a	Hunk	1
Stat5a	Nudt11	1
Stat5a	Laptm4b	1
Stat5a	Vamp3	1
Stat5a	Cdon	1
Stat5a	Slc7a1	1
Stat5a	Sdcbp	1
Stat5a	Tmed10	1
Stat5a	Csnk1a1	1
Stat5a	Snx6	1
Stat5a	Minos1	1
Stat5a	Atpif1	1
Stat5a	Arfip1	1
Stat5a	Ccnyl1	1
Stat5a	B3galtl	1
Stat5a	2310045N01Rik	1
Stat5a	Adck4	1
Stat5a	Akt2	1
Stat5a	Ankrd40	1
Stat5a	Bcas3	1
Stat5a	Brap	1
Stat5a	C030006K11Rik	1
Stat5a	Cdk2ap2	1
Stat5a	Cebpb	1
Stat5a	Clpb	1
Stat5a	Cradd	1
Stat5a	D17Wsu92e	1
Stat5a	D19Wsu162e	1
Stat5a	Ggcx	1
Stat5a	Gm2a	1
Stat5a	Gna12	1
Stat5a	Il15ra	1
Stat5a	Mad1l1	1
Stat5a	Mapk9	1
Stat5a	Nfic	1
Stat5a	Pex5	1
Stat5a	Phkg2	1
Stat5a	Plekhj1	1
Stat5a	Pnkp	1
Stat5a	Por	1
Stat5a	Ppp2r5a	1
Stat5a	Ptplad1	1
Stat5a	Rabggta	1
Stat5a	Rad23a	1
Stat5a	Repin1	1
Stat5a	Rnd1	1
Stat5a	Sigmar1	1
Stat5a	Sirt4	1
Stat5a	Slc29a1	1
Stat5a	Stat5b	1
Stat5a	Tex264	1
Stat5a	Tgfb1	1
Stat5a	Tnpo2	1
Stat5a	Vac14	1
Stat5a	Xylt2	1
Stat5a	Zfyve1	1
Stat5a	Cxxc1	1
Stat5a	Taf13	1
Bex2	Zfp711	1
Bex2	Hmgn3	1
Bex2	Mycl1	1
Hunk	Stat5b	1
Hunk	Zfp105	1
Nudt11	Ndn	1
Nudt11	Lhx1	1
Nudt11	Bhlhe40	1
Nudt11	Zfp711	1
Nudt11	Rreb1	1
Nudt11	E2f1	1
Nudt11	Sub1	1
Nudt11	Cdkn2a	1
Nudt11	Pou4f1	1
Nudt11	Etv1	1
Nudt11	Irf2	1
Laptm4b	Zfp46	1
Laptm4b	Ndn	1
Laptm4b	Ikzf1	1
Laptm4b	Pbx1	1
Vamp3	App	1
Vamp3	Nfil3	1
Cdon	Zfp618	1
Cdon	Lass2	1
Slc7a1	Nfia	1
Slc7a1	Bcl6	1
Slc7a1	Atoh8	1
Slc7a1	Zfp750	1
Slc7a1	Foxn3	1
Tmed10	Rbck1	1
Tmed10	Zfp46	1
Tmed10	Hmg20b	1
Tmed10	Safb2	1
Tmed10	Xbp1	1
Tmed10	Taf13	1
Csnk1a1	Mll3	1
Snx6	Grlf1	1
Minos1	Nfic	1
Minos1	Nfyc	1
Minos1	Irf5	1
Atpif1	Stat5b	1
Atpif1	Nfic	1
Atpif1	Grlf1	1
Atpif1	Zfp239	1
Arfip1	Zfp46	1
Arfip1	Taf13	1
Ccnyl1	Stat5b	1
Ccnyl1	Prrx1	1
Ccnyl1	Grlf1	1
2310045N01Rik	Sra1	1
2310045N01Rik	Taf12	1
Adck4	Rbck1	1
Adck4	0610031J06Rik	1
Adck4	Ldb1	1
Akt2	Stat5b	1
Akt2	Nfic	1
Akt2	Men1	1
Akt2	Gtf2i	1
Akt2	Atf5	1
Ankrd40	Nfic	1
Ankrd40	Drap1	1
Ankrd40	Atf6b	1
Ankrd40	Rbl2	1
Ankrd40	Ldb1	1
Ankrd40	Pou6f1	1
Bcas3	Zfp46	1
Bcas3	Zfp524	1
Brap	Zfp46	1
Brap	Men1	1
Brap	Nfyc	1
C030006K11Rik	Men1	1
C030006K11Rik	Ptges2	1
Cdk2ap2	Edf1	1
Cdk2ap2	Nono	1
Cdk2ap2	Atf6b	1
Cdk2ap2	Rbmx	1
Cdk2ap2	Gmeb1	1
Cdk2ap2	Ezh1	1
Cdk2ap2	Mlx	1
Cebpb	Zfp618	1
Cebpb	Mier3	1
Cebpb	Atoh8	1
Cebpb	Atf5	1
Cebpb	Tmem191c	1
Cebpb	Rars2	1
Cebpb	Arid2	1
Cebpb	Cntrob	1
Cebpb	Cmas	1
Cebpb	Rap1gap2	1
Cebpb	Pigf	1
Cebpb	Ahnak	1
Cebpb	Avpi1	1
Cebpb	Blvrb	1
Cebpb	Bst2	1
Cebpb	C1ra	1
Cebpb	Capn1	1
Cebpb	Ccl9	1
Cebpb	Cebpa	1
Cebpb	Cebpd	1
Cebpb	Cradd	1
Cebpb	Ctsb	1
Cebpb	Ctsd	1
Cebpb	D17Wsu92e	1
Cebpb	Dcxr	1
Cebpb	Ecm1	1
Cebpb	Errfi1	1
Cebpb	Gm2a	1
Cebpb	Gna12	1
Cebpb	H6pd	1
Cebpb	Hc	1
Cebpb	Ifitm3	1
Cebpb	Il6st	1
Cebpb	Inhbb	1
Cebpb	Irf5	1
Cebpb	Itgb1	1
Cebpb	Kif1c	1
Cebpb	Lass2	1
Cebpb	Lmna	1
Cebpb	Ltbr	1
Cebpb	Map2k3	1
Cebpb	Myo1c	1
Cebpb	Ndst1	1
Cebpb	Plod1	1
Cebpb	Rassf5	1
Cebpb	Rin3	1
Cebpb	Slc24a6	1
Cebpb	Tsc22d3	1
Clpb	Men1	1
Clpb	Zfp64	1
Clpb	Cxxc1	1
Clpb	Cdk5rap2	1
Clpb	Mbd3	1
Clpb	Zbtb48	1
Cradd	Zfp46	1
Cradd	Nr2c1	1
D17Wsu92e	Cenpb	1
D17Wsu92e	Men1	1
D17Wsu92e	Gtf2b	1
D17Wsu92e	Erf	1
D17Wsu92e	Drap1	1
D17Wsu92e	Edf1	1
D17Wsu92e	Nfyc	1
D17Wsu92e	Taf13	1
D17Wsu92e	Taf12	1
D19Wsu162e	Rybp	1
D19Wsu162e	Nfic	1
D19Wsu162e	Nfyc	1
D19Wsu162e	Rxra	1
Ggcx	Stat5b	1
Ggcx	Plagl2	1
Ggcx	Atf5	1
Ggcx	Grlf1	1
Ggcx	Taf1c	1
Gm2a	Nfic	1
Gm2a	Nfix	1
Gm2a	Atoh8	1
Gm2a	Zfp750	1
Gm2a	Irf5	1
Gna12	Stat5b	1
Gna12	Nfic	1
Gna12	Men1	1
Gna12	Gtf2i	1
Gna12	Atoh8	1
Gna12	Mta1	1
Mad1l1	Trp53	1
Nfic	Thumpd3	1
Nfic	Eml4	1
Nfic	Pigf	1
Nfic	Tpd52	1
Nfic	Stk39	1
Nfic	B4galt6	1
Nfic	Arfgap3	1
Nfic	Ydjc	1
Nfic	1700019D03Rik	1
Nfic	Erlin2	1
Nfic	Ppm1h	1
Nfic	Zdhhc23	1
Nfic	Slc35b3	1
Nfic	Lrrc1	1
Nfic	Acsl4	1
Nfic	Adipor1	1
Nfic	Aes	1
Nfic	Agl	1
Nfic	Akt1s1	1
Nfic	Angptl2	1
Nfic	Asb8	1
Nfic	Atf5	1
Nfic	Cgrrf1	1
Nfic	Ctdnep1	1
Nfic	Dapk1	1
Nfic	Dmpk	1
Nfic	Drap1	1
Nfic	Dusp23	1
Nfic	Ehd3	1
Nfic	Ephx1	1
Nfic	Flt4	1
Nfic	Gys1	1
Nfic	Hc	1
Nfic	Hipk3	1
Nfic	Hspb8	1
Nfic	Igfbp2	1
Nfic	Il6st	1
Nfic	Kif1c	1
Nfic	Msrb3	1
Nfic	Ncor2	1
Nfic	Neurl2	1
Nfic	Nfix	1
Nfic	Npc1	1
Nfic	Pir	1
Nfic	Pitpnm2	1
Nfic	Pla2g15	1
Nfic	Ptms	1
Nfic	Rad23a	1
Nfic	Samd4	1
Nfic	Sdc2	1
Nfic	Sec14l4	1
Nfic	Slc29a1	1
Nfic	Snta1	1
Nfic	Steap3	1
Nfic	Tef	1
Nfic	Tmem109	1
Nfic	Tsc2	1
Nfic	Tspan4	1
Nfic	Vegfb	1
Nfic	Wipi1	1
Nfic	Zcchc24	1
Nfic	Grlf1	1
Nfic	Arid5b	1
Pex5	Men1	1
Pex5	Zfp787	1
Phkg2	Safb	1
Phkg2	Pbx4	1
Phkg2	Gmeb1	1
Phkg2	Mbd3	1
Phkg2	Dmap1	1
Phkg2	Zbtb48	1
Plekhj1	Rara	1
Plekhj1	Rbck1	1
Plekhj1	Zfp46	1
Plekhj1	Cxxc1	1
Plekhj1	Atf6b	1
Plekhj1	Zfp524	1
Plekhj1	Hmg20b	1
Plekhj1	Nr1h2	1
Plekhj1	Safb2	1
Plekhj1	E2f4	1
Plekhj1	Trp53	1
Plekhj1	Taf13	1
Plekhj1	Taf12	1
Plekhj1	Mta2	1
Pnkp	Thap7	1
Por	Cenpb	1
Por	Zfp618	1
Por	Smarce1	1
Por	Hmga2	1
Por	Taf13	1
Ppp2r5a	Stat5b	1
Ppp2r5a	Zfp711	1
Ppp2r5a	Zfp750	1
Ppp2r5a	Crebl2	1
Rabggta	Cxxc1	1
Rabggta	Zfp524	1
Rabggta	Zfpm1	1
Rabggta	Irf3	1
Rad23a	Men1	1
Rad23a	Drap1	1
Rad23a	Edf1	1
Rad23a	Cxxc1	1
Rad23a	Pknox1	1
Rad23a	Zfp326	1
Rad23a	Mbd3	1
Rad23a	Hsf1	1
Rad23a	Taf13	1
Rad23a	Taf12	1
Repin1	Prrx1	1
Rnd1	Zfp618	1
Rnd1	Atf5	1
Rnd1	Mbd1	1
Sigmar1	Zfp64	1
Sigmar1	Nfyc	1
Sigmar1	Mlx	1
Sirt4	Men1	1
Sirt4	Cxxc1	1
Slc29a1	Stat5b	1
Slc29a1	Gtf2i	1
Slc29a1	Atoh8	1
Slc29a1	Grlf1	1
Slc29a1	Zfp239	1
Stat5b	Pigf	1
Stat5b	Panx1	1
Stat5b	Mdh2	1
Stat5b	Fam110c	1
Stat5b	Gdpd1	1
Stat5b	Me2	1
Stat5b	D8Ertd82e	1
Stat5b	Abca2	1
Stat5b	Clip1	1
Stat5b	Dcaf8	1
Stat5b	Gabarapl1	1
Stat5b	Ghr	1
Stat5b	Lpin1	1
Stat5b	Mr1	1
Stat5b	Nek7	1
Stat5b	Rapgef4	1
Stat5b	Tsc22d3	1
Stat5b	Ubr2	1
Stat5b	Gtf2i	1
Stat5b	Hmga2	1
Stat5b	Rbbp8	1
Stat5b	Taf1c	1
Tex264	Crebl2	1
Tgfb1	Nfkb2	1
Tgfb1	Ikzf1	1
Tgfb1	Hmbox1	1
Tgfb1	Snai1	1
Tgfb1	Rela	1
Tgfb1	Tcf7	1
Tgfb1	Irf5	1
Tnpo2	Zfp64	1
Tnpo2	Cxxc1	1
Tnpo2	Pknox1	1
Tnpo2	Tcea1	1
Tnpo2	Atf6b	1
Tnpo2	Srebf2	1
Tnpo2	Tcf3	1
Tnpo2	Taf13	1
Vac14	Atf6b	1
Vac14	Mbd3	1
Vac14	Trp53	1
Vac14	Dmap1	1
Xylt2	Rara	1
Xylt2	Men1	1
Xylt2	Zfp524	1
Pigf	Hmga2	1
Panx1	Gtf2i	1
Panx1	Mafg	1
Panx1	Atf5	1
Mdh2	Phb	1
Mdh2	Hinfp	1
Mdh2	Grlf1	1
Mdh2	Gtf2f1	1
Mdh2	Zfp239	1
Fam110c	Ppard	1
Fam110c	Atf5	1
Fam110c	Ascl2	1
Fam110c	Smarca2	1
Gdpd1	Purb	1
Gdpd1	Hhex	1
Gdpd1	Relb	1
Me2	Atf5	1
Me2	Hinfp	1
Me2	Grlf1	1
Me2	Jarid2	1
Me2	Hhex	1
Me2	Zfp239	1
Me2	Rb1	1
D8Ertd82e	Hmga2	1
D8Ertd82e	Atf5	1
Abca2	Usf2	1
Clip1	Mef2a	1
Dcaf8	Grlf1	1
Gabarapl1	Hmga2	1
Gabarapl1	Atf5	1
Gabarapl1	Grlf1	1
Gabarapl1	E2f3	1
Gabarapl1	Cry2	1
Gabarapl1	Zfp239	1
Ghr	Nfib	1
Ghr	Fosl2	1
Ghr	E2f2	1
Ghr	Ets2	1
Ghr	Relb	1
Ghr	Taf1c	1
Ghr	Tnfaip3	1
Lpin1	Zfp239	1
Rapgef4	Csda	1
Rapgef4	Plagl2	1
Rapgef4	Fosl2	1
Rapgef4	Prox1	1
Ubr2	Zbtb48	1
Hbp1	Pcdh10	1
Hbp1	Cend1	1
Hbp1	Coch	1
Hbp1	Cdkn2a	1
Hbp1	Dlg1	1
Hbp1	Lpar6	1
Hbp1	Man1a	1
Pcdh10	Olig1	1
Pcdh10	Cbx2	1
Pcdh10	Whsc1	1
Pcdh10	Mybl1	1
Pcdh10	E2f1	1
Pcdh10	Lrrfip1	1
Pcdh10	Foxk2	1
Pcdh10	Arnt2	1
Pcdh10	Cdkn2a	1
Pcdh10	Pou4f1	1
Pcdh10	Nfatc1	1
Pcdh10	Nr2f1	1
Pcdh10	Zfp217	1
Cend1	Lhx1	1
Cend1	Mybl1	1
Cend1	E2f1	1
Cend1	Cdkn2a	1
Cend1	Pou4f1	1
Cend1	Zfp217	1
Coch	Cbx2	1
Coch	Mybl1	1
Coch	Cdkn2a	1
Coch	Pou4f1	1
Coch	Zfp217	1
Cdkn2a	Cbx2	1
Cdkn2a	Mybl1	1
Cdkn2a	Foxk2	1
Cdkn2a	Cept1	1
Cdkn2a	Gsto1	1
Cdkn2a	Smpdl3a	1
Cdkn2a	Man1a	1
Cdkn2a	Ifitm2	1
Cdkn2a	Ngly1	1
Cdkn2a	Hist1h2bc	1
Cdkn2a	Myd88	1
Cdkn2a	Pkp2	1
Cdkn2a	Zfp36l1	1
Cdkn2a	Abcg2	1
Cdkn2a	Ifitm3	1
Cdkn2a	Athl1	1
Cdkn2a	Cmtm6	1
Cdkn2a	Gng5	1
Cdkn2a	Dram2	1
Cdkn2a	Vwa5a	1
Cdkn2a	Marveld2	1
Cdkn2a	Lpar6	1
Cdkn2a	Serinc5	1
Cdkn2a	Zfp217	1
Cdkn2a	Spata13	1
Cdkn2a	Mavs	1
Cdkn2a	Ablim1	1
Cdkn2a	Dock1	1
Cdkn2a	Pla2g16	1
Cdkn2a	Krt18	1
Cdkn2a	Man2a1	1
Cdkn2a	4930502E18Rik	1
Cdkn2a	4930503L19Rik	1
Cdkn2a	6330407J23Rik	1
Cdkn2a	Acd	1
Cdkn2a	Ado	1
Cdkn2a	Ak5	1
Cdkn2a	Anapc11	1
Cdkn2a	Ankrd26	1
Cdkn2a	Atp1a3	1
Cdkn2a	BC030867	1
Cdkn2a	Cabp1	1
Cdkn2a	Ccdc123	1
Cdkn2a	Cdkn2c	1
Cdkn2a	Chst10	1
Cdkn2a	Cpt1c	1
Cdkn2a	D630023F18Rik	1
Cdkn2a	Dlg4	1
Cdkn2a	Dusp15	1
Cdkn2a	E2f1	1
Cdkn2a	Eif5a2	1
Cdkn2a	Elavl3	1
Cdkn2a	Eya1	1
Cdkn2a	Frmd3	1
Cdkn2a	Gabrb3	1
Cdkn2a	Gast	1
Cdkn2a	Gdap1l1	1
Cdkn2a	Gm1673	1
Cdkn2a	Helq	1
Cdkn2a	Hexim2	1
Cdkn2a	Igsf1	1
Cdkn2a	Igsf8	1
Cdkn2a	Katnal2	1
Cdkn2a	Kif1a	1
Cdkn2a	Lhx1	1
Cdkn2a	Lingo1	1
Cdkn2a	Lmo1	1
Cdkn2a	Lrp8	1
Cdkn2a	Nanos1	1
Cdkn2a	Nefh	1
Cdkn2a	Neto2	1
Cdkn2a	Neurl1a	1
Cdkn2a	Nin	1
Cdkn2a	Nsg2	1
Cdkn2a	Nudt10	1
Cdkn2a	Pdxp	1
Cdkn2a	Pnma2	1
Cdkn2a	Pnma5	1
Cdkn2a	Polr2j	1
Cdkn2a	Pou4f1	1
Cdkn2a	Ppp2r2c	1
Cdkn2a	Prph	1
Cdkn2a	Reep2	1
Cdkn2a	Rgs8	1
Cdkn2a	Rhox2a	1
Cdkn2a	Rhox5	1
Cdkn2a	Rpp25	1
Cdkn2a	Rtel1	1
Cdkn2a	Sacs	1
Cdkn2a	Sap30bp	1
Cdkn2a	Shc2	1
Cdkn2a	Shox2	1
Cdkn2a	Slc39a6	1
Cdkn2a	Slc6a15	1
Cdkn2a	Slc7a3	1
Cdkn2a	Slco5a1	1
Cdkn2a	Slmo1	1
Cdkn2a	Stac2	1
Cdkn2a	Syngr3	1
Cdkn2a	Tmem59l	1
Cdkn2a	Troap	1
Cdkn2a	Ube2o	1
Cdkn2a	Wdr62	1
Cdkn2a	Wdr90	1
Cdkn2a	Whsc1	1
Cdkn2a	Zfp941	1
Man1a	Mybl1	1
Man1a	Pou4f1	1
Ino80	Acin1	1
Ino80	Cabin1	1
Ino80	Ctr9	1
Ino80	Eif4g1	1
Ino80	Nol9	1
Ino80	Tcof1	1
Ino80	Trp53	1
Acin1	Wbp7	1
Acin1	Tcf3	1
Acin1	Ldb1	1
Eif4g1	Rnf4	1
Nol9	Zfp64	1
Nol9	Mybbp1a	1
Nol9	Tcea1	1
Nol9	Hnrnpab	1
Nol9	Snapc4	1
Nol9	Trp53	1
Nol9	Rnf4	1
Tcof1	Zfp64	1
Tcof1	Mybbp1a	1
Tcof1	Cdc5l	1
Tcof1	Snapc4	1
Tcof1	Trp53	1
Tcof1	Tcf3	1
Tcof1	Taf8	1
Trp53	Zfp64	1
Trp53	Mybbp1a	1
Trp53	Snapc4	1
Trp53	Gabpb1	1
Trp53	Sh3pxd2a	1
Trp53	1700052N19Rik	1
Trp53	4930471M23Rik	1
Trp53	9030624J02Rik	1
Trp53	Abcb8	1
Trp53	Api5	1
Trp53	Asb8	1
Trp53	Atic	1
Trp53	Bid	1
Trp53	Cactin	1
Trp53	Cad	1
Trp53	Ccdc86	1
Trp53	Cdk2	1
Trp53	Chchd5	1
Trp53	Cwc25	1
Trp53	D10Wsu102e	1
Trp53	Dapk3	1
Trp53	Dcp1a	1
Trp53	Ddx21	1
Trp53	Ddx27	1
Trp53	Ddx56	1
Trp53	Dhx38	1
Trp53	Dph2	1
Trp53	Eif4b	1
Trp53	Emg1	1
Trp53	Ewsr1	1
Trp53	Fbxl6	1
Trp53	Ftsj3	1
Trp53	Gcn1l1	1
Trp53	Helb	1
Trp53	Hira	1
Trp53	Ifrd2	1
Trp53	Immt	1
Trp53	Ino80e	1
Trp53	Kri1	1
Trp53	Lsg1	1
Trp53	Lsm2	1
Trp53	Mri1	1
Trp53	Mrpl12	1
Trp53	Mrpl19	1
Trp53	Mrpl43	1
Trp53	Mrps34	1
Trp53	Naa10	1
Trp53	Nle1	1
Trp53	Noc3l	1
Trp53	Nubp1	1
Trp53	Nup188	1
Trp53	Phf12	1
Trp53	Polr3b	1
Trp53	Polr3c	1
Trp53	Polr3f	1
Trp53	Pop1	1
Trp53	Prmt10	1
