pathway,nums,percent,pvalue
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.14285714285714285,0.006
Signaling pathways regulating pluripotency of stem cells,141,0.02127659574468085,0.006
NADH dehydrogenase (ubiquinone) 1 beta subcomplex,14,0.35714285714285715,0.007
Hepatocellular carcinoma,174,0.06321839080459771,0.007
Cell adhesion molecules,182,0.11538461538461539,0.008
Colorectal cancer,88,0.11363636363636363,0.008
Glycolysis / Gluconeogenesis,70,0.22857142857142856,0.009
PPAR signaling pathway,90,0.07777777777777778,0.01
Proximal tubule bicarbonate reclamation,22,0.13636363636363635,0.01
Lipid and atherosclerosis,216,0.18055555555555555,0.01
"Pyruvate oxidation, pyruvate => acetyl-CoA",5,0.6,0.015
Endometrial cancer,58,0.05172413793103448,0.016
Hypertrophic cardiomyopathy,91,0.2087912087912088,0.016
Th1 and Th2 cell differentiation,89,0.16853932584269662,0.017
Hypertrophic cardiomyopathy (HCM),84,0.19047619047619047,0.019
mTOR signaling pathway,158,0.0379746835443038,0.02
Butanoate metabolism,28,0.21428571428571427,0.021
Cysteine and methionine metabolism,57,0.05263157894736842,0.021
Legionellosis,60,0.16666666666666666,0.022
Platinum drug resistance,80,0.15,0.022
Fc epsilon RI signaling pathway,68,0.07352941176470588,0.023
PI3K-Akt signaling pathway,373,0.13672922252010725,0.023
Motor proteins,196,0.09693877551020408,0.023
Non-small cell lung cancer,72,0.05555555555555555,0.027
Immunoproteasome,18,0.16666666666666666,0.028
Cell adhesion molecules (CAMs),169,0.11242603550295859,0.03
RNA degradation,90,0.044444444444444446,0.032
Central carbon metabolism in cancer,69,0.15942028985507245,0.032
Cocaine addiction,48,0.10416666666666667,0.033
Hepatitis B,163,0.22085889570552147,0.035
cAMP signaling,15,0.2,0.036
Peroxisome,87,0.05747126436781609,0.037
Longevity regulating pathway - multiple species,62,0.0967741935483871,0.04
Cellular senescence,183,0.0546448087431694,0.04
Cytokine-cytokine receptor interaction,326,0.08895705521472393,0.043
FoxO signaling pathway,133,0.06015037593984962,0.048
Phospholipase D signaling pathway,150,0.12666666666666668,0.051
Olfactory transduction,2230,0.0013452914798206279,0.052
Regulation of lipolysis in adipocytes,57,0.07017543859649122,0.053
Renin secretion,76,0.039473684210526314,0.055
Biosynthesis of amino acids,84,0.27380952380952384,0.056
Glioma,74,0.0945945945945946,0.056
Apoptosis,137,0.1678832116788321,0.06
Glyoxylate and dicarboxylate metabolism,32,0.125,0.061
Long-term depression,61,0.13114754098360656,0.062
Th17 cell differentiation,107,0.12149532710280374,0.064
Spinocerebellar ataxia,141,0.18439716312056736,0.064
Fatty acid metabolism,64,0.1875,0.066
EGFR tyrosine kinase inhibitor resistance,79,0.1518987341772152,0.066
Mineral absorption,56,0.05357142857142857,0.068
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",11,0.5454545454545454,0.07
Biosynthesis of nucleotide sugars,38,0.07894736842105263,0.075
Protein processing in endoplasmic reticulum,183,0.12021857923497267,0.076
Cytochrome bc1 complex,10,0.3,0.077
RIG-I-like receptor signaling pathway,73,0.1232876712328767,0.078
Calcium signaling pathway,254,0.10236220472440945,0.079
Proteasome,47,0.0851063829787234,0.079
Fructose and mannose metabolism,38,0.07894736842105263,0.083
Chagas disease,103,0.038834951456310676,0.084
Fc gamma R-mediated phagocytosis,97,0.041237113402061855,0.09
Amino sugar and nucleotide sugar metabolism,52,0.057692307692307696,0.092
Cytosolic DNA-sensing pathway,80,0.1375,0.093
GABAergic synapse,91,0.04395604395604396,0.103
Gastric cancer,150,0.07333333333333333,0.103
Polycomb repressive complex,84,0.047619047619047616,0.105
Toll-like receptor signaling pathway,104,0.028846153846153848,0.107
HIF-1 signaling pathway,120,0.041666666666666664,0.108
"Valine, leucine and isoleucine degradation",57,0.19298245614035087,0.11
Rheumatoid arthritis,87,0.06896551724137931,0.113
Aldosterone synthesis and secretion,105,0.02857142857142857,0.114
Renal cell carcinoma,68,0.08823529411764706,0.114
Bile secretion,100,0.03,0.118
ErbB signaling pathway,86,0.11627906976744186,0.12
Lysosome,136,0.04411764705882353,0.122
Lipoic acid metabolism,19,0.42105263157894735,0.124
T cell receptor signaling pathway,125,0.12,0.126
Morphine addiction,91,0.054945054945054944,0.126
Prion diseases,34,0.08823529411764706,0.128
Salivary secretion,88,0.045454545454545456,0.134
Glucagon signaling pathway,108,0.1388888888888889,0.138
Cortisol synthesis and secretion,72,0.05555555555555555,0.14
Adrenergic signaling in cardiomyocytes,156,0.17307692307692307,0.143
"Alanine, aspartate and glutamate metabolism",41,0.17073170731707318,0.143
Vasopressin-regulated water reabsorption,44,0.09090909090909091,0.146
Inflammatory bowel disease,62,0.0967741935483871,0.147
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.1388888888888889,0.149
Adipocytokine signaling pathway,73,0.0410958904109589,0.151
Hepatitis C,166,0.18674698795180722,0.151
Jak-STAT signaling pathway,159,0.050314465408805034,0.156
Choline metabolism in cancer,98,0.061224489795918366,0.161
Apelin signaling pathway,145,0.25517241379310346,0.166
Starch and sucrose metabolism,36,0.08333333333333333,0.167
Insulin secretion,86,0.08139534883720931,0.168
Inflammatory bowel disease (IBD),59,0.1016949152542373,0.17
Cell cycle,157,0.10191082802547771,0.174
Wnt signaling pathway,180,0.027777777777777776,0.177
Leishmaniasis,70,0.04285714285714286,0.183
Endocrine resistance,93,0.043010752688172046,0.183
Tuberculosis,180,0.1388888888888889,0.188
Chagas disease (American trypanosomiasis),101,0.0297029702970297,0.189
Thyroid hormone synthesis,74,0.0945945945945946,0.19
Salmonella infection,253,0.21739130434782608,0.192
Chronic myeloid leukemia,76,0.05263157894736842,0.193
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",27,0.1111111111111111,0.203
Viral myocarditis,87,0.16091954022988506,0.209
Measles,145,0.16551724137931034,0.213
JAK-STAT signaling pathway,171,0.07602339181286549,0.214
C-type lectin receptor signaling pathway,112,0.16071428571428573,0.215
p53 signaling pathway,74,0.08108108108108109,0.217
Protein digestion and absorption,110,0.08181818181818182,0.223
Sphingolipid signaling pathway,127,0.15748031496062992,0.223
Aldosterone-regulated sodium reabsorption,39,0.07692307692307693,0.225
mRNA surveillance pathway,105,0.19047619047619047,0.23
Glutamatergic synapse,116,0.0603448275862069,0.234
"Parathyroid hormone synthesis, secretion and action",108,0.12962962962962962,0.243
TNF signaling pathway,115,0.02608695652173913,0.247
Amoebiasis,107,0.04672897196261682,0.256
Autophagy - animal,167,0.0658682634730539,0.259
Ovarian steroidogenesis,65,0.046153846153846156,0.262
Hippo signaling pathway,158,0.05063291139240506,0.278
Cul4-DDB1-DDB2 complex,6,0.5,0.288
Cul4-DDB1-CSA complex,6,0.5,0.289
Fluid shear stress and atherosclerosis,147,0.19727891156462585,0.294
Chemokine signaling pathway,204,0.1323529411764706,0.297
Rap1 signaling pathway,218,0.16055045871559634,0.298
Insulin resistance,110,0.1,0.298
Malaria,57,0.10526315789473684,0.303
Hematopoietic cell lineage,98,0.030612244897959183,0.313
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.09090909090909091,0.314
Ubiquitin mediated proteolysis,151,0.1456953642384106,0.315
Neuroactive ligand-receptor interaction,393,0.02544529262086514,0.323
MAPK signaling pathway,252,0.16666666666666666,0.326
Protein export,31,0.12903225806451613,0.328
Inflammatory mediator regulation of TRP channels,127,0.05511811023622047,0.332
Coronavirus disease - COVID-19,249,0.11646586345381527,0.334
"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",10,0.4,0.338
Neurotrophin signaling pathway,121,0.10743801652892562,0.346
Nucleotide metabolism,84,0.07142857142857142,0.35
Nucleocytoplasmic transport,117,0.1623931623931624,0.359
Regulation of actin cytoskeleton,239,0.16736401673640167,0.366
Progesterone-mediated oocyte maturation,92,0.09782608695652174,0.378
Human T-cell leukemia virus 1 infection,249,0.1646586345381526,0.385
Alcoholism,205,0.05853658536585366,0.386
Base excision repair,49,0.12244897959183673,0.399
B cell receptor signaling pathway,85,0.2235294117647059,0.403
Sulfur metabolism,14,0.35714285714285715,0.407
Human papillomavirus infection,361,0.11634349030470914,0.407
Oocyte meiosis,123,0.15447154471544716,0.408
MCM complex,6,0.5,0.413
Ras signaling pathway,242,0.17768595041322313,0.419
Retinol metabolism,97,0.030927835051546393,0.425
Apoptosis - multiple species,33,0.15151515151515152,0.434
Kaposi sarcoma-associated herpesvirus infection,223,0.17937219730941703,0.434
RNA transport,167,0.15568862275449102,0.436
Epstein-Barr virus infection,230,0.1608695652173913,0.437
Viral life cycle - HIV-1,61,0.11475409836065574,0.438
Serotonergic synapse,133,0.08270676691729323,0.44
Proteoglycans in cancer,205,0.1951219512195122,0.446
Amyotrophic lateral sclerosis (ALS),52,0.09615384615384616,0.448
Melanoma,72,0.05555555555555555,0.455
MicroRNAs in cancer,303,0.033003300330033,0.457
IL-17 signaling pathway,93,0.03225806451612903,0.465
Breast cancer,147,0.08843537414965986,0.477
Leukocyte transendothelial migration,121,0.1652892561983471,0.493
GnRH signaling pathway,90,0.1111111111111111,0.495
Relaxin signaling pathway,129,0.17829457364341086,0.495
"Glycolysis, core module involving three-carbon compounds",13,0.23076923076923078,0.496
Bacterial invasion of epithelial cells,76,0.13157894736842105,0.499
Exon junction complex (EJC),22,0.22727272727272727,0.503
Dorso-ventral axis formation,26,0.11538461538461539,0.509
Yersinia infection,135,0.05185185185185185,0.516
mmuK signaling pathway,301,0.19601328903654486,0.519
Transcriptional misregulation in cancer,224,0.0625,0.52
Thyroid hormone signaling pathway,120,0.19166666666666668,0.522
Phosphatidylinositol signaling system,99,0.04040404040404041,0.535
Drug metabolism - other enzymes,92,0.08695652173913043,0.541
Necroptosis,175,0.06857142857142857,0.542
NF-kappa B signaling pathway,114,0.20175438596491227,0.556
cAMP signaling pathway,224,0.11607142857142858,0.558
Adherens junction,93,0.15053763440860216,0.568
"Ribosome, eukaryotes",98,0.15306122448979592,0.58
BRCA1-associated genome surveillance complex (BASC),16,0.1875,0.586
Antigen processing and presentation,97,0.13402061855670103,0.598
Focal adhesion,204,0.14215686274509803,0.61
Nuclear pore complex,41,0.1951219512195122,0.618
Circadian rhythm,37,0.10810810810810811,0.623
Longevity regulating pathway,90,0.16666666666666666,0.623
Notch signaling pathway,63,0.047619047619047616,0.626
Dopaminergic synapse,138,0.10869565217391304,0.636
Efferocytosis,155,0.18064516129032257,0.641
Axon guidance,183,0.11475409836065574,0.646
Insulin signaling pathway,143,0.1048951048951049,0.647
Pyrimidine metabolism,107,0.07476635514018691,0.658
eIF4F complex,8,0.375,0.66
Cytochrome c oxidase,25,0.16,0.674
Human immunodeficiency virus 1 infection,239,0.17573221757322174,0.683
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",20,0.2,0.691
Small cell lung cancer,93,0.17204301075268819,0.697
TGF-beta signaling pathway,112,0.08035714285714286,0.699
Chemical carcinogenesis - receptor activation,225,0.13333333333333333,0.699
Phagosome,192,0.0625,0.701
Long-term potentiation,67,0.16417910447761194,0.706
Tight junction,179,0.11731843575418995,0.708
Pathways in cancer,543,0.23756906077348067,0.708
Circadian entrainment,100,0.09,0.726
Biosynthesis of cofactors,152,0.07894736842105263,0.727
Inositol phosphate metabolism,73,0.0821917808219178,0.728
Nucleotide excision repair,58,0.13793103448275862,0.729
Endocrine and other factor-regulated calcium reabsorption,61,0.13114754098360656,0.735
DNA replication,35,0.2571428571428571,0.736
cGMP-PKG signaling pathway,175,0.11428571428571428,0.753
NOD-like receptor signaling pathway,220,0.09545454545454546,0.759
Arrhythmogenic right ventricular cardiomyopathy,77,0.16883116883116883,0.781
Human cytomegalovirus infection,255,0.20392156862745098,0.782
Viral carcinogenesis,228,0.2236842105263158,0.792
Oxytocin signaling pathway,154,0.12987012987012986,0.797
Prostate cancer,99,0.13131313131313133,0.821
Cholinergic synapse,114,0.09649122807017543,0.831
Osteoclast differentiation,140,0.12142857142857143,0.832
Herpes simplex infection,215,0.21395348837209302,0.837
Gap junction,86,0.16279069767441862,0.852
Purine metabolism,185,0.13513513513513514,0.856
Natural killer cell mediated cytotoxicity,123,0.08130081300813008,0.86
Influenza A,173,0.1329479768786127,0.862
Cardiac muscle contraction,87,0.3218390804597701,0.873
Estrogen signaling pathway,134,0.08955223880597014,0.882
Herpes simplex virus 1 infection,458,0.09606986899563319,0.886
Melanogenesis,100,0.07,0.891
Cushing syndrome,162,0.11728395061728394,0.906
Spliceosome,186,0.021505376344086023,0.908
Toxoplasmosis,109,0.22935779816513763,0.91
Endocytosis,297,0.15488215488215487,0.92
DNA polymerase delta complex,4,0.75,0.931
Platelet activation,126,0.19047619047619047,0.935
Amphetamine addiction,69,0.13043478260869565,0.94
HTLV-I infection,283,0.18021201413427562,0.963
Ribosome,187,0.06951871657754011,0.964
Mismatch repair,22,0.13636363636363635,0.969
"Growth hormone synthesis, secretion and action",117,0.1623931623931624,0.973
Ribosome biogenesis in eukaryotes,125,0.048,0.986
