GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
Banp,0.5323643,0.03383442,0.51721126,-0.028937709,0.5172113,-0.028937723,0.5172113,-0.02893772,0.5172113,-0.028937727,0.51721126,-0.028937731,0.5323643,0.033834413
Barx1,0.3551131,0.12924694,0.34892476,0.08802366,0.34892476,0.08802366,0.34892476,0.08802365,0.34892476,0.08802367,0.34892476,0.08802364,0.33938396,0.10049301
Basp1,0.40141213,-0.32627332,0.34418982,-0.5873411,0.40289372,-0.37374616,0.35728467,-0.54723865,0.36915642,-0.51692855,0.40031052,-0.3803212,0.37421554,-0.34620398
Baz2a,0.26372838,0.11307211,0.26372838,0.113072135,0.26372844,0.113072105,0.26372838,0.11307212,0.26372838,0.11307213,0.26372838,0.11307213,0.26372838,0.11307213
Bbx,0.18657136,0.07587464,0.1864559,0.0698781,0.18384248,0.050525367,0.18473229,0.050850607,0.18667954,0.069850236,0.18645597,0.0698781,0.18038231,0.033928186
Bcl11b,1.3744979,0.26256746,1.3744979,0.2625674,1.373658,0.25065166,1.3736582,0.25065166,1.373658,0.25065166,1.3736582,0.25065166,1.3744979,0.2625674
Bcl3,0.5093464,-0.22406004,0.46716994,-0.33854026,0.45900202,-0.32379037,0.45529336,-0.3391537,0.4552933,-0.3391537,0.45796478,-0.3248368,0.49304944,-0.10773657
Bcl6,0.60532653,-0.33015668,0.56231517,-0.19233245,0.63183033,-0.2844792,0.57167083,-0.18689555,0.641186,-0.27904236,0.63183033,-0.2844792,0.62519914,-0.28580308
Bcl6b,0.84984857,0.16259354,0.84984857,0.16259356,0.84984857,0.16259353,0.84984857,0.16259354,0.8498487,0.16259354,0.8498487,0.16259354,0.84984857,0.16259354
Bclaf1,1.2674971,-0.12972794,1.0665123,-0.7608014,1.0313644,-0.86586666,1.0525503,-0.87233895,1.1009047,-0.7463534,1.0676806,-0.77509105,1.052499,-0.87828964
Bcor,0.78596514,-0.4293604,0.729472,-0.86406815,0.72149813,-0.8839201,0.7378839,-0.901165,0.7531896,-0.8283399,0.72611856,-0.8613114,0.6129969,-0.87529916
Bdp1,1.2736104,-0.015696213,1.2118688,-0.2719447,1.207803,-0.29822683,1.2083514,-0.29802626,1.2124174,-0.27174413,1.2118685,-0.27194464,1.2370186,-0.13595091
Bhlha15,0.2761212,0.117590934,0.27612126,0.117590964,0.27612126,0.11759096,0.2761212,0.11759097,0.2761212,0.117590964,0.27612126,0.11759096,0.27612126,0.11759097
Bhlhe40,0.6213729,-0.065089464,0.5985544,-0.08590993,0.6027009,-0.08146541,0.6014086,-0.084315166,0.60660934,-0.07550237,0.6008861,-0.088982105,0.59628946,-0.08602489
Bhlhe41,-0.21221188,-0.0058273003,0.01992929,0.0326472,0.01992929,0.032647192,0.01992929,0.032647178,0.01992929,0.032647204,0.01992929,0.032647215,0.01992932,0.032647192
Blm,1.1317124,0.15142214,1.1317124,0.15142214,1.1317124,0.15142214,1.1317124,0.15142217,1.1317122,0.15142216,1.1317124,0.15142216,1.1317122,0.15142214
Bmi1,0.30722362,0.020679224,0.2515906,-0.24789636,0.27590162,-0.1471871,0.25159067,-0.24789636,0.25159067,-0.24789636,0.2679811,-0.17999817,0.27036893,-0.13199306
Bnc2,-0.019482419,-1.6258364,0.6752581,-0.5606135,0.5920185,-0.41525674,0.7868603,-0.24994047,0.94651574,0.18700375,0.9465155,0.18700382,0.94651586,0.18700379
Bptf,1.1038296,-0.44523227,0.9825457,-0.38716513,0.89897865,-0.74334615,0.9031325,-0.74246246,0.90557283,-0.7265131,0.90141875,-0.7273967,0.7861509,-0.53119874
Brca1,0.9430856,0.14804444,0.9430856,0.14804447,0.9430856,0.1480444,0.9430856,0.14804447,0.9430856,0.14804447,0.9430856,0.14804444,0.9430856,0.14804445
Brca2,1.0329585,0.15944839,1.0329585,0.15944842,1.0329585,0.1594484,1.0329585,0.15944842,1.0329585,0.15944842,1.0329585,0.15944842,1.0329585,0.15944843
Brd4,0.2866853,0.08438109,0.27791053,0.07360202,0.27702725,0.06672541,0.27702725,0.06672542,0.2770272,0.06672543,0.2770272,0.06672543,0.2770272,0.06672542
Brd7,-0.008939505,0.1009354,-0.008939505,0.1009354,-0.008939505,0.100935414,-0.008939475,0.100935385,-0.008939505,0.1009354,-0.008939475,0.10093537,-0.008939505,0.1009354
Brip1,1.7140212,0.35789615,1.5636623,-0.21381935,1.530421,-0.3249181,1.5559187,-0.32697475,1.5802896,-0.2908244,1.5204201,-0.36880165,1.5997376,-0.21629915
C1d,0.79909676,-0.23490186,0.70201045,-0.47116005,0.70255435,-0.46344298,0.70788586,-0.4677456,0.70788574,-0.46774566,0.70201033,-0.4711601,0.71128947,-0.4468674
Calcoco1,0.755356,-0.030328564,0.755356,-0.03032855,0.755356,-0.030328542,0.755356,-0.030328542,0.755356,-0.030328527,0.755356,-0.030328542,0.75535613,-0.030328557
Camta1,0.5211392,-0.053254277,0.49165356,-0.18174955,0.49845046,-0.15359317,0.4916535,-0.18174952,0.4916535,-0.18174952,0.49623603,-0.16276653,0.46924466,-0.1779688
Camta2,0.6902527,-0.18555814,0.71145993,-0.13493748,0.7136757,-0.12575842,0.72517955,-0.12891495,0.7251796,-0.12891497,0.71295404,-0.12874895,0.72516054,-0.13338517
Carhsp1,1.0322053,0.104784064,1.0063643,-0.007829532,1.0103083,0.008507237,1.0063646,-0.007829532,1.0063643,-0.007829525,1.0063643,-0.007829525,1.0037055,-0.018843733
Carm1,0.41838443,-0.04691472,0.42188638,-0.13417022,0.37945068,-0.22033747,0.3637678,-0.26807094,0.36896795,-0.27492195,0.37103516,-0.26386237,0.33779162,-0.18709187
Casz1,0.29828966,0.0161906,0.27934712,0.04094753,0.27934706,0.04094757,0.27934706,0.040947556,0.27934706,0.04094756,0.27934706,0.04094756,0.27934712,0.040947553
Cbfb,0.6772061,-0.41797686,0.45179027,-1.3350573,0.44913954,-1.2556698,0.41095674,-1.4579945,0.6719483,-0.7419573,0.4520206,-1.237581,0.3220268,-1.2551632
Cbx2,0.8966791,-0.067162454,0.9072767,-0.07866064,0.911192,-0.06817022,0.91082984,-0.076890126,0.9180102,-0.051752478,0.9111919,-0.06817022,0.89889854,-0.051493987
Cc2d1a,0.75203425,-0.019723173,0.752034,-0.019723155,0.7520341,-0.019723162,0.7520341,-0.019723177,0.7520341,-0.019723158,0.7520341,-0.019723158,0.7520341,-0.01972315
Cc2d1b,0.4230137,0.091066696,0.4230137,0.091066696,0.42301363,0.091066696,0.4230137,0.091066696,0.4230137,0.091066696,0.4230137,0.091066696,0.4230137,0.091066696
Ccnt1,0.10532138,0.020473924,0.11618492,0.09344243,0.11618495,0.093442455,0.11618492,0.09344244,0.11618492,0.09344246,0.11618495,0.093442425,0.11618492,0.093442455
Cdc5l,1.0408661,0.019225504,0.89745206,-0.5375396,0.87235326,-0.6020928,0.9114979,-0.5910279,0.9605698,-0.5002838,0.90480775,-0.5442745,0.89511484,-0.6553837
Cdk5rap2,1.3406155,-0.16077867,1.3067269,-0.31817597,1.3087194,-0.31830645,1.3193717,-0.31278908,1.3210001,-0.31493425,1.3086762,-0.31892306,1.30514,-0.32110238
Cdk9,0.3668409,0.0684821,0.30108583,-0.16203153,-0.041425884,-1.0077105,-0.023387998,-1.0000857,-0.023388028,-1.0000856,-0.041425884,-1.0077106,0.3124894,-0.13589925
Cdkn2a,0.7716921,0.03559864,0.78107363,0.09539838,0.7810735,0.09539841,0.78588504,0.09767114,0.78588504,0.09767113,0.78107363,0.0953984,0.7855446,0.09626067
Cebpa,0.89948577,-0.06701483,0.7653647,-0.44079882,0.847935,-0.2083947,0.7723107,-0.43757123,0.7842805,-0.45345217,0.7976776,-0.382724,0.7871569,-0.4457686
Cebpb,0.43610054,0.10914502,0.42970031,0.08775751,0.42970031,0.08775753,0.42970026,0.08775751,0.42970026,0.08775751,0.42970031,0.08775752,0.41881067,0.065497026
Cebpg,0.08129674,0.082586706,0.08129674,0.082586706,0.08129677,0.08258671,0.08129674,0.082586706,0.08129677,0.08258671,0.08129677,0.08258671,0.08129677,0.08258671
Cenpb,0.4407916,0.16355819,0.4310562,0.13102593,0.43105626,0.13102596,0.43105614,0.13102594,0.43105626,0.13102593,0.4310562,0.13102594,0.4407916,0.1635582
Cggbp1,0.8747038,-0.016733646,0.6122283,-0.8087129,0.52236587,-1.0038677,0.539743,-0.9962716,0.69858575,-0.56474125,0.49113888,-1.0663915,0.6426321,-0.8082034
Chd1,0.8514115,-0.078890294,0.84041506,-0.2324851,0.74089557,-0.4823112,0.74661165,-0.49637824,0.7507964,-0.45898873,0.74389344,-0.46176118,0.8467662,-0.22322784
Chd4,0.29375517,0.103555806,0.2841742,0.070360206,0.28581816,0.053285867,0.281048,0.047434844,0.28801805,0.06618407,0.2874444,0.0660519,0.2785325,0.024150658
Chd7,-0.03811358,0.08763162,-0.03811358,0.08763162,-0.038113564,0.08763162,-0.03811358,0.08763162,-0.038113564,0.087631635,-0.038113564,0.087631635,-0.038113564,0.087631635
Chd8,0.4253373,0.10641807,0.42533737,0.10641806,0.42533737,0.10641805,0.4253373,0.10641807,0.4253373,0.10641809,0.4253373,0.10641809,0.4253373,0.10641809
Chd9,0.35977262,0.061096903,0.3597725,0.0610969,0.35977262,0.06109689,0.35977262,0.061096907,0.35977262,0.0610969,0.35977268,0.061096884,0.35977256,0.061096914
Churc1,0.67034817,-1.0104743,1.1122909,0.058001548,1.1191995,0.048899613,1.1191998,0.04889959,1.1191995,0.04889959,1.1191998,0.048899587,1.1191995,0.04889957
Cic,0.2811119,0.092432134,0.2811119,0.092432134,0.2811119,0.09243214,0.2811119,0.09243214,0.2811119,0.09243214,0.2811119,0.09243213,0.2811119,0.09243213
Cited1,0.1660257,0.086821616,0.1660257,0.086821616,0.1660257,0.086821616,0.1660257,0.086821616,0.1660257,0.086821616,0.1660257,0.086821616,0.1660257,0.086821616
Clock,0.26648372,0.083528675,0.26648372,0.083528675,0.26648372,0.083528675,0.26648372,0.083528675,0.26648372,0.083528675,0.26648372,0.08352867,0.26648372,0.08352867
Cnbp,0.8543698,-0.09986748,0.7101367,-0.66841227,0.76214,-0.49079984,0.75416714,-0.6463297,0.754167,-0.6463298,0.7101367,-0.6684122,0.7071868,-0.7614629
Creb1,0.6981582,0.021668606,0.8022786,-0.026050117,0.79947466,-0.044728227,0.8093888,-0.038966894,0.8121925,-0.02028878,0.8022787,-0.026050113,0.81626076,0.0073017906
Creb3,0.2178042,-0.44614428,0.21130818,-0.43752575,0.21130818,-0.4375258,0.21130824,-0.4375258,0.21130824,-0.4375258,0.48024893,0.090364255,0.480249,0.09036427
Creb3l1,1.0159531,-0.49334258,1.1512508,-0.2988906,1.065871,-0.6254493,1.0485134,-0.6657876,1.0603454,-0.6813756,1.0485134,-0.6657875,1.3125722,0.21750386
Creb3l2,0.75937957,-0.020594921,0.7593797,-0.020594928,0.75937957,-0.02059494,0.75937957,-0.020594906,0.7593797,-0.020594921,0.75937945,-0.020594932,0.75937957,-0.020594917
Creb3l4,1.3970671,0.16972445,1.3970671,0.16972443,1.3970671,0.16972445,1.3970671,0.16972443,1.3970671,0.16972443,1.3970673,0.16972445,1.3970671,0.16972445
Crebbp,0.54170305,-0.0067343973,0.52593154,0.011559876,0.51767164,-0.036309868,0.51767176,-0.036309868,0.521781,-0.010352779,0.5217811,-0.010352787,0.51716805,-0.015192755
Crebl2,0.71880937,0.10798019,0.6333375,-0.2223403,0.64908344,-0.21178009,0.6465985,-0.21908955,0.6671625,-0.18620555,0.64410937,-0.23407958,0.62264323,-0.20569229
Crebzf,0.70460784,-0.22521193,0.49461746,-0.80578613,0.48331892,-0.8602001,0.48482162,-0.8594907,0.4962182,-0.8052011,0.49461764,-0.8057861,0.50563383,-0.8338756
Crem,0.32026666,-0.30738258,0.25162798,-0.4498614,0.14926085,-0.7229839,0.14926082,-0.72298384,0.14926085,-0.72298384,0.14926082,-0.72298384,0.44033098,0.14408654
Cry1,0.12241471,0.08046706,0.079824984,-0.09420903,0.079536825,-0.09829758,0.09923628,-0.08759722,0.09952444,-0.08350867,0.079824954,-0.09420903,0.09046951,-0.082014285
Cry2,0.7882262,-0.23617499,0.94894534,-0.071270615,0.9489451,-0.0712706,0.95170623,-0.07014476,0.95170623,-0.07014477,0.7853696,-0.24677767,0.9476513,-0.079805255
Csda,0.24769044,-0.13335124,0.07771847,-0.7858105,0.25171417,-0.24789889,0.10048339,-0.69275594,0.2793749,-0.13456301,0.2771979,-0.14232673,0.2910009,-0.083060265
Csdc2,0.17184299,0.07161188,0.17184299,0.07161188,0.17184299,0.07161189,0.17184302,0.07161192,0.17184299,0.0716119,0.17184299,0.07161189,0.17184299,0.0716119
Csde1,0.4844967,0.14938945,0.16667995,-0.5497389,0.4844967,0.14938948,0.16667995,-0.5497389,0.48449677,0.14938945,0.4844967,0.14938943,0.48449683,0.14938945
Csrnp1,0.38248718,0.09613074,0.3780867,0.071406364,0.37808675,0.071406364,0.38162118,0.07284757,0.38162118,0.07284759,0.3780867,0.071406335,0.38193917,0.07153169
Csrnp2,0.38788086,0.069542244,0.35849363,-0.052195586,0.37385654,0.011445869,0.35849363,-0.052195564,0.3584937,-0.052195564,0.36885136,-0.009288523,0.35849363,-0.052195594
Ctcf,1.2405605,-0.52802885,1.0725887,-0.6270686,1.0045464,-0.9581684,1.0149317,-0.9601239,1.0220773,-0.9179517,1.010761,-0.92176497,0.88904923,-0.8460578
Ctnnb1,-0.5663933,-1.8922309,0.40780562,-0.05868703,0.49566382,0.14536712,0.49566388,0.14536715,0.49566382,0.14536716,0.49566394,0.14536713,0.49566388,0.14536716
Cux1,0.3159079,0.15769884,0.31590796,0.15769881,0.31590796,0.15769883,0.3159079,0.15769883,0.31590796,0.15769881,0.31590796,0.15769881,0.31590796,0.15769884
Cux2,0.8466185,0.0334748,0.7463444,-0.12977482,0.7898455,-0.17889386,0.77257675,-0.15822458,0.7752449,-0.16173963,0.77056664,-0.16655174,0.7752448,-0.1617396
Cxxc1,0.586527,-0.26630676,0.6971498,0.03260603,0.70182437,0.02290829,0.69503236,0.031856306,0.7066488,0.042894036,0.7071522,0.050037608,0.6978851,0.006589953
Dbp,0.07461989,0.09710401,0.060948998,0.034136984,0.070779264,0.07485916,0.060863733,0.02647429,0.06288427,0.034844458,0.060948998,0.034136996,0.054265976,0.0015299395
Ddx1,0.80732507,0.13215622,0.6047027,-0.5875442,0.7173784,-0.18874745,0.6047027,-0.58754426,0.6047028,-0.5875442,0.6047027,-0.5875442,0.6047028,-0.5875442
Ddx20,1.8179054,-0.042734414,1.5419288,-0.9121254,1.5746288,-0.9375096,1.5541451,-1.0099703,1.6077304,-0.9926355,1.54758,-1.0344393,1.5861299,-0.93075323
Ddx41,0.47773397,0.092398226,0.47487086,0.06998428,0.47487086,0.06998426,0.47487092,0.06998424,0.47487074,0.06998426,0.4748708,0.06998423,0.47487086,0.06998424
Ddx58,0.52784854,0.00204546,0.49031496,-0.106652886,0.55335814,0.112478614,0.49031502,-0.106652856,0.49031502,-0.106652856,0.49031496,-0.10665284,0.49136823,-0.05898772
Deaf1,0.21602654,-0.023767218,0.18464902,-0.05206705,0.1893521,-0.12123208,0.17311618,-0.099842176,0.20088491,-0.07345695,0.20088491,-0.073456995,0.17993563,-0.16024034
Dedd,0.2514767,0.03953418,0.23859236,0.05650861,0.23859239,0.056508627,0.23859239,0.056508634,0.23859242,0.05650861,0.23859239,0.05650861,0.23859239,0.056508582
Dedd2,0.019837558,-0.10583468,0.10777384,0.07349011,0.10777387,0.07349015,0.10948798,0.09781341,0.10948798,0.097813435,0.10948798,0.09781346,0.10948795,0.097813405
Dhx33,1.3543684,-0.1458787,1.2222114,-0.583095,1.162502,-0.78752977,1.1266515,-0.9559454,1.140434,-0.9545827,1.1092074,-0.9755956,1.2306423,-0.6005636
Dlx1,0.089815825,0.065375715,0.089815825,0.065375715,0.089815825,0.065375715,0.089815825,0.065375715,0.089815825,0.065375715,0.089815825,0.065375715,0.089815825,0.065375715
Dmap1,0.9482176,-0.25415075,0.9660291,-0.20577922,0.97196156,-0.17904682,0.97196156,-0.17904676,0.97196144,-0.17904675,0.97196156,-0.1790468,0.9719613,-0.17904682
Dmrt1,0.43293935,0.08398515,0.42590332,0.04251004,0.42590332,0.042510066,0.42590332,0.042510044,0.42590332,0.042510048,0.42590332,0.042510055,0.4161985,0.055193845
Dmrta1,0.9710862,0.072313264,0.9710862,0.072313264,0.9710862,0.07231328,0.9710861,0.072313264,0.9710862,0.072313264,0.9710863,0.072313234,0.9710863,0.072313234
Dmrta2,0.8710142,-0.26790977,0.8999916,-0.15743206,0.87617844,-0.23934422,0.87617844,-0.23934425,0.8999917,-0.15743208,0.8999917,-0.15743206,0.89999145,-0.15743206
Dmtf1,1.2114677,-0.0027488656,1.1628499,-0.18386535,1.1583753,-0.21032731,1.1580484,-0.21344747,1.1614203,-0.19301707,1.1609523,-0.19318812,1.1755309,-0.111564115
Dnajb6,0.7280106,-0.22138222,0.7561633,-0.13133451,0.7561634,-0.13133454,0.7561633,-0.13133453,0.7561634,-0.13133453,0.7561633,-0.13133451,0.7561633,-0.13133451
Dnajc2,0.9685163,0.2567239,0.82219774,-0.32057363,0.83767074,-0.25647658,0.85526556,-0.30146408,0.8552657,-0.30146408,0.82219774,-0.32057357,0.84167737,-0.31884837
Dnmt1,1.2733407,-0.059904262,1.1089432,-0.3159371,1.2297864,-0.2096823,1.1089432,-0.31593704,1.173691,-0.40177184,1.1736913,-0.40177196,1.1736913,-0.40177196
Dnmt3a,0.2095367,0.03403189,0.19051653,-0.07093992,0.19051653,-0.07093992,0.2062262,-0.06453413,0.2062262,-0.06453412,0.19051653,-0.07093992,0.20763963,-0.070382826
Dnmt3b,1.4003186,0.15923938,1.2737942,-0.37480056,1.2788424,-0.36675036,1.3159094,-0.35780758,1.3244958,-0.3324296,1.2760451,-0.3777666,1.3057859,-0.29882067
Dr1,0.14822137,-0.004865002,0.14822134,-0.004864972,0.14822131,-0.0048649684,0.14822131,-0.0048649684,0.14822131,-0.0048649497,0.14822131,-0.004864976,0.14822134,-0.0048649646
Drap1,0.8491029,-0.009677444,0.8175321,-0.15545203,0.8103686,-0.18349369,0.81588393,-0.16965562,0.81588393,-0.16965564,0.8112835,-0.17050846,0.8232983,-0.047243483
E2f1,1.7724631,-0.051584065,1.5116067,-0.8899393,1.524286,-0.95849097,1.517739,-0.9776448,1.6449537,-0.750718,1.4998038,-1.040676,1.558156,-0.92438793
E2f2,0.85407823,-0.07701441,0.7234754,-0.5003982,0.6940474,-0.64458454,0.6800666,-0.6557817,0.69114494,-0.65070754,0.6885451,-0.667378,0.8360874,-0.16216217
E2f3,1.3650715,-0.11158477,1.3530264,-0.3011698,1.2249007,-0.6083638,1.1971645,-0.7377035,1.2186773,-0.6964756,1.1760087,-0.7624656,1.3098335,-0.47130102
E2f4,0.30079436,0.08156282,0.22593248,-0.3026057,0.23627836,-0.25974733,0.22593248,-0.3026057,0.22593242,-0.3026057,0.22593248,-0.30260575,0.27705693,-0.016770303
E2f5,0.07391024,-0.15384248,0.16381389,0.016111184,0.073910266,-0.15384245,0.073910266,-0.15384246,0.073910266,-0.15384246,0.073910266,-0.15384246,0.07391024,-0.15384248
E2f6,0.4956566,0.10089534,0.53072035,0.16845514,0.39545524,-0.21667238,0.3954553,-0.21667235,0.39545518,-0.21667238,0.39545518,-0.21667232,0.49565667,0.100895345
E2f7,1.6801283,0.028607827,1.3826323,-0.60517275,1.4829998,-0.5157175,1.3826325,-0.6051728,1.5977185,-0.25909722,1.4365759,-0.67665505,1.4365754,-0.6766552
E2f8,1.8404529,0.2651022,1.6012497,-0.5748066,1.5749409,-0.67246836,1.6019657,-0.6682496,1.7121773,-0.4070868,1.5663037,-0.70824736,1.632072,-0.5681081
E4f1,0.24717748,-0.03531479,0.2589339,0.042999197,0.2589339,0.04299918,0.2589339,0.04299918,0.2589339,0.042999208,0.2589339,0.042999186,0.2589339,0.042999208
