pathway,,,,,
Acute myeloid leukemia,,,0.036,,
Oxidative phosphorylation,,,0.038,,
Cytokine-cytokine receptor interaction,,,0.0382,,
Triacylglycerol biosynthesis,,,0.0387,,
Retinol metabolism,,,0.0433,,
Rap1 signaling pathway,,,0.044,,
Ferroptosis,,,0.0451,,
Retrograde endocannabinoid signaling,,,0.0485,,
Base excision repair,,,0.049,,
Huntington disease,,,0.0488,,
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",,,0.0569,,
Axon guidance,,,0.0595,,
Melanogenesis,,,0.0601,,
Chemical carcinogenesis - reactive oxygen species,,,0.0603,,
MicroRNAs in cancer,,,0.0612,,
Riboflavin metabolism,,,0.0608,,
Hepatitis B,,,0.063,,
APC/C complex,,,0.0633,,
Non-homologous end-joining,,,0.0629,,
Hippo signaling pathway - multiple species,,,0.0672,,
Folate biosynthesis,,,0.0688,,
Lsm 2-8 complex,,,0.0688,,
Hippo signaling pathway -multiple species,,,0.0683,,
VEGF signaling pathway,,,0.0801,,
Huntington's disease,,,0.0808,,
Hippo signaling pathway,,,0.0802,,
Homologous recombination,,,0.0897,,
"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",,,0.0916,,
"C1-unit interconversion, eukaryotes",,,0.0913,,
Tuberculosis,,,0.0914,,
Intestinal immune network for IgA production,,,0.0923,,
Nicotine addiction,,,0.0962,,
Nicotinate and nicotinamide metabolism,,,0.0994,,
PPAR signaling pathway,,,0.102,,
"Glycine, serine and threonine metabolism",,,0.1165,,
ErbB signaling pathway,,,0.116,,
Cell adhesion molecules,,,0.119,,
Cortisol synthesis and secretion,,,0.1248,,
Renal cell carcinoma,,,0.1249,,
Activin signaling,,,0.1312,,
Fatty acid degradation,,,0.1335,,
Serotonergic synapse,,,0.1333,,
FoxO signaling pathway,,,0.1544,,
Wnt signaling,,,0.1544,,
Ether lipid metabolism,,,0.1631,,
Fatty acid metabolism,,,0.1743,,
Nuclear pore complex,,,0.185,,
cAMP signaling,,,0.1856,,
"Citrate cycle (TCA cycle, Krebs cycle)",,,0.1956,,
FA core complex,,,0.2004,,
Cell adhesion molecules (CAMs),,,0.2089,,
Progesterone-mediated oocyte maturation,,,0.2188,,
Fanconi anemia pathway,,,0.2485,,
Glutathione metabolism,,,0.2577,,
Toxoplasmosis,,,0.2633,,
Inflammatory mediator regulation of TRP channels,,,0.2689,,
Human immunodeficiency virus 1 infection,,,0.2718,,
Th1 and Th2 cell differentiation,,,0.2867,,
Adrenergic signaling in cardiomyocytes,,,0.3072,,
Lsm 1-7 complex,,,0.3056,,
Glycosphingolipid biosynthesis - lacto and neolacto series,,,0.3046,,
TNF signaling pathway,,,0.3069,,
Pancreatic cancer,,,0.3075,,
Osteoclast differentiation,,,0.3107,,
Tight junction,,,0.324,,
Transcriptional misregulation in cancer,,,0.3391,,
p53 signaling pathway,,,0.3467,,
"Spliceosome, U4/U6.U5 tri-snRNP",,,0.3458,,
Morphine addiction,,,0.3473,,
Phenylalanine metabolism,,,0.348,,
Dorso-ventral axis formation,,,0.3525,,
Apelin signaling pathway,,,0.4191,,
MAPK signaling pathway,,,0.4301,,
Oocyte meiosis,,,0.4507,,
AGE-RAGE signaling pathway in diabetic complications,,,0.4531,,
NOD-like receptor signaling pathway,,,0.451,,
GnRH signaling pathway,,,0.4634,,
Maturity onset diabetes of the young,,,0.4662,,
Bladder cancer,,,0.4657,,
DNA replication,,,0.481,,
Amino sugar and nucleotide sugar metabolism,,,0.4801,,
2-Oxocarboxylic acid metabolism,,,0.48,,
mmuK signaling pathway,,,0.4852,,
Gastric acid secretion,,,0.4896,,
BRCA1-associated genome surveillance complex (BASC),,,0.5109,,
"Tyrosine degradation, tyrosine => homogentisate",,,0.543,,
Fatty acid biosynthesis,,,0.5408,,
Starch and sucrose metabolism,,,0.54,,
Long-term depression,,,0.542,,
Parkinson's disease,,,0.5556,,
Carbon metabolism,,,0.566,,
Glycerophospholipid metabolism,,,0.5674,,
Basal cell carcinoma,,,0.5941,,
ABC transporters,,,0.5923,,
Thyroid hormone synthesis,,,0.6148,,
Nucleotide excision repair,,,0.6159,,
"Alanine, aspartate and glutamate metabolism",,,0.6176,,
Viral protein interaction with cytokine and cytokine receptor,,,0.6194,,
Hippo signaling,,,0.618,,
Vascular smooth muscle contraction,,,0.6241,,
Biosynthesis of nucleotide sugars,,,0.6215,,
Prion diseases,,,0.6205,,
beta-Oxidation,,,0.6191,,
Hypertrophic cardiomyopathy,,,0.6318,,
Alzheimer's disease,,,0.6307,,
Arginine biosynthesis,,,0.6328,,
Colorectal cancer,,,0.6395,,
Proteoglycans in cancer,,,0.6426,,
Thyroid cancer,,,0.645,,
DNA damage-induced cell cycle checkpoints,,,0.6423,,
Hypertrophic cardiomyopathy (HCM),,,0.6417,,
Citrate cycle (TCA cycle),,,0.6788,,
C-type lectin receptor signaling pathway,,,0.6766,,
Bloom's syndrome complex,,,0.6751,,
Pertussis,,,0.6923,,
Ribosome,,,0.697,,
Breast cancer,,,0.7177,,
Relaxin signaling pathway,,,0.7222,,
Salivary secretion,,,0.7389,,
Autoimmune thyroid disease,,,0.7554,,
Hepatitis C,,,0.753,,
Mineral absorption,,,0.7819,,
Cholesterol metabolism,,,0.7856,,
BMP signaling,,,0.7831,,
Legionellosis,,,0.7881,,
Aldosterone synthesis and secretion,,,0.7856,,
Staphylococcus aureus infection,,,0.7929,,
"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",,,0.8077,,
Holo-TFIIH complex,,,0.8061,,
ATP-dependent chromatin remodeling,,,0.8103,,
Basal transcription factors,,,0.8187,,
Glycerolipid metabolism,,,0.8164,,
Platelet activation,,,0.826,,
BER complex,,,0.825,,
Mismatch repair,,,0.8389,,
"Ribosome, eukaryotes",,,0.8409,,
Cul4-DDB1-DDB2 complex,,,0.8453,,
NF-kappa B signaling pathway,,,0.8571,,
RNA degradation,,,0.8731,,
Cardiac muscle contraction,,,0.8809,,
Endocrine resistance,,,0.8775,,
Adherens junction,,,0.8752,,
Leishmaniasis,,,0.8763,,
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,,0.874,,
"N-glycan biosynthesis, complex type",,,0.8753,,
Linoleic acid metabolism,,,0.8866,,
Renin-angiotensin system,,,0.8859,,
Biosynthesis of unsaturated fatty acids,,,0.8846,,
Fatty acid elongation,,,0.8873,,
COPII complex,,,0.8871,,
Bile secretion,,,0.8896,,
Synaptic vesicle cycle,,,0.8947,,
Notch signaling pathway,,,0.9099,,
Natural killer cell mediated cytotoxicity,,,0.9153,,
Salmonella infection,,,0.9152,,
"Spliceosome, 35S U5-snRNP",,,0.9196,,
Dilated cardiomyopathy,,,0.9207,,
"Fatty acid biosynthesis, elongation, endoplasmic reticulum",,,0.9206,,
Urea cycle,,,0.9192,,
Pancreatic secretion,,,0.9243,,
Protein digestion and absorption,,,0.9276,,
"Glycosaminoglycan biosynthesis, heparan sulfate backbone",,,0.9438,,
Cell cycle - G2/M transition,,,0.9844,,
Glycosaminoglycan biosynthesis - keratan sulfate,,,0.9828,,
