pathway,,,,,
ATP-dependent chromatin remodeling,,,0.1786,,
FA core complex,,,0.1858,,
Inositol phosphate metabolism,,,0.1856,,
Non-homologous end-joining,,,0.1888,,
Various types of N-glycan biosynthesis,,,0.1923,,
Pathways of neurodegeneration - multiple diseases,,,0.191,,
Tryptophan metabolism,,,0.2007,,
African trypanosomiasis,,,0.2026,,
Non-small cell lung cancer,,,0.2068,,
"Coenzyme A biosynthesis, pantothenate => CoA",,,0.212,,
Huntington's disease,,,0.213,,
"Glycosaminoglycan biosynthesis, heparan sulfate backbone",,,0.2125,,
Taurine and hypotaurine metabolism,,,0.2325,,
"C1-unit interconversion, eukaryotes",,,0.2339,,
Parkinson disease,,,0.2331,,
Fatty acid biosynthesis,,,0.2361,,
Insulin resistance,,,0.2442,,
Aldosterone-regulated sodium reabsorption,,,0.2425,,
Folate biosynthesis,,,0.2445,,
RNA degradation,,,0.2459,,
Phenylalanine metabolism,,,0.2481,,
Amphetamine addiction,,,0.2493,,
Insulin secretion,,,0.2707,,
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",,,0.2726,,
Nicotine addiction,,,0.2806,,
"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",,,0.2853,,
Cellular senescence,,,0.3132,,
Basal transcription factors,,,0.3132,,
Porphyrin metabolism,,,0.3124,,
Ether lipid metabolism,,,0.3148,,
Gastric cancer,,,0.317,,
Nucleocytoplasmic transport,,,0.3315,,
Histidine metabolism,,,0.3409,,
Porphyrin and chlorophyll metabolism,,,0.3403,,
Human papillomavirus infection,,,0.3398,,
Cytokine-cytokine receptor interaction,,,0.3377,,
"Growth hormone synthesis, secretion and action",,,0.337,,
"Tyrosine degradation, tyrosine => homogentisate",,,0.338,,
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",,,0.3381,,
MicroRNAs in cancer,,,0.3563,,
ABC transporters,,,0.3593,,
Cysteine and methionine metabolism,,,0.3606,,
Glycosaminoglycan degradation,,,0.3734,,
"N-glycan biosynthesis, complex type",,,0.3725,,
Fc epsilon RI signaling pathway,,,0.3816,,
Glutamatergic synapse,,,0.3834,,
EGFR tyrosine kinase inhibitor resistance,,,0.3823,,
PPAR signaling pathway,,,0.3901,,
Pancreatic secretion,,,0.3951,,
Small cell lung cancer,,,0.3994,,
Endometrial cancer,,,0.4203,,
Th17 cell differentiation,,,0.4372,,
Lysosome,,,0.4347,,
Hepatocellular carcinoma,,,0.44,,
Longevity regulating pathway - multiple species,,,0.4447,,
Cell cycle - G1/S transition,,,0.4553,,
COPII complex,,,0.4535,,
Alcoholism,,,0.4612,,
Galactose metabolism,,,0.4588,,
Lsm 2-8 complex,,,0.4586,,
Prostate cancer,,,0.4583,,
Serotonergic synapse,,,0.4683,,
Viral protein interaction with cytokine and cytokine receptor,,,0.4778,,
Hippo signaling,,,0.4979,,
Neurotrophin signaling pathway,,,0.4991,,
Pancreatic cancer,,,0.5046,,
Morphine addiction,,,0.5121,,
Relaxin signaling pathway,,,0.5184,,
Base excision repair,,,0.5178,,
Axon guidance,,,0.518,,
Glycerophospholipid metabolism,,,0.5164,,
Oxytocin signaling pathway,,,0.535,,
Ferroptosis,,,0.538,,
Purine metabolism,,,0.5362,,
Pentose and glucuronate interconversions,,,0.5436,,
beta-Oxidation,,,0.5514,,
Pertussis,,,0.5569,,
Chemical carcinogenesis - DNA adducts,,,0.5573,,
Thyroid cancer,,,0.5563,,
DNA damage-induced cell cycle checkpoints,,,0.5555,,
Steroid hormone biosynthesis,,,0.5606,,
TGF-beta signaling pathway,,,0.561,,
Oocyte meiosis,,,0.5781,,
RNA transport,,,0.5757,,
Fatty acid metabolism,,,0.5748,,
Peroxisome,,,0.581,,
Jak-STAT signaling pathway,,,0.5795,,
Tight junction,,,0.5884,,
"O-glycan biosynthesis, mucin type core",,,0.5905,,
Alzheimer disease,,,0.5924,,
Glioma,,,0.5911,,
Spinocerebellar ataxia,,,0.5928,,
Intestinal immune network for IgA production,,,0.5935,,
Triacylglycerol biosynthesis,,,0.61,,
Lysine degradation,,,0.6148,,
Butanoate metabolism,,,0.627,,
Endocrine and other factor-regulated calcium reabsorption,,,0.6272,,
BER complex,,,0.6249,,
HTLV-I infection,,,0.6407,,
Viral carcinogenesis,,,0.647,,
Neuroactive ligand-receptor interaction,,,0.6651,,
Thyroid hormone signaling pathway,,,0.67,,
Chronic myeloid leukemia,,,0.6723,,
ECM-receptor interaction,,,0.6792,,
BRCA1-associated genome surveillance complex (BASC),,,0.6785,,
Human cytomegalovirus infection,,,0.6883,,
Non-alcoholic fatty liver disease (NAFLD),,,0.6926,,
Urea cycle,,,0.6952,,
"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",,,0.7018,,
Tuberculosis,,,0.7056,,
ErbB signaling pathway,,,0.7044,,
SNARE interactions in vesicular transport,,,0.707,,
Other types of O-glycan biosynthesis,,,0.7061,,
Aminoacyl-tRNA biosynthesis,,,0.7064,,
Renal cell carcinoma,,,0.7108,,
RIG-I-like receptor signaling pathway,,,0.7162,,
BMP signaling,,,0.7236,,
Viral life cycle - HIV-1,,,0.7388,,
Staphylococcus aureus infection,,,0.7412,,
Aldosterone synthesis and secretion,,,0.7435,,
Other glycan degradation,,,0.7409,,
Fructose and mannose metabolism,,,0.7384,,
Melanoma,,,0.7392,,
Drug metabolism - cytochrome P450,,,0.7454,,
Ribosome biogenesis in eukaryotes,,,0.7439,,
Non-alcoholic fatty liver disease,,,0.746,,
DNA replication,,,0.7436,,
FoxO signaling pathway,,,0.741,,
Dopaminergic synapse,,,0.7403,,
cAMP signaling pathway,,,0.7445,,
Mucin type O-glycan biosynthesis,,,0.7479,,
Cholesterol metabolism,,,0.7456,,
Transcriptional misregulation in cancer,,,0.7432,,
Primary bile acid biosynthesis,,,0.7556,,
Cholinergic synapse,,,0.78,,
Dilated cardiomyopathy,,,0.788,,
Human T-cell leukemia virus 1 infection,,,0.8061,,
Ovarian steroidogenesis,,,0.8038,,
Glycosphingolipid biosynthesis - globo and isoglobo series,,,0.8039,,
Hepatitis B,,,0.811,,
Holo-TFIIH complex,,,0.808,,
Choline metabolism in cancer,,,0.8075,,
Cocaine addiction,,,0.8053,,
Cell cycle - G2/M transition,,,0.8027,,
Notch signaling pathway,,,0.8072,,
ECS complex,,,0.8055,,
Efferocytosis,,,0.8035,,
Glucuronate pathway (uronate pathway),,,0.8219,,
JAK-STAT signaling pathway,,,0.8189,,
Vascular smooth muscle contraction,,,0.8166,,
AGE-RAGE signaling pathway in diabetic complications,,,0.8158,,
Platelet activation,,,0.8338,,
Malaria,,,0.8318,,
Pyrimidine metabolism,,,0.8298,,
Long-term depression,,,0.8294,,
Fat digestion and absorption,,,0.8365,,
Synaptic vesicle cycle,,,0.8559,,
Kaposi sarcoma-associated herpesvirus infection,,,0.854,,
Renin-angiotensin system,,,0.8555,,
beta-Alanine metabolism,,,0.8597,,
Progesterone-mediated oocyte maturation,,,0.8573,,
GnRH secretion,,,0.8549,,
Toxoplasmosis,,,0.8558,,
Ascorbate and aldarate metabolism,,,0.8578,,
"Gluconeogenesis, oxaloacetate => fructose-6P",,,0.8656,,
Chemokine signaling pathway,,,0.87,,
"Glycine, serine and threonine metabolism",,,0.8705,,
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,,0.8713,,
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",,,0.8794,,
"Aminoacyl-tRNA biosynthesis, eukaryotes",,,0.8893,,
Sulfur metabolism,,,0.8874,,
Wnt signaling pathway,,,0.8971,,
Terpenoid backbone biosynthesis,,,0.8989,,
Glyoxylate and dicarboxylate metabolism,,,0.8969,,
Polycomb repressive complex,,,0.8975,,
Maturity onset diabetes of the young,,,0.8968,,
Nucleotide excision repair,,,0.8943,,
Activin signaling,,,0.8938,,
Decapping complex,,,0.8987,,
Sphingolipid signaling pathway,,,0.8985,,
Mismatch repair,,,0.8998,,
N-glycan precursor trimming,,,0.8982,,
MAPK (p38) signaling,,,0.8974,,
ESCRT-III complex,,,0.8985,,
Oxidative phosphorylation,,,0.9013,,
Alzheimer's disease,,,0.899,,
Phosphatidylinositol signaling system,,,0.9005,,
Lipid and atherosclerosis,,,0.8981,,
"RNA polymerase III, eukaryotes",,,0.9029,,
"V-type ATPase, eukaryotes",,,0.9019,,
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",,,0.8991,,
Metabolism of xenobiotics by cytochrome P450,,,0.8965,,
Lsm 1-7 complex,,,0.8942,,
Diabetic cardiomyopathy,,,0.8928,,
TNF signaling pathway,,,0.9019,,
Osteoclast differentiation,,,0.8993,,
Phospholipase D signaling pathway,,,0.9081,,
Acute myeloid leukemia,,,0.9058,,
Necroptosis,,,0.9046,,
Endocytosis,,,0.9027,,
Chemical carcinogenesis - reactive oxygen species,,,0.9073,,
HIF-1 signaling pathway,,,0.9071,,
Proximal tubule bicarbonate reclamation,,,0.9145,,
C-type lectin receptor signaling pathway,,,0.9169,,
Cul4-DDB1-DDB2 complex,,,0.9158,,
Collecting duct acid secretion,,,0.9166,,
"GABA biosynthesis, eukaryotes, putrescine => GABA",,,0.9177,,
Adrenergic signaling in cardiomyocytes,,,0.9161,,
Glycerolipid metabolism,,,0.9233,,
Glycolysis / Gluconeogenesis,,,0.9244,,
Adherens junction,,,0.9221,,
Carbohydrate digestion and absorption,,,0.9203,,
N-glycosylation by oligosaccharyltransferase,,,0.9467,,
"Nucleotide sugar biosynthesis, glucose => UDP-glucose",,,0.9773,,
Synthesis and degradation of ketone bodies,,,0.9814,,
JAK-STAT signaling,,,0.9909,,
