term,,,adj_p_value
N-glycosylation by oligosaccharyltransferase,,,0.017441517966896813
"Exosome, eukaryotes",,,0.017481415737812818
Circadian entrainment,,,0.017714288985739464
Tyrosine metabolism,,,0.018364475730126843
Base excision repair,,,0.01864766497448696
Other glycan degradation,,,0.0187036269192192
Influenza A,,,0.019481912229589834
Sm core complex,,,0.019622688676636135
Glycolysis / Gluconeogenesis,,,0.019712770075014988
"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",,,0.019712770075014988
Endocrine resistance,,,0.02032492394933028
Nicotine addiction,,,0.02057723314653318
"Spliceosome, 35S U5-snRNP",,,0.021918468219602277
Pyrimidine metabolism,,,0.022084572528826226
DNA polymerase gamma complex,,,0.022191001631619866
"Growth hormone synthesis, secretion and action",,,0.022641430062249966
Amoebiasis,,,0.02435431988012948
Dorso-ventral axis formation,,,0.02435431988012948
Prolactin signaling pathway,,,0.02435431988012948
Ribosome biogenesis in eukaryotes,,,0.029429483436681517
Methionine salvage pathway,,,0.029429483436681517
ESCRT-II complex,,,0.029429483436681517
"Spliceosome, U1-snRNP",,,0.029429483436681517
Efferocytosis,,,0.03151826544143513
Hippo signaling pathway - multiple species,,,0.03151826544143513
Hippo signaling pathway -multiple species,,,0.03151826544143513
PD-L1 expression and PD-1 checkpoint pathway in cancer,,,0.03262961468487883
Fluid shear stress and atherosclerosis,,,0.032691519654067185
HIF-1 signaling pathway,,,0.03275667551640136
Arginine biosynthesis,,,0.034199448345606655
C-type lectin receptor signaling pathway,,,0.034199448345606655
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",,,0.03462312289687412
Oocyte meiosis,,,0.034969676080597194
Hippo signaling,,,0.03620212935214814
"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",,,0.03620212935214814
T cell receptor signaling pathway,,,0.03622458060049707
Biosynthesis of cofactors,,,0.03720889654460564
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,,0.03720889654460564
VEGF signaling pathway,,,0.03792508191868661
Glutamatergic synapse,,,0.03841206367248469
Fatty acid metabolism,,,0.043728295857142545
"Spliceosome, Prp19/CDC5L complex",,,0.043728295857142545
Succinate dehydrogenase (ubiquinone),,,0.04530298439119003
Gastric acid secretion,,,0.04637018552269692
APC/C complex,,,0.04704276723699688
Biosynthesis of amino acids,,,0.047357017448383935
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",,,0.047357017448383935
Lipoic acid metabolism,,,0.04761925322100922
Sulfur metabolism,,,0.04855137591141677
Adrenergic signaling in cardiomyocytes,,,0.049183953575014885
"Aminoacyl-tRNA biosynthesis, eukaryotes",,,0.04979625254110983
Biosynthesis of nucleotide sugars,,,0.04979625254110983
Sphingolipid metabolism,,,0.049947280088664926
Adherens junction,,,0.05002872449383871
Fatty acid elongation,,,0.050116448130405625
Terpenoid backbone biosynthesis,,,0.05607400326201301
Purine metabolism,,,0.057188360147097224
Sulfur relay system,,,0.057188360147097224
Axon guidance,,,0.05727275084903094
Motor proteins,,,0.05727275084903094
Citrate cycle (TCA cycle),,,0.05785751142434808
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",,,0.05785751142434808
Protein export,,,0.05904126318696146
Inositol phosphate metabolism,,,0.05951969677585647
Phosphatidylinositol signaling system,,,0.06010938590825442
Prostate cancer,,,0.06010938590825442
Bladder cancer,,,0.06026675972277634
Chronic myeloid leukemia,,,0.06026675972277634
Pancreatic cancer,,,0.06026675972277634
Cul3-SPOP complex,,,0.06252406145941512
RF-C complex,,,0.06252406145941512
2-Oxocarboxylic acid metabolism,,,0.06312833673134158
Galactose metabolism,,,0.06312833673134158
Lysosome,,,0.06312833673134158
Tight junction,,,0.06421382014564606
Wnt signaling pathway,,,0.06455301134284482
Gap junction,,,0.0648105872976587
N-Glycan biosynthesis,,,0.07038234038574374
Folate biosynthesis,,,0.07079366103552018
Lysine degradation,,,0.07126503329719193
Non-homologous end-joining,,,0.07126503329719193
beta-Alanine metabolism,,,0.07320626608246154
SNARE interactions in vesicular transport,,,0.07521212602021127
Salivary secretion,,,0.07524410060938218
TREX complex,,,0.07671205664852081
Toll-like receptor signaling,,,0.07709877872494429
AGE-RAGE signaling pathway in diabetic complications,,,0.07776813499938585
Chagas disease (American trypanosomiasis),,,0.07776813499938585
Th1 and Th2 cell differentiation,,,0.07776813499938585
Longevity regulating pathway - multiple species,,,0.07819460484588156
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",,,0.07857635579477938
Cushing syndrome,,,0.07881907174052931
Yersinia infection,,,0.07881907174052931
Melanogenesis,,,0.07912542471185918
MAPK (ERK1/2) signaling,,,0.0807788288327678
GnRH signaling pathway,,,0.08256566367663067
Salmonella infection,,,0.08259754852197582
Virion - Human immunodeficiency virus,,,0.08353666046856197
Bacterial invasion of epithelial cells,,,0.08363984567203803
Osteoclast differentiation,,,0.08405152877706491
Apoptosis,,,0.08450786388069435
Hepatitis B,,,0.08450786388069435
Insulin signaling pathway,,,0.08450786388069435
Renal cell carcinoma,,,0.08450786388069435
Thyroid hormone signaling pathway,,,0.08450786388069435
Apoptotic machinery,,,0.08450786388069435
"Spliceosome, U2-snRNP",,,0.08558737274298715
Cellular senescence,,,0.08562773031896773
Cell cycle - G2/M transition,,,0.08562773031896773
Chagas disease,,,0.08578004289251778
DNA-PK complex,,,0.08661251432484429
Dopaminergic synapse,,,0.08684951983297946
"Parathyroid hormone synthesis, secretion and action",,,0.08752949972443548
Regulation of lipolysis in adipocytes,,,0.08863414051139587
Triacylglycerol biosynthesis,,,0.08868436641594474
Hepatitis C,,,0.08943463731434169
Endometrial cancer,,,0.08965514939854713
JAK-STAT signaling,,,0.09100433301135367
Platinum drug resistance,,,0.09100433301135367
TGF-beta signaling pathway,,,0.09289748513645946
IL-17 signaling pathway,,,0.0932087450952754
"Leucine degradation, leucine => acetoacetate + acetyl-CoA",,,0.0938805190135329
HTLV-I infection,,,0.0960772554889054
Non-small cell lung cancer,,,0.0960772554889054
Nucleotide excision repair,,,0.0960772554889054
Small cell lung cancer,,,0.0960772554889054
Complement and coagulation cascades,,,0.09872738566721954
MicroRNAs in cancer,,,0.09872738566721954
Transcriptional misregulation in cancer,,,0.09872738566721954
ECS complex,,,0.10038137254655573
"Valine, leucine and isoleucine biosynthesis",,,0.10038137254655573
Cul4-DDB1-DDB2 complex,,,0.10038137254655573
GABA (gamma-Aminobutyrate) shunt,,,0.10070110183188381
Vascular smooth muscle contraction,,,0.10070110183188381
Phospholipase D signaling pathway,,,0.10075440153097219
"Citrate cycle (TCA cycle, Krebs cycle)",,,0.10465360776745512
Alcoholic liver disease,,,0.10590457134944994
Synthesis and degradation of ketone bodies,,,0.10590457134944994
Glucagon signaling pathway,,,0.10607515398460943
ErbB signaling pathway,,,0.10916161646304338
Dermatan sulfate degradation,,,0.1095191397722675
Lipid and atherosclerosis,,,0.1095191397722675
Toxoplasmosis,,,0.1095191397722675
Inflammatory mediator regulation of TRP channels,,,0.11021959476425616
Taurine and hypotaurine metabolism,,,0.11021959476425616
mTOR signaling pathway,,,0.11058190284629653
Choline metabolism in cancer,,,0.11062343436312151
"Polyamine biosynthesis, arginine => ornithine => putrescine",,,0.11095129971837711
Fructose and mannose metabolism,,,0.11242162693637768
Natural killer cell mediated cytotoxicity,,,0.11301211283655604
Breast cancer,,,0.11459784115406141
Human T-cell leukemia virus 1 infection,,,0.11575737083199814
Human papillomavirus infection,,,0.11645932813477554
Colorectal cancer,,,0.11679244595265878
"Glycolysis, core module involving three-carbon compounds",,,0.117126614194244
Hippo signaling pathway,,,0.117126614194244
Necroptosis,,,0.117126614194244
Glioma,,,0.11721588590389583
"Glycine, serine and threonine metabolism",,,0.11791766048011121
Leishmaniasis,,,0.11890052942346523
FA core complex,,,0.12073641021115965
Pantothenate and CoA biosynthesis,,,0.12093190149290262
Amino sugar and nucleotide sugar metabolism,,,0.12539740418484627
Glycerolipid metabolism,,,0.12539740418484627
DNA polymerase alpha / primase complex,,,0.12670299046289482
DNA polymerase epsilon complex,,,0.12670299046289482
"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",,,0.12670299046289482
TNF signaling pathway,,,0.12699494341297105
Thyroid cancer,,,0.12699494341297105
Fatty acid biosynthesis,,,0.12769059412561154
ATP-dependent chromatin remodeling,,,0.1281864356152952
Lactosylceramide biosynthesis,,,0.12861948580288343
Thyroid hormone synthesis,,,0.1289206458333153
Basal cell carcinoma,,,0.13026971918011018
Type II diabetes mellitus,,,0.13026971918011018
"Valine, leucine and isoleucine degradation",,,0.13026971918011018
p53 signaling pathway,,,0.13026971918011018
Amyotrophic lateral sclerosis (ALS),,,0.1318298236460237
PPAR signaling pathway,,,0.13403231960603265
Cholesterol metabolism,,,0.14007470570491165
Pancreatic secretion,,,0.140166179628099
Protein digestion and absorption,,,0.140166179628099
HRD1/SEL1 ERAD complex,,,0.1435438875088898
Herpes simplex infection,,,0.1435438875088898
Sphingolipid signaling pathway,,,0.14468214853348038
Glyoxylate and dicarboxylate metabolism,,,0.1452362295044794
Apoptosis - multiple species,,,0.14567339722893058
"Gluconeogenesis, oxaloacetate => fructose-6P",,,0.14635970069994594
"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",,,0.14766124168194283
Central carbon metabolism in cancer,,,0.15025425080672744
Endocytosis,,,0.15025425080672744
Cocaine addiction,,,0.15052891714270022
Neurotrophin signaling pathway,,,0.1506094174918286
EGFR tyrosine kinase inhibitor resistance,,,0.1531612920494497
AMPK signaling pathway,,,0.15401506910297016
Gastric cancer,,,0.15401506910297016
Translocon-associated protein (TRAP) complex,,,0.15443591427352613
Fatty acid degradation,,,0.15457840749981172
Cardiac muscle contraction,,,0.15585983519296823
Aminoacyl-tRNA biosynthesis,,,0.15615288819917694
Legionellosis,,,0.15624066554095548
Tryptophan metabolism,,,0.1569341253400815
N-glycan precursor biosynthesis,,,0.15929573798582983
Acute myeloid leukemia,,,0.159796435614857
Aldosterone synthesis and secretion,,,0.16051954379630318
Cytochrome bc1 complex respiratory unit,,,0.16190230897352095
Phenylalanine metabolism,,,0.16356315643673022
BER complex,,,0.16378214087658888
"Nucleotide sugar biosynthesis, glucose => UDP-glucose",,,0.1687796872793974
DNA damage-induced cell cycle checkpoints,,,0.1687796872793974
Shelterin complex,,,0.1687796872793974
Th17 cell differentiation,,,0.16915999037167698
Creatine pathway,,,0.17012025196288857
D-Amino acid metabolism,,,0.17012025196288857
NOD-like receptor signaling pathway,,,0.1713111894266532
ABC transporters,,,0.17141812187991312
Mitophagy - animal,,,0.17624416394703996
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",,,0.17624416394703996
"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",,,0.17624416394703996
"GABA biosynthesis, eukaryotes, putrescine => GABA",,,0.17624416394703996
COPII complex,,,0.17624416394703996
"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",,,0.17924006796321704
Decapping complex,,,0.1818050519570794
African trypanosomiasis,,,0.18219608370558835
N-glycan precursor trimming,,,0.1837197979110512
Cul4-DDB1-CSA complex,,,0.1837197979110512
Circadian rhythm,,,0.18442574558139052
RIG-I-like receptor signaling pathway,,,0.18442574558139052
"Phosphatidylcholine (PC) biosynthesis, PE => PC",,,0.18506422141579942
Various types of N-glycan biosynthesis,,,0.18918737909771863
Viral life cycle - HIV-1,,,0.1914236504274915
Fc gamma R-mediated phagocytosis,,,0.19452558355069566
Intestinal immune network for IgA production,,,0.19569282854169653
Sphingosine biosynthesis,,,0.19569282854169653
"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine",,,0.19569282854169653
"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",,,0.19654251582446794
Tuberculosis,,,0.19773734456833142
Hematopoietic cell lineage,,,0.19805786799053746
"Fatty acid biosynthesis, elongation, mitochondria",,,0.19948552052916754
"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",,,0.19948552052916754
Thiamine metabolism,,,0.19987692984789765
Hedgehog signaling pathway,,,0.20334071356411818
Adipocytokine signaling pathway,,,0.20458442263362892
D-Arginine and D-ornithine metabolism,,,0.20458442263362892
Long-term depression,,,0.20458442263362892
Rheumatoid arthritis,,,0.20458442263362892
Mineral absorption,,,0.20464801321917772
Viral myocarditis,,,0.20464801321917772
Holo-TFIIH complex,,,0.20476352181143806
"Fatty acid biosynthesis, elongation, endoplasmic reticulum",,,0.20603573464828978
Staphylococcus aureus infection,,,0.20651327158041088
"Coenzyme A biosynthesis, pantothenate => CoA",,,0.20702015395172352
"O-glycan biosynthesis, mucin type core",,,0.20919478577603737
Drug metabolism - other enzymes,,,0.21349016356186817
Neutrophil extracellular trap formation,,,0.2142948240626985
Phagosome,,,0.2142948240626985
Homologous recombination,,,0.21507188635542834
Kaposi sarcoma-associated herpesvirus infection,,,0.2165214812591685
Ubiquinone and other terpenoid-quinone biosynthesis,,,0.22569089029227068
Selenocompound metabolism,,,0.2264215897703814
Biosynthesis of unsaturated fatty acids,,,0.22908564801414452
Keratan sulfate degradation,,,0.23117736522434057
SCF-SKP2 complex,,,0.23117736522434057
Other types of O-glycan biosynthesis,,,0.2314409080381313
Notch signaling,,,0.23249086516232895
Butanoate metabolism,,,0.23900668466124272
Toll-like receptor signaling pathway,,,0.23900668466124272
cGMP-PKG signaling pathway,,,0.24183465340500537
Human cytomegalovirus infection,,,0.24500545314349192
Basal transcription factors,,,0.2467580269069726
"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",,,0.252306551378723
TGF-beta signaling,,,0.2539873098338054
Chemical carcinogenesis - receptor activation,,,0.25468537750873366
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,,,0.25468537750873366
Long-term potentiation,,,0.25468537750873366
Primary immunodeficiency,,,0.25468537750873366
Survival motor neuron (SMN) complex,,,0.25468537750873366
Renin-angiotensin system,,,0.25567626988954356
"Alanine, aspartate and glutamate metabolism",,,0.26147106746817234
One carbon pool by folate,,,0.26229735338846966
Wnt signaling,,,0.2662810832309946
Heparan sulfate degradation,,,0.2696175886319349
Insulin resistance,,,0.2709054086047616
Cell cycle - G1/S transition,,,0.2712021761224186
Autophagy - other,,,0.27289678135064727
"Nucleotide sugar biosynthesis, eukaryotes",,,0.27289678135064727
Asthma,,,0.27668394274192043
Glycosaminoglycan degradation,,,0.28924947917863497
Human immunodeficiency virus 1 infection,,,0.28950068790728856
"Glutathione biosynthesis, glutamate => glutathione",,,0.2896015921759143
RPA complex,,,0.2896015921759143
p97-Ufd1-Npl4 complex,,,0.2896015921759143
Hedgehog signaling,,,0.2908847233434553
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",,,0.2908847233434553
Alcoholism,,,0.29190335988964655
Chondroitin sulfate degradation,,,0.29256627087545095
Virion - Herpesvirus,,,0.29256627087545095
Starch and sucrose metabolism,,,0.30072758896384544
Amphetamine addiction,,,0.30323406593558067
Serotonergic synapse,,,0.30703422236412337
Pentose phosphate pathway,,,0.3075057839340358
Arachidonic acid metabolism,,,0.3077123081695626
Mucin type O-glycan biosynthesis,,,0.30778085692671714
cAMP signaling,,,0.30778085692671714
"Tyrosine degradation, tyrosine => homogentisate",,,0.3095337925943828
Riboflavin metabolism,,,0.3095337925943828
Porphyrin and chlorophyll metabolism,,,0.30960870536057256
"C5 isoprenoid biosynthesis, mevalonate pathway",,,0.3110725379229363
Porphyrin metabolism,,,0.3114132137606949
"Phenylalanine, tyrosine and tryptophan biosynthesis",,,0.3114132137606949
Activin signaling,,,0.3124227340880147
Acylglycerol degradation,,,0.3124227340880147
"Glycosaminoglycan biosynthesis, heparan sulfate backbone",,,0.3124227340880147
Cap binding complex,,,0.3155668248941545
Nicotinate and nicotinamide metabolism,,,0.3168549912438904
"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate",,,0.31803402431054406
Cortisol synthesis and secretion,,,0.31955251375516086
Insulin secretion,,,0.3207059265305288
MRN complex,,,0.32537525890722335
ESCRT-0 complex,,,0.32537525890722335
Measles,,,0.32948992931135707
Renin secretion,,,0.33359218549667985
GINS complex,,,0.3344223533799397
"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",,,0.3350369685070672
Biotin metabolism,,,0.3350369685070672
"Nucleotide sugar biosynthesis, galactose => UDP-galactose",,,0.3354399399139891
Mannose type O-glycan biosynthesis,,,0.34000916137910797
Vasopressin-regulated water reabsorption,,,0.34215804567934965
Virion - Adenovirus,,,0.3468133390089085
DNA polymerase delta complex,,,0.3468133390089085
"Proline biosynthesis, glutamate => proline",,,0.3468133390089085
"PRPP biosynthesis, ribose 5P => PRPP",,,0.3468133390089085
Methionine degradation,,,0.35024620577955573
Prion diseases,,,0.36041456066959254
MAPK (p38) signaling,,,0.36198734485100326
Pertussis,,,0.36198734485100326
PI3K-Akt signaling,,,0.3630432078000423
Inflammatory bowel disease,,,0.3649843298035076
Carbohydrate digestion and absorption,,,0.3708320419919858
"Fatty acid biosynthesis, initiation",,,0.37474450507489343
"Serine biosynthesis, glycerate-3P => serine",,,0.37474450507489343
"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",,,0.37474450507489343
"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone",,,0.37516908437307556
"Exosome, archaea",,,0.37592892449979054
Vitamin digestion and absorption,,,0.37797207814432365
"Neomycin, kanamycin and gentamicin biosynthesis",,,0.38812222393935664
Bloom's syndrome complex,,,0.38812222393935664
SCF-FBW7 complex,,,0.38812222393935664
Phototransduction,,,0.39149314312374844
beta-Oxidation,,,0.3930881957214672
D-Glutamine and D-glutamate metabolism,,,0.395256948085748
Sphingosine degradation,,,0.395256948085748
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",,,0.3971405685328595
Urea cycle,,,0.39779757450124925
Ovarian steroidogenesis,,,0.4059190917894359
"Phosphatidylcholine (PC) biosynthesis, choline => PC",,,0.41227468882441387
Phosphonate and phosphinate metabolism,,,0.41227468882441387
"C1-unit interconversion, eukaryotes",,,0.41227468882441387
"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",,,0.41227468882441387
SCF-BTRC complex,,,0.41227468882441387
Endocrine and other factor-regulated calcium reabsorption,,,0.4168402521852979
SCF-FBS complex,,,0.41994922608175445
ECV complex,,,0.41994922608175445
MAPK (ERK5) signaling,,,0.4244123239505328
"beta-Oxidation, acyl-CoA synthesis",,,0.42526424842915345
Glycosphingolipid biosynthesis - ganglio series,,,0.4401731680217058
Virion - Lyssavirus,,,0.44264627412342555
Inflammatory bowel disease (IBD),,,0.44582313496688747
Primary bile acid biosynthesis,,,0.4495239372603029
BMP signaling,,,0.45717543833363705
"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",,,0.45717543833363705
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline",,,0.45834194065128026
"Melatonin biosynthesis, tryptophan => serotonin => melatonin",,,0.45834194065128026
Maturity onset diabetes of the young,,,0.4584256396007067
"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA",,,0.4584256396007067
Drug metabolism - cytochrome P450,,,0.4710392583955232
Metabolism of xenobiotics by cytochrome P450,,,0.4710392583955232
Synaptic vesicle cycle,,,0.4710392583955232
Type I diabetes mellitus,,,0.4796158771986006
Bile secretion,,,0.49089800692082874
Chemical carcinogenesis - DNA adducts,,,0.4919285834885357
"N-glycan biosynthesis, complex type",,,0.49385464756625885
Caffeine metabolism,,,0.4956800604132655
Fat digestion and absorption,,,0.4999311512395373
Antigen processing and presentation,,,0.5051739025156482
Glycosaminoglycan biosynthesis - keratan sulfate,,,0.5104074277512123
Ceramide biosynthesis,,,0.5174112949677139
Vitamin B6 metabolism,,,0.5236439378460865
Proximal tubule bicarbonate reclamation,,,0.5312452794854935
ESCRT-III complex,,,0.5551297898836948
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",,,0.5591638772657881
ESCRT-I complex,,,0.5667682005377189
Ether lipid metabolism,,,0.5708430763854901
Cytosolic DNA-sensing pathway,,,0.5797128512376155
Histidine metabolism,,,0.5803286074851759
Pentose phosphate pathway (Pentose phosphate cycle),,,0.5846376681415424
Systemic lupus erythematosus,,,0.6013374885724941
Aldosterone-regulated sodium reabsorption,,,0.6069024710754571
Glycosphingolipid biosynthesis - globo and isoglobo series,,,0.6072635467116752
Nitrogen metabolism,,,0.6072635467116752
MAPK (JNK) signaling,,,0.6113284868036354
Virion - Flavivirus,,,0.620890134513167
Ascorbate and aldarate metabolism,,,0.6513324817578782
Lysine biosynthesis,,,0.6701692780137992
Pentose and glucuronate interconversions,,,0.6816942665053212
Glycosphingolipid biosynthesis - lacto and neolacto series,,,0.6863541750066356
Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,,0.6981886123231963
Glucuronate pathway (uronate pathway),,,0.7205946939297124
Allograft rejection,,,0.7433181535927557
Autoimmune thyroid disease,,,0.7433181535927557
Graft-versus-host disease,,,0.7433181535927557
Taste transduction,,,0.7509601884587638
Cytochrome c oxidase,,,0.7535578154537143
Herpes simplex virus 1 infection,,,0.7757642695075464
TRAMP complex,,,0.817786475093812
cGMP signaling,,,0.8371579169147748
"V-type ATPase, eukaryotes",,,0.8642106020707943
alpha-Linolenic acid metabolism,,,0.8727285560479173
Collecting duct acid secretion,,,0.8808561588076251
Retinol metabolism,,,0.8986331403546602
Steroid hormone biosynthesis,,,0.9962599318420111
Olfactory transduction,,,0.9999479455673428
